Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,10428,50
106204692244510,Jigsaw Polska,Jigsaw,5342,2
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,4084,10
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,3996,9
57544755889,Amnesty International Polska,Amnesty International Polska,1749,40
178362315106,European Parliament,European Parliament,1463,12
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,1371,26
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,1256,16
228168274881,wysokieobcasy,wysokieobcasy,1215,10
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1078,18
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,899,5
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,882,148
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,871,24
106645538927529,Da się.,Fundacja Archipelag Inicjatyw,809,8
203627442993022,Portal Oświatowy,Wiedza i Praktyka,806,11
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,702,9
513969188677442,Compassion Polska,Compassion Polska,647,19
2120416424876335,Grzegorz Macko - Wicemarszałek Województwa Dolnośląskiego,Sun & More,607,2
67202672014,Fairtrade Polska,Fundacja „Koalicja Sprawiedliwego Handlu” Fairtrade Polska,597,12
237466786344157,European Movement,European Movement International,575,8
69153026654,Jerzy Buzek,Jerzy Buzek,504,5
100629866236790,European news,These ads ran without a disclaimer,442,1
104442609633150,Lubuskie,Lubuskie,425,2
84072659617,Dom Spotkań z Historią,Dom Spotkań z Historią,403,14
292082311313705,Pirmahal Electric Bikes,These ads ran without a disclaimer,403,2
103683779112850,Mong to Vu dep729682,These ads ran without a disclaimer,402,1
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Paweł Komarewicz,394,7
339855706171439,Dobra Fabryka,Dobra Fabryka,368,15
427996317730040,"Tymoteusz Myrda, Członek Zarządu Województwa Dolnośląskiego",Sun & More,347,2
50063176484,TVN24,TVN,336,16
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,329,14
385532321805330,Pomorskie,Pomorskie,320,3
173086948664,Infor.pl,Infor.pl,311,12
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,308,104
273827962690526,Otwarte Klatki,Otwarte Klatki,293,9
178734186974,DW Polski,These ads ran without a disclaimer,276,2
1227194230675141,Pratia,Pratia SA,275,9
133482470024453,Newsweek Polska,Newsweek Polska,274,2
106128072308178,Uwolnijwiatraki.pl,Polskie Stowarzyszenie Energetyki Wiatrowej,274,10
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,252,47
654912251187357,Grupa PGE,Grupa PGE,241,1
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,241,42
355335447987852,"Katarzyna Stachowicz - samorządowiec, działaczka społeczna",Katarzyna Karolina Stachowicz,241,2
100302862419697,"Wielkopolska, tej",UMWW,240,4
145329992215815,Piotr Król,Piotr Marek Król,240,2
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,223,1
108566759302831,NODN Cognitus - centrum szkoleń i terapii,Cognitus Centrum Szkoleń,223,30
