Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1428873024044736,المدن - almodon,المدن - almodon‎,2880597,17
106425851213086,L'Orient Today,L'Orient Today,683134,2
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,656716,2
137195823051820,Maharat Foundation,Maharat Foundation,432836,7
110470091436602,Ici Beyrouth,Ici beyrouth,414627,10
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,283582,5
106197498149118,لبنان الكبير,Grand Lebanon,238806,6
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,223881,7
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,208955,4
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,119403,2
107800617419717,MYKA Foundation,Elie M. ElHelou,116418,3
109112633772887,180post,180Post,110597,4
107698404702208,Alkalima,Alkalima Onlime,103881,2
128417954019381,Al-Moltaka,Melhem Boustany,89552,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,81134,2
149013021820628,Adyan Foundation - مؤسّسة أديان,Adyan Foundation - مؤسّسة أديان,77612,2
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,74925,1
196194167587196,Mada - مدى,Mada - مدى,74627,1
199579566767546,أنا والخبر,هيثم محمد طالب,74627,1
449225178829982,لقمان الكردي عضو هيئة إدارية في جامعة آل الكردي في لبنان,هيثم محمد طالب,74627,1
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,59701,1
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,30298,1
1744356319118477,هنا لبنان,هنا لبنان,27463,1
129660230432028,Dr. Toufic Hindi,Toufic Hindi,16567,1
102023711572671,أساس ميديا -  Asas Media,These ads ran without a disclaimer,15970,1
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,14925,1
100316503058124,Immigration & asylum consultations استشاري لجوء وهجرة,These ads ran without a disclaimer,4667,1
109062828734912,Юридические услуги,These ads ran without a disclaimer,4478,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,1443,1
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100,1
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,1
103553614349757,Hafryat plus,These ads ran without a disclaimer,≤100,1
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100,1
109831251935707,خليل المقداد,These ads ran without a disclaimer,≤100,1
399754700104901,The CEO Magazine,These ads ran without a disclaimer,≤100,1
105319651353770,Jusur,Jusur,≤100,2
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
320948257943554,Бостонский Кругозор,These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
103101872615379,AKK03,These ads ran without a disclaimer,≤100,1
107847177821253,NOW الشرق,These ads ran without a disclaimer,≤100,1
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,≤100,1
