Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,5250000,2
103302635921424,Juan Carlos Zamora,an advertiser in Venezuela,3694999,3
495310654257835,Pasimedia,These ads ran without a disclaimer,500000,1
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,465000,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,441476,2
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,427500,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,275963,1
311431722397745,Unión Integral y Democrática de todos los pueblos-MID,These ads ran without a disclaimer,201424,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,152776,2
84739343457,Motor.es,These ads ran without a disclaimer,91055,1
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,90000,3
110764418470615,Pomì South America,These ads ran without a disclaimer,49666,1
104630912620139,historia.ordenmundial,These ads ran without a disclaimer,33557,1
315543515306,Jing Daily,These ads ran without a disclaimer,15000,1
100430122967931,Celebrity Buda,These ads ran without a disclaimer,≤100,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,1
101179095098420,,These ads ran without a disclaimer,≤100,1
1482560595379392,Whakamua,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
695100357348936,Nestor Olleros,These ads ran without a disclaimer,≤100,1
134479433307392,Votorantim Cimentos,These ads ran without a disclaimer,≤100,1
256346654515877,Mercury Marine Latin America/Caribbean,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,1
106057958885632,docbotic,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
