Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,177,6
111544041335161,Antikorupcija info,Antikorupcija info,≤100,24
162926690478548,Oslobodjenje,Oslobodjenje,≤100,2
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,23
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,8
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,13
104197490039539,N1 Bosna i Hercegovina,N1 BiH,≤100,1
109652028193268,Revizije info,Revizije info,≤100,11
102667249419191,GenChange,Arijana Trle,≤100,6
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,10
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,3
147315858633088,Istinomjer,Istinomjer,≤100,5
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,1
1473660889517303,Irfan Čengić,Irfan Cengic,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,12
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,2
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100,1
100291101730616,Jasmin Ademović,Jasmin Ademovic,≤100,1
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100,1
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,3
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100,1
102437165128755,Anel Ibeljić,Anel Ibeljic,≤100,2
163080080447411,Републичка странка Српске,Filip Lučić,≤100,1
151296002169571,Jelena Trivic,Jelena Trivic,≤100,2
103513868280409,Azhar Sejarić - Zastupnik u Skupštini USK,Azhar Sejarić,≤100,2
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,2
2401351939921390,Raport.ba,Raport Media Group,≤100,1
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
753740401664958,Omer Berbić - vijećnik u GV Tuzla,Omer Berbic,≤100,1
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100,1
105767481295394,Ahmed Kosovac,Ahmed Kosovac,≤100,1
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
103027944875536,Маја Драгојевић Стојић - Maja Dragojević Stojić,Предраг Кукољ,≤100,1
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
113902691579245,Amer Avdičević,Amer Avdičević,≤100,1
306474736844372,Narod i Pravda Novi Grad Sarajevo,Narod i Pravda Novi Grad Sarajevo,≤100,1
102092095798552,BLink.ba,Vedran Sevcuk,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,1
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
106892895068657,Reykjavik Science City,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
171163390480055,Samson Rope Technologies,These ads ran without a disclaimer,≤100,2
520171088019503,Liforme,These ads ran without a disclaimer,≤100,1
63306224439,Trip.com,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
109951098709487,Rama Magazin,These ads ran without a disclaimer,≤100,1
1777952132237071,Slované v obrazech a poezii / Slavs in pictures and poetry,These ads ran without a disclaimer,≤100,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
114826394903822,Ananda,These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,1
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100,1
