Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,7536,59
281999881613,World Vision Canada,World Vision Canada,5705,41
107385241806,Plan International Canada,Plan International Canada,5208,133
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,4851,32
195227957225519,Dairy Farmers of Canada,Dairy Farmers of Canada,3942,10
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),3700,13
115835521825983,UNHCR Canada,UNHCR Canada,3610,27
349561555109272,HSAA - Union of Health-Care Professionals,Health Sciences Association Alberta,3576,154
245013842275891,CUPE Alberta,CUPE Alberta,2130,27
98963682935,Canadian Feed The Children,Canadian Feed The Children,1472,19
16761458703,University of British Columbia,University of British Columbia,1285,70
106917558391358,Alliance Nouvelles voies,Pathways Alliance,1126,2
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,1041,2
261752512263,Canadian Red Cross,Canadian Red Cross,1025,12
104128641336287,Indigenous Resource Network,Indigenous Resource Network,893,56
1097840090260804,National Police Federation,National Police Federation,866,76
6695079125,TD,TD Bank Canada,836,18
143249880633,World Animal Protection Canada,World Animal Protection Canada,789,25
106172275200668,GetBuilding,GetBuilding,756,1
104853517861788,Surrey’s Say on Policing,National Police Federation,744,10
117475525574,Saskatchewan New Democratic Party,Saskatchewan New Democratic Party,691,5
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,688,22
625254780822339,CUPE Manitoba,CUPE MB,666,12
109045051805492,Made The Canadian Way,Canadian Energy Centre,659,4
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,600,7
121222984568561,Amnesty International Canada,Amnesty International Canada,570,128
185413851479580,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,567,17
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,543,38
312380892116930,Cuso International,Cuso International,543,6
264035282685,"Commission des normes, de l'équité, de la santé et de la sécurité du travail","Commission des normes, de l’équité, de la santé et la sécurité du travail",540,5
154462904588700,Enbridge Gas,Enbridge Gas,532,45
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,508,75
1671097993122619,Children Believe,Children Believe,496,44
114849617772737,Care2 Canada,Press Pause Collective,494,13
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,464,122
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,455,40
19750184960,Greenpeace Canada,Greenpeace Canada,452,207
5794733873,David Suzuki Foundation,David Suzuki Foundation,444,7
78368904729,SeedChange / Sème l’avenir,SeedChange / Sème l’avenir - USC Canada,444,20
1530293140634544,"No Options, No Choice","No Options, No Choice Project",443,9
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,427,10
239308266136055,United Way Halton and Hamilton,United Way Halton & Hamilton,405,8
584595054966592,Royal Victoria Regional Health Centre Foundation,Royal Victoria Regional Health Centre Foundation,395,86
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,394,7
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,377,91
139019864276,Oxfam Canada,Oxfam Canada,357,17
113297740077607,Canadian Energy Centre,Canadian Energy Centre,348,76
103350612362345,Strong Coast,Strong Coast,315,3
161817467263,Nova Scotia Government,Government of Nova Scotia,302,3
163336718421,PSAC - AFPC,PSAC-AFPC,302,10
107670711947328,Only One CA,"Only One, Inc.",297,32
256967407720183,LEO,Léger,293,36
925033857594085,SureHealth Canada,SureHealth,288,157
107995007457949,Edmonton Zone Medical Staff Association,Edmonton Zone Medical Association,284,24
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,279,47
7787249430,Canadian Wildlife Federation / Fédération canadienne de la faune,Canadian Wildlife Federation,274,55
1583430205202800,City of Toronto,City of Toronto - Your Local Government,271,4
54125409458,Oxfam-Québec,Oxfam-Québec,252,3
49507049030,Food Network Canada,Corus Entertainment Inc.,250,1
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,239,4
184257548280251,Alberta's NDP,Alberta's NDP,231,2
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,222,3
7522587804,Green Party of Ontario,Green Party of Ontario,218,4
105884058088671,Keep Alberta RCMP,National Police Federation,202,13
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,201,6
101898551911387,The Hub Canada,Hub Canada Media,189,86
134455149912301,Seva Canada,Seva Canada,181,6
105209442897678,Héritage Montréal,Fondation Héritage Montréal,179,22
101171375978959,Produit Ici Responsablement,Canadian Energy Centre,176,4
179642688739082,Amnistie internationale Canada Francophone,Amnistie Internationale Canada Francophone,173,128
198195040707,Projet Montréal,Projet Montréal,173,2
106360778489053,Fuelling Canada,Canadian Gas Association,166,65
568938803293644,True North,True North,164,7
100999094747422,Land Needs Guardians,Land Needs Guardians,150,4
108587420188,United Way Greater Toronto,United Way Greater Toronto,147,51
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,147,6
148506965209288,Operation Eyesight Universal,Operation Eyesight,146,3
203485052997041,Hospital Employees' Union,Hospital Employees' Union,145,11
116486331729420,350 Canada,350 Canada,144,14
353695508437982,Oceans North,Oceans North,144,8
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,138,46
35715544220,Stand.earth,Stand.earth,136,2
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,136,12
187805263715,RÉZO,RÉZO,135,3
440409462669140,United Way Niagara,United Way Niagara,135,8
50121839049,Mathieu Traversy,Veronik Gravel,122,1
321351607970406,The Narwhal,The Narwhal,120,2
121979044636843,CPAWS Northern Alberta,CPAWS Northern Alberta,120,8
106183171866567,Fairness for Drivers,Fairness for Drivers,116,7
73707923189,Bissell Centre,Bissell Centre,116,3
259187344111223,Coastal First Nations,Coastal First Nations,115,82
55894053020,Planned Parenthood Toronto,Planned Parenthood Toronto,111,16
105121706212337,SaskTel,SaskTel,108,1
14742445214,BC Green Party,BC Green Party,107,24
37523552825,One Drop,One Drop,107,8
1533253713597302,Elisabeth Léger,Elisabeth Leger,106,4
108998365082863,Test,These ads ran without a disclaimer,≤100,1
