Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,80351,127
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,47834,15
475040405910613,Lenin Perez Rivera,Coalición Rescatemos Coahuila,45369,25
112882117843391,Morena Estado de México,morenaedomex.si,42900,54
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,18935,29
56713285274,Greenpeace México,Greenpeace México,18531,41
1520610478183053,Badabun,Vanessa Rivera,18253,7
923633637651202,Morena Sí,Morena Sí,14852,66
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,12485,6
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,10776,19
264773293005,Marko Cortés,Marko Cortés,10000,1
884158955066166,RecuperaTuFuturo,RecuperaTuFuturo,9940,90
104680124489636,Demoscopia Digital,Demoscopia Digital,9853,40
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,9610,10
109634395756375,Save the Children México,Save the Children México,9028,20
837607596288104,Eliseo Fernández Montufar,Community Manager,8522,5
114085441581783,El Anti Chapulines,El Anti Chapulines,8282,3
327324764029820,Armando Guadiana,Armando Guadiana,7923,9
101267031439463,Voz de las Empresas,Consejo de la Comunicación,7918,9
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,7834,10
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,7110,4
163411220385285,PAN Guanajuato,PAN Guanajuato,6608,8
254852601222832,CEMEX México,CEMEX México,6536,11
936003293273572,Nexo Político,Nexo Político,6311,4
102211379502005,Gigante Informativo,Gigante Informativo,5474,58
285058928236909,Mauricio Vila,Mauricio Vila,5429,25
118089944564637,El México que Informa,El México que Informa,5391,58
111722858536644,Al Frente por Edomex,Al Frente por Edomex,4857,24
1861550397441449,Revista32,Revista32,4835,130
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,4823,10
110909187749711,,IMPRONTE,4616,7
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,4547,17
115475744802204,Oleada 4T,Oleada 4t,4149,29
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4074,5
116433311381559,Crónicas de a Pie,Cronicas de a Pie,4059,57
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,4030,9
