Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
116269191760882,DSB,DSB,11288,3
65929129383,Røde Kors,Røde Kors,5684,43
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5678,15
399210657232918,PlanBørnefonden,PlanBørnefonden,5321,34
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,5295,7
72672361910,Børns Vilkår,Børns Vilkår,5212,16
55365680705,Greenpeace Danmark,Greenpeace Danmark,4908,32
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,4119,9
12860228293,Politiken,Politiken,3868,34
26458152911,SOS Børnebyerne,SOS Børnebyerne,3452,28
250994288337708,Sex og Samfund,Sex og Samfund,2720,25
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,2303,4
12787473132,Berlingske,Berlingske,2302,45
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),2212,3
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2198,16
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1936,18
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,1843,10
20303574131,Nationalmuseet,Nationalmuseet,1804,30
110321008383861,Red Barnets landsindsamling,Red Barnet,1707,134
121570596369,CARE Danmark,CARE i Danmark,1658,6
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1557,9
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1448,43
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,1404,26
106737299409142,Folkemødet,Foreningen Folkemødet,1339,3
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,1307,2
304554445813,Videncentret Bolius,Videncentret Bolius,1244,14
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1138,2
36664432940,Amnesty International Danmark,Amnesty International Danmark,1106,8
867877683280051,Weekendavisen,Weekendavisen,1070,32
102154048301476,Lederstof.dk,Lederne,1028,19
1033120613483808,AURA,AURA,1013,3
133707013355759,Danner,Danner,962,1
1684646181850363,TjekDet,TjekDet,944,1
1653030171620285,Wefood,Folkekirkens Nødhjælp,937,6
178362315106,European Parliament,European Parliament,881,9
126543540781090,Ældre Sagen,Ældre Sagen,855,10
437410226312057,Københavns Kommune,Københavns Kommune,834,6
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,778,2
384777156382,SodaStream DK,These ads ran without a disclaimer,773,1
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,742,6
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,719,9
304554445813,Videncentret Bolius,Bolius,681,3
246977185497434,Plastic Change,Plastic Change,653,27
748887235210811,Obton Forvaltning A/S,Obton A/S,618,7
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,585,1
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,510,6
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,507,19
239624940212,HK Kommunal,HK Kommunal,495,3
110560691837684,SolCompagniet,SolCompagniet,494,18
167891603415958,Lederne,Lederne,482,3
287306323369,Børnecancerfonden,Børnecancerfonden,471,2
645454495955240,Madmødet,Madmødet,471,28
356520931077196,Europabevægelsen,Europabevægelsen,466,8
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",436,3
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,430,4
708245239243699,Dansk Beton,Dansk Beton,423,5
130388840342741,Danske Bank,Danske Bank,404,6
125934997444897,SuperBrugsen,Coop,400,1
529124290474705,Nikolaj Villumsen,Enhedslisten,385,1
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,366,3
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,345,11
1704424023182897,Politiken Historie,Politiken Historie,327,11
105511328705392,HØRT,Børns Vilkår,320,4
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,304,1
182121298931589,Odense Kommune,Odense Kommune,302,1
520449347983427,Dansk Folkeparti,Dansk Folkeparti,293,12
299880716702992,KIU - Patientforeningen Kræft i underlivet,KIU - Patientforeningen Kræft i underlivet,274,1
154415494575789,IDA,IDA,227,4
246097715413231,Alkohol & Samfund,Alkohol & Samfund,214,11
183887801641951,Verdens Skove,Verdens Skove,211,2
145392175531068,JydskeVestkysten,JydskeVestkysten,206,1
111095867334448,Rent Hav,Rent Øresund,200,1
657491824390744,Spring Copenhagen,Spring Copenhagen,187,10
52824116986,Testrup Højskole,Testrup Højskole,186,1
49348971479,Pia Olsen Dyhr,SF,184,3
257480614286065,Den Sorte Diamant - Det Kgl. Bibliotek,Det Kgl. Bibliotek,183,1
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,177,3
314676938743,DM din akademiske fagforening,DM,168,8
336333896418452,Assens Kommune,Assens Kommune,166,4
111561545539837,Krigsmuseet,Krigsmuseet,159,3
186645960378,Danwatch,Danwatch,154,6
67571270393,Red Barnet,Red Barnet,144,6
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,142,1
144098125661833,Nordea Invest,Nordea Invest,137,6
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,134,3
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,134,11
141343589252160,Dansk Industri - DI,Dansk Industri,133,2
