Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,3934,4
107217383988190,מגזין אפוק,Epoch Magazine,2503,43
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",2056,29
248723598607259,ארגון בזכות,Bizchut,1590,15
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,1512,34
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,1499,19
325131448440639,מפלגת נעם,מפלגת נעם,1493,19
1073548259341247,לובי 99,לובי 99,1243,6
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1209,8
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,992,8
1662907067255622,איגוד הגז הטבעי,Unik,951,7
204780362875106,מקור ראשון,מקור ראשון,883,74
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,843,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",805,42
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,761,17
790149967713981,דרכנו,דרכנו,724,5
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,720,1
161096657252221,שוברים שתיקה,שוברים שתיקה,710,4
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,682,2
682178658591430,נחמה בוגין,נחמה בוגין,669,3
104743111658191,Ron Ben Shushan,רון בן שושן,627,2
849824028408565,תנועת אם תרצו,תנועת אם תרצו,610,6
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,587,6
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,586,2
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,544,26
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,508,17
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,507,2
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,500,3
182916765074767,אדם טבע ודין,אדם טבע ודין,475,5
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,465,4
102660785992341,צדק צדק תרדוף,Omer Feldman,461,2
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,459,6
604890186681585,מור ויצמן,Mor Weitzman,423,1
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,412,22
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,410,12
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,404,4
172654247853282,Shenhav musanbar,Shenhav Musanbar,383,7
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,345,30
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,340,1
100301088671913,Tal Hershkovitz,Tal Hershkovitz,336,1
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,332,3
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,326,3
108787681841168,רישיון נשק בקליק,Michael Michel Levi,301,2
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,291,2
103183301914371,כוח של אמא,Nataly Milner,291,1
156725471013811,כרמל פלור דיזיין Carmel Floor Design,כרמל פלור דיזיין Carmel Floor Design,253,1
190032861033009,השומר החדש,השומר החדש,244,1
193264714026809,Emunah אמונה,ארגון אמונה,239,3
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",229,8
575042382839057,Nissim Vaturi - ניסים ואטורי,ניסּים ואטורי,222,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,221,2
