Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
108032181861181,Suno News HD,Suno News HD,20451,16
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,12910,4
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,11355,19
1057231097783621,Karachi Airport Lions Eye Bank,Anas Shakeel,5952,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5945,2
124541487213657,Jawab Do with Farrukh Shahbaz Warraich,PNN,5114,9
108727162154282,Azhar Iqbal,Azhar Iqbal,5087,2
204305176293161,Alamgir Khan,Alamgir Khan,3817,3
144494398930201,Jamaat-e-Islami Pakistan,Jamaat-e-Islami Pakistan,3217,3
97429917898,ProPakistani,ProPakistani,3169,3
171980796153771,Siraj ul Haq,Siraj ul Haq,2612,2
113870800131466,H.I Allama Raja Nasir Abbas Jafri,Muhammad Dilawar,2571,8
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,2292,7
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,2102,1
198802866938396,Opple Lighting,These ads ran without a disclaimer,1923,1
977981842265214,Pukaar,Pukaar,1879,3
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,1830,4
1706863532970589,Nasir Hashmi,Osama Rehman Butt,1622,4
122578684096711,Usman Ahmad Bhatti,Haider Munir,1518,2
234578749895304,Relief Foundation International,Relief Foundation International,1260,2
104587432254492,Asad Mehmood Khan,Asad Mehmood Khan,1240,1
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,1168,5
105396082410434,White News English,White News English,1153,3
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,1075,2
127593717315049,Jamaat-e-Islami Islamabad,Jamaat-e-Islami Islamabad,994,4
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,954,3
102809074733919,Ghulam Hussain PTI,These ads ran without a disclaimer,915,1
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,792,1
1814850698741724,Senator Mohsin Aziz,Senator Mohsin Aziz,760,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",714,1
106054388545697,Ch Khushi Muhammad Jutt,Ch Khushi Muhammad Jutt,696,1
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,609,1
111364884046809,Sargodha Palace,Sargodha Palace,576,1
389438921109161,Touseef Abbasi,Touseef Abbasi,557,5
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,528,1
330546873795572,Mehar Muhammad Saleem Ex MPA,Mehar Muhammad Saleem Ex MPA,446,1
2006374633000592,Waduha Welfare Organization,Waduha Welfare Organization,427,1
117485441278496,Atif Munir Dughal-PP54,These ads ran without a disclaimer,415,2
111842871658651,Mian Abdul Rauf Advocate,Mian Abdul Rauf Advocate,408,2
461895657190529,NHK WORLD-JAPAN,These ads ran without a disclaimer,384,1
312736868781586,Albader Darbar Qadria Fazlia,Albader Darbar Qadria Fazlia,379,1
1221551921269506,Mahar Sajjad Cheena,Mahar Sajjad Cheena,368,2
101160702224736,White News,White News,351,1
101201205983426,Mian Athar Mahmood,Syed Raza Haider Zaidi,339,1
120476540994681,Rashida Shaheen راشدہ شاہین,Waqas Ali Khan,318,1
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,300,1
272516046569090,Salman Arif,Salman Arif,285,1
111595864923192,Aasi Tahir Siddique,These ads ran without a disclaimer,283,1
109002920674367,Ali Raza,Ali Raza,268,1
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,244,2
109493084543028,Four Corners with Tarar,NEXT TV,239,1
118732717848891,worldtrevel,These ads ran without a disclaimer,160,2
116821938021483,News world,These ads ran without a disclaimer,154,1
102928454920642,Barrister Adil Rafi Cheema,Aiksol,152,1
100985089430508,Ch Mumtaz Akhtar kahloon,Ch Mumtaz Akhtar kahloon,120,1
189862017869223,Rai Allah Nawaz PP 101,Rai Allah Nawaz pp 101,117,1
103717002442138,Rohtas Books,Shanza Zahoor,112,1
102240819495292,Naik Muhammad,These ads ran without a disclaimer,107,1
106429308893380,One Nation,One Nation,106,1
101270382906203,Bhittai Sports Bathoro BSB,These ads ran without a disclaimer,≤100,1
100331265980022,Kings College Of Health Sciences Rajanpur,These ads ran without a disclaimer,≤100,1
100192166133172,Nasreen Palijo- PPP,Muhammad Ashir,≤100,1
172811916079618,NICH - National Institute Of Child Health,These ads ran without a disclaimer,≤100,1
117190381337524,S&K Herbals,Khuram Shahzad,≤100,2
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,≤100,1
100956355630277,𝐌𝐮𝐡𝐚𝐦𝐦𝐚𝐝 𝐒𝐚𝐣𝐣𝐚𝐝 𝐊𝐡𝐚𝐧,Muhammad Ayaz,≤100,1
1767096530199949,Zhejiang University,These ads ran without a disclaimer,≤100,1
2061308910749601,Shaheed Benazir Bhutto University Sanghar Campus,These ads ran without a disclaimer,≤100,1
111907687757136,Mehran Engineers Forum,These ads ran without a disclaimer,≤100,1
113578877760214,Shahid Khan,Shahid Khan,≤100,1
103774555737087,Glamour Institute of Science & Technology Ghotki official,These ads ran without a disclaimer,≤100,1
109827332009768,Wise Pakistan Tv,These ads ran without a disclaimer,≤100,1
101584952237158,Fer Barcelar,These ads ran without a disclaimer,≤100,1
