Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,55017,30
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,53064,64
151159271594797,Systembolaget,Systembolaget,45713,6
608975645850217,Vattenfall,Vattenfall Sverige,35201,24
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,33426,30
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,33078,19
172441106275050,KPA Pension,KPA,24966,1
161213770567846,Operation Smile Sverige,Operation Smile Sverige,22557,14
72659261793,Rädda Barnen,Rädda Barnen,19707,107
109886133732943,RESCUE - Sverige,RESCUE - Sverige,18970,3
59324455950,UNICEF Sverige,UNICEF Sverige,17201,35
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,16699,52
369582590803,Dagens ETC,ETC-tidningarna,15398,19
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),14362,48
126567104406,Hyresgästföreningen,Hyresgästföreningen,13519,112
382243262003,Plan International Sverige,Plan International Sverige,13238,19
19746853632,Djurens Rätt,Djurens Rätt,10490,8
162985227114132,Skellefteå Kraft,Skellefteå Kraft,10145,12
111630258867610,Röda Korset,Röda Korset,9280,12
42676805259,Diakonia,Diakonia,6729,49
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,6070,71
95735961890,Greenpeace Sverige,Greenpeace Sverige,6014,83
153270724787,Amnesty International Sverige,Amnesty International Sverige,5375,12
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,5182,11
212604496324,Fackförbundet ST,Fackförbundet ST,3840,63
186513678039755,Fortum,Fortum Sverige,3819,28
114262485262083,Konsumentverket,Konsumentverket,3355,1
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,3166,3
140417992681511,Clowner utan Gränser,Clowner utan Gränser,2630,16
314872662206,Ekonomifakta,Ekonomifakta,2505,18
178362315106,European Parliament,European Parliament,2448,16
173745622660246,Bring Sverige,Bring Sverige,2210,2
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1761,55
356032977210,Vi-skogen,Vi-skogen,1647,22
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1639,8
309657091388,Svenska Lottakåren,Svenska Lottakåren,1548,4
1451330355093804,Myndigheten för delaktighet,Myndigheten för delaktighet,1482,37
106579105171694,ETC nyhetsmagasin,ETC Media AB,1450,3
24574889995,Charlie Weimers MEP,Charlie Weimers,1408,1
112225970344,Räddningsmissionen,Räddningsmissionen,1401,24
56002955332,Jörgen Warborn,Moderaterna,1373,5
8040892957,Socialdemokraterna,Socialdemokraterna,1337,7
235650011981,SPF Seniorerna,SPF Seniorerna,1303,2
