Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,57331,13
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,25461,30
877839188967827,Büyük Türkiye,Adem Demirkol,21584,21
107621395263001,Bilge Yılmaz,Bilge Yılmaz,18873,5
462963834529864,Levent Uysal,Levent Uysal,18133,12
621229804571861,Fethi Yaşar,Fethi Yaşar,5660,4
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),3218,14
804210899660885,Ahmet Katar,Ahmet Katar,2540,11
1930475813747433,Anket Araştırma Merkezi,Rukiye Şeyma Aydın,2400,21
528071707564813,Uğurhan Tiryaki,Uğurhan Tiryaki,2294,2
101316846258251,İbrahim Şenel,Ibrahim Şenel,2200,5
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,2094,10
111743906915630,Ekrem Gökay Yüksel,Ekrem Gökay Yüksel,2031,4
119873261054063,Hayriye Aydın,Hayriye Aydın,1950,11
76599755300,Kemal Kılıçdaroğlu,Kemal Kılıçdaroğlu,1811,11
102841632670929,Türkiye Gönüllüleri,Türkiye Gönüllüleri,1784,59
109407151806354,İsmail İnlidere,Ismail Inlidere,1540,10
115775001476010,Bilal Saygılı,Muhammet Bilal Saygılı,1208,6
117491812983397,Yurttan Sesler,Yurttan Sesler,1039,6
2055232158049015,Dr.Şahin Talus,These ads ran without a disclaimer,1012,1
103728271055286,Selçuk Kılıçaslan,Selcuk Kilicaslan,999,1
141311632555208,Bağımsız Türkiye Partisi,Mehmet Erkul,997,1
105372312520215,Levent Yenilmez - Şanlıurfa Bağımsız Milletvekili Adayı,Levent Yenilmez,976,5
340208306016360,Kilithaber,Recep Özcan,970,3
110059011802356,smafevziye,These ads ran without a disclaimer,934,1
1002521723283648,Ayhan Kınden,Ayhan Kınden,826,3
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,775,5
200480966638039,Supremacy 1914,These ads ran without a disclaimer,751,2
1389428918022204,Kanal 5 Türkiye,Kanal 5 Televizyon Radyo ve Yayıncılık A.Ş.,652,2
115455134844517,Seçkin Odabaşı,MHP,647,7
100568266218274,Gençliğin Yüzleri,Gençliğin Yüzleri,633,2
146234755411446,Mirasımız Derneği,(MİRASIMIZ) Kudüs ve Civarındaki Osmanlı Mirasını Koruma ve Yaşatma Derneği,626,2
103258565072396,Turhan Kalaycı,Turhan Kalaycı,600,2
115849018111288,Already in your city,These ads ran without a disclaimer,591,1
100317762144884,Zekeriya Siverekli,Zekeriya Siverekli,581,2
164947183521601,DW Jojo sucht das Glück,These ads ran without a disclaimer,559,1
117508271301281,Av. Cemil Yavuz Aksu,Tasarım Medya Reklam,556,3
219895681531374,İbrahim Ethem Sedef,Kenan Filik,504,6
106881235709437,Kıvanç Çetinkaya - Deva Partisi,Kıvanç Çetinkaya,488,2
127443153589651,Hasan Demir,Hasan Demir,482,2
191453580768,Yeni Şafak,Piri Medya Anonim Sirketi,458,5
106534895734837,Mehmet Emin Önal,Mehmet Emin Önal,445,4
562524437154765,Yusuf Ziya Aldatmaz,Yusuf Ziya Aldatmaz,437,2
1998130653848755,Ramazan Kaşlı  MHP Aksaray Milletvekili,Ramazan Kaşlı  MHP Aksaray Milletvekili,428,4
1581936098727585,Bilal Uludağ,Bilal Uludağ,426,1
103285814499773,Hikmet Yalım Halıcı,Hikmet Yalım Halıcı,413,4
158077404753235,Çanakkale Zafer TV,Zafer Durmaz,401,10
117158094660203,Fahri Özkan,Fahri Özkan,397,5
575755372513811,Muhittin Böcek,Antalya Büyükşehir Belediyesi,396,5
813910878738510,CHP Gaziantep İl Başkanlığı,Servet Törer,388,8
326363220894548,Nail Çiler,Nail Çiler,385,6
1986133791650620,Lütfi Kaşıkçı,Gülşah Erbey Dağ,381,12
525541627547156,Süper Haber,Süper Haber,372,3
106187277979172,Dijital Gaste,Veysel Karahan,366,1
839363442860590,Dr. Mustafa Canbey,Mustafa Canbey,358,3
144096473392,Yeşil Gazete,Yeşil Gazete,340,5
270657470472039,Yalçın Ertaş,Murat Efe,332,2
150157215021128,Akahan,Akahan,326,2
122089247452746,Osman Seçgin,Osman Avci,321,6
1380594035550142,Aydınpost,AYDINPOST,309,3
113851270433840,Türkiye İşçi Partisi-Antalya,Türkiye İşçi Partisi,305,2
107233182319799,Hatice Yıldız,Ramazan Savaş,300,3
1437665699815071,Doğruluk Payı,Dogruluk Payı,296,2
674523449330207,Yavuz Aydın,Yavuz Aydin,263,2
283345415854103,Necip Topuz,Karataş Belediyesi,259,2
352176072180752,Ahmet Cin,Ahmet Cin,254,4
101579449561816,Harun ALGÜL,Harun Algül,251,12
108716982186956,Haberet,Recep Murat Solmaz,242,2
181563442497046,Ahmet Dönmez,Ahmet Dönmez,241,4
106433519384639,Haber7,Haber7,238,11
636254673172634,Serkan Kalmaz,Serkan Kalmaz,235,1
532775093532626,Yücel Bulut,Yucel Bulut,234,3
2312287989041656,MHP Rize İl Başkanlığı,Hasan Fehmi Demir,228,2
100625766126116,Cominify,Cominify,215,4
439673326110919,İlteriş Kağan Sıkıcıkoğlu,İlteriş Kağan Sıkıcıkoğlu,211,3
264018517607219,Mehmet Zeybek,Mehmet Zeybek,207,2
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,205,12
772187612859346,Erkan Haberal,Erkan Haberal,204,2
105377837597506,Gonya TV,Osman Avci,191,2
102191762736431,Murat Toycan Selçuk,Digivizyon Reklamcılık,191,1
106561381741274,Promosyon Kahve,GANİTTO GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,176,4
107504668924245,İYİ PARTİ Milas İlçe Başkanlığı,Gürsel İnce,171,6
114766951535202,Konur Alp Koçak,Konur Alp Koçak,168,1
1604958276192112,Alper Taban,Alper Taban,164,4
466041427161963,ERSİN BEYAZ,Ersin Beyaz,162,1
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,156,8
225592197622783,Lütfü Savaş,Lütfü Savaş,154,1
625595944453722,Ali Abbas Ertürk,Ali Abbas Erturk,151,1
833329183349879,Ahmet YELİS,Ahmet Yelis,150,2
114269278299196,Ahmet Ertürk İyi Parti,Ahmet Ertürk,149,1
979738848890749,Faruk Kılıç,Faruk Kilic,148,6
890935934274178,Serdar Sandal,Burak Özer,146,1
64625878491,Eyüpsultan Belediyesi,Eyüpsultan Belediyesi,146,1
302982416894185,Hasan Baltacı,Hasan Baltaci,145,1
125443057854939,Tolga Erener AK PARTİ Giresun Milletvekili Adayı,Tolga Erener AK PARTİ Giresun Milletvekili Adayı,144,3
346006742126033,Bornova Belediyesi,Bornova Belediyesi,143,3
119329642802238,Gökhan Baylan,Gokhan Baylan,142,1
100345912204104,Nuri Cengiz,Cumhuriyet Halk Partisi,133,4
108230374345347,Kemalist Tartışma Topluluğu,Mahmut Sert,132,4
104543862591659,Oğuz Kemal Yakar,Oguz Kemal Yakar,125,5
129348497218806,Afyonkarahisar Belediyesi,Afyonkarahisar Belediyesi,124,3
834954409860187,Gamze Akkuş İlgezdi,Gamze Akkuş İlgezdi,121,1
1706624339582436,Tüsiar Araştırma Danışmanlık Ltd.Şti,TÜSİAR ARAŞTIRMA DANIŞMANLIK LTD ŞTİ,121,7
113673790352749,180 تحقيقات,180 تحقيقات,119,3
102081045702842,Ozan Balık,Ozan Balik,119,2
503207923065874,45 HABER,Deniz Guner,119,1
102140562817277,Gündem Türkiyem,Gündem Türkiyem,116,3
908649702648456,Levent Caglanci,Tasarım Medya Reklam,114,1
549579538907553,Erhan ÖZHAN I Bünyan I Kayseri,Erhan Ozhan,113,3
116360214748683,Gökhan İDİZ,Gökhan İdiz,110,3
107850404005558,Kent 77,Umut Kucukbayraktar,108,2
465887546792664,Halkın Kurtuluş Partisi - HKP,TAYFUR BİN,108,4
815048841929079,M. Ergün Turan,M. Ergün Turan,107,3
1028368393892777,Mehmet Ali Özkan,Mehmet Ali ÖZKAN,106,2
467398480038872,Dursun ATAŞ İYİ PARTİ Kayseri Milletvekili,Dursun ATAŞ İYİ PARTİ Kayseri Milletvekili,103,1
108552928182311,Al Sancak Partisi,Nuri Çelebi,≤100,1
102031065611415,Ordu Kültür Sanat,These ads ran without a disclaimer,≤100,2
110734265223274,Av. Dr. Veli Böke,avdrveliboke,≤100,2
110407478679401,Muğla Milletvekili Adayı Tuğkan Çetin,Muğla Milletveli Adayı Tuğkan Çetin,≤100,1
1093516560666635,Asrın Adamları,Huseyin Rahat,≤100,1
306104152918585,Creamaxi Dijital,Creamaxi Dijital,≤100,2
922594934433874,Kulis Özel,Burak Rahat,≤100,1
1620080691588973,Serkan SARI,Serkan Sarı,≤100,1
273568980163535,MHP Mersin Milletvekili A. Serdar Soydan,Tasarım Medya Reklam,≤100,2
378454888947214,Roxtec Group,These ads ran without a disclaimer,≤100,1
1559749450959381,Cemalettin Akdoğan,Cemalettin Akdoğan,≤100,1
2100392293415636,Av. Ahmet ÖNAL,Ahmet Önal,≤100,1
122362084136699,evrimbalbaloglu,Evrim Balbaloglu,≤100,1
102389462566834,popilapp,Popil,≤100,1
370465530355174,Mustafa Demir,Mustafa Demir,≤100,1
459038757593904,OptimumBC,OPTİMUM MEDYA VE REKLAM TANITIM HİZMETLERİ A.Ş,≤100,1
413113452433564,Cengiz Gökçel,Cengiz Gökçel,≤100,3
511775742289775,Evren Tezcan,Evren Tezcan,≤100,1
422728948538319,Recep Bakırcı,Hasan Fehmi Demir,≤100,1
219031704851494,SAS (Satın Almayın Sahiplenin),Fırat Yıldız Ahmet,≤100,1
328141600716285,Vatan  Partisi Keçiören İlçe Başkanlığı,Emre Kaya,≤100,1
105409092083405,r.murat_baskir,These ads ran without a disclaimer,≤100,1
109956634614491,CHP Gönen İlçe Başkanlığı,CHP Gönen İlçe Başkanlığı,≤100,2
1093710237307888,TV 9,Numan Zeliha Ölmez,≤100,4
110337292008083,2023adaytanitim,These ads ran without a disclaimer,≤100,1
463298557101498,AK Parti Manisa Yunusemre İlçe Başkanlığı,Hasan Bünyamin Akdoğan,≤100,2
111401735197044,Mehmet Aydemir,Mehmet Aydemir,≤100,1
303913010230804,Gökçe Gökçen,Gökçe Gökçen,≤100,1
108390012832175,Fatih Akkentli,Fatih Akkentli,≤100,4
463215923715177,Mehmet Yiğiner,Bekir Koyuncu,≤100,4
588319621318434,Op.Dr. Mustafa Seven - Samgüdef,Mustafa Seven,≤100,1
101721279550025,Mahir Yılmaz,Mahir Yilmaz,≤100,1
924417247738396,İsmet Tokdemir,Ismet Tokdemir,≤100,1
1424712337856061,Nazilli Havadis,Nazilli Havadis,≤100,1
1493940890859471,Birileri Var,Birileri Var,≤100,5
121529270866615,Haber S,İlyas Ege,≤100,1
1635963623197424,On Medya,Orhan Efe,≤100,2
113944458195273,Rahmi Mete AY,Rahmi Mete Ay,≤100,1
103984509238399,Halk Haber,Halk Haber,≤100,1
155518138432438,Proji Dijital Pazarlama Ajansı,Proji Dijital Pazarlama Ajansı,≤100,1
108855465479915,Halk Haber Ajansı Yerel Gündem,Resul Mesut Büyüksarı,≤100,1
107276120819529,Halk Haber TV,SİRİUS REKLAM ORGANİZASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ,≤100,1
103400816031847,Halkhaberajansı,Sirius Reklam Organizasyon Sanayi ve Ticaret Ltd. Şti,≤100,1
101647438616294,Sertaç Alkaya,Sertaç Alkaya,≤100,1
174177784731,Altyazı Sinema Dergisi,These ads ran without a disclaimer,≤100,1
737340966376001,Metin Kala,Metin Kala,≤100,1
442942082484899,Ege Gündem Gazetesi,Ege Gündem Gazetesi,≤100,2
1952748275030916,Kürşad Mithat ÖZKAN,Kursad Mithat Ozkan,≤100,2
100804794823150,Ali Ünal,Ali Ünal,≤100,1
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,≤100,1
105370012290787,Melih Yıldız,Melih Yıldız,≤100,1
866178810191059,Mahmut Koçak,Mahmut Koçak,≤100,1
368870663488637,Mahmut Arıkan,Saadet Partisi,≤100,13
123269077361453,Mehmet Keleş,Berkan Hendek,≤100,1
103285814499773,Hikmet Yalım Halıcı,Kadir Dede,≤100,1
108851202110913,Aziz Kömürcü,Aziz Kömürcü,≤100,2
252568965442843,Talat Dinçer,Talat Dinçer,≤100,2
108952711738154,SMA Duru Kuş'a Nefes Ol,These ads ran without a disclaimer,≤100,2
100930021431743,Gazete Kolektif,Ercan Erdal,≤100,2
104267921764717,Deva Partisi Trabzon İl Başkanlığı,Kubilay Çiçek,≤100,3
117756791242075,Arif Ataman - Artvin Bağımsız Milletvekili Adayı,Arif Ataman,≤100,2
106134709001342,interhaber24istanbul,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
2176700602589333,Dr. Mustafa İduğ,Dr. Mustafa İduğ,≤100,2
212556146253726,Allah Yolunda,Allah Yolunda,≤100,2
1597613193844586,Cumhurbaşkanı Kılıçdaroğlu,Cumhurbaşkanı Kılıçdaroğlu,≤100,2
107393581995540,Milletin Sesi,Milletin Sesi,≤100,2
100390712964512,Deli Kadın,Deli Kadın,≤100,2
101762502501680,Komşu Kızı,Komşu Kızı,≤100,2
1320256987987839,Kadın Birliği,Kadın Birliği,≤100,2
103512145794595,İnsanlık İçin,İnsanlık İçin,≤100,2
108386155559989,Doç.Dr.Oğuz Kurdoğlu - CHP Artvin Milletvekili Adayı,Oğuz Kurdğlu,≤100,1
113529951240803,Başbuğ Atatürk,Başbuğ Atatürk,≤100,2
100299875110384,samsunsehirgazetesi.com,samsunşehirgazetesi.com,≤100,1
100306712364981,ناصيف للخدمات القانونية,These ads ran without a disclaimer,≤100,1
627524004251909,Ahmet Kaya,Ahmet Kaya - CHP Trabzon Milletvekili,≤100,2
108376020766134,Metin Bolat,Metin Bolat,≤100,1
506041856143607,Saadet İnegöl,Hasan Eroglu,≤100,1
612582702103642,Av. İsmail Atakan Ünver,Av. İsmail Atakan Ünver,≤100,2
375024823085856,Veysel Şahin,Veysel Şahin,≤100,1
115203036969497,Mehmet Yunus Seven,Mehmet Yunus Seven,≤100,1
557866130988813,Çiftçi TV,Çiftçi TV,≤100,5
100836385699794,SÖZ SİZDE Trakya,Güncel Haber Gazetesi,≤100,1
1572709256359993,İnternethaber TV,HADİ ÖZIŞIK,≤100,1
104108092646003,Bekir Kırar,These ads ran without a disclaimer,≤100,5
120526908105389,AK Gençlik Çorlu,Onur Şen,≤100,1
104790481715851,ازجمله,Azjomle,≤100,1
110776067430140,Deva Partisi Alanya,Deva Partisi Alanya,≤100,1
1023153151082637,Antalyanin Gundemi,These ads ran without a disclaimer,≤100,1
101545172625415,1001merakyayinevi,These ads ran without a disclaimer,≤100,1
128234402766154,Çorum Haber Merkezi,Çorum Haber Merkezi,≤100,1
504901456292964,Tahsin Ocaklı,Tahsin Ocaklı,≤100,1
105321611897622,melikehomedizayn,These ads ran without a disclaimer,≤100,1
106271542257137,Refah Gelecek,Refah Gelecek,≤100,1
619126554886307,Ali Hikmet Akıllı,Ali Hikmet Akilli,≤100,1
1622164058014589,Mestan Özcan,Mestan Özcan,≤100,1
101452232253259,Kubilay Çiçek,Kubilay Çiçek,≤100,3
114045601652832,Aydın Akpınar,Buğra Aktürk,≤100,1
984877918214362,Samsun Haber,Samsun Haber,≤100,1
1837681716475411,Vatan Delisi,Vatan Delisi,≤100,2
104373561467884,Serhat Servet Dövenci,Serhat Servet Dövenci33,≤100,2
2256740437921271,Uzundere Belediye Başkanı Hilmi Aktoprak,Hilmi Aktoprak,≤100,1
220319391464566,Vahap Akay,Utku Yilmaz,≤100,1
127896160644676,KORAY AYDIN,KORAY AYDIN,≤100,1
109806051365547,yildirimbelediyesi,These ads ran without a disclaimer,≤100,1
1688458138057250,Büyükşehir Haber,Büyükşehir Haber,≤100,1
926221484135775,İlker Akıncı,İlker Akıncı,≤100,1
211356219066362,Dr. Yusuf ACAR,Yusuf Acar,≤100,1
