Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
107424440982021,Eekad - إيكاد,These ads ran without a disclaimer,≤100,1
107992048668739,قهواجي الداخلية,These ads ran without a disclaimer,≤100,5
116232578055472,SBH Education,These ads ran without a disclaimer,≤100,1
110006022098576,Global PHDC,These ads ran without a disclaimer,≤100,1
109831251935707,خليل المقداد,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
111113447867154,The Daily Dose,These ads ran without a disclaimer,≤100,1
880192282095073,مرصد السياسات الاجتماعية والاقتصادية-Social and Economic Policies Monitor,These ads ran without a disclaimer,≤100,1
395104380621928,سليمان بلاد العجائب,These ads ran without a disclaimer,≤100,1
113152291806325,Dgjh-1234,These ads ran without a disclaimer,≤100,1
