Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,373
Bangkok,9301
Bueng Kan,106
Buriram,342
Chachoengsao,250
Chai Nat,107
Chaiyaphum,266
Chanthaburi,170
Chiang Mai,1884
Chiang Rai,490
Chon Buri,958
Chumphon,191
Kalasin,245
Kamphaeng Phet,427
Kanchanaburi,270
Khon Kaen,683
Krabi,155
Lampang,285
Lamphun,195
Loei,165
Lop Buri,200
Mae Hong Son,115
Maha Sarakham,269
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,304
Nakhon Phanom,193
Nakhon Ratchasima,1011
Nakhon Sawan,766
Nakhon Si Thammarat,435
Nan,131
Narathiwat,221
Nong Bua Lam Phu,135
Nong Khai,192
Nonthaburi,694
Pathum Thani,777
Pattani,280
Phangnga,118
Phatthalung,183
Phayao,179
Phetchabun,236
Phetchaburi,142
Phichit,123
Phitsanulok,487
Phrae,155
Phuket,406
Prachin Buri,305
Prachuap Khiri Khan,189
Ranong,≤100
Ratchaburi,225
Rayong,422
Roi Et,268
Sa Kaeo,138
Sakon Nakhon,341
Samut Prakan,337
Samut Sakhon,280
Samut Songkhram,≤100
Saraburi,236
Satun,122
Sing Buri,≤100
Sisaket,374
Songkhla,4216
Sukhothai,205
Suphan Buri,231
Surat Thani,421
Surin,288
Tak,233
Trang,162
Trat,≤100
Ubon Ratchathani,593
Udon Thani,483
Unknown,≤100
Uthai Thani,≤100
Uttaradit,150
Yala Province,250
Yasothon,139
