Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
349450293419,Schweizerische Energie-Stiftung SES,Schweizerische Energie-Stiftung SES,488,16
103915262545181,KMU geprüft,KMU geprüft,304,8
1562216347422974,Esther Friedli,Esther Friedli,302,14
97220294896,SP Schweiz,SP Schweiz,296,8
105982889575233,Le Centre Genève,Le Centre Genève,274,5
1579272705641700,Gabriela Suter,Gabriela Suter,265,8
255506388731408,Biodiversitätsinitiative / Initiative biodiversité,Biodiversitätsinitiative / Initiative biodiversité,245,6
147717218614170,PLR Genève,PLR.Les Libéraux-Radicaux Genève,226,1
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,192,7
291359247729208,PS Suisse,PS Suisse,176,3
599025353636034,B Lab Switzerland,B LAB (SWITZERLAND),170,5
100381452863244,Libertés et Justice sociale,Libertés et Justice sociale,164,24
1054282644596776,GE-démocratie,GE-démocratie,159,2
888626258006362,"Barbara Gysi, Nationalrätin SP",Barbara Gysi,156,7
114275974912005,GE équilibre fiscal,GE équilibre fiscal,152,6
48980326364,Public Eye,Public Eye,129,14
288659088239530,MCG Officiel,Mouvement Citoyens Genevois,110,8
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,106,5
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,≤100,7
1524859774444235,Koalition für Konzernverantwortung,Koalition für Konzernverantwortung,≤100,2
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,≤100,12
105527252338650,perspektiveschweiz.ch,IG Wirtschaftsverbände,≤100,5
131066326987,SP Kanton Zürich,SP Kanton Zürich,≤100,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
97721121385,Public Eye,Public Eye,≤100,12
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,≤100,8
921336971288655,Nagra,Nagra,≤100,4
103033805478591,Carole-Anne Kast,Carole-Anne Kast,≤100,3
115134174862244,perspectivesuisse.ch,IG Wirtschaftsverbände,≤100,5
1027844850652657,Boomerang Ideas,Boomerang Ideas AG,≤100,6
809010089207949,Aperta e sovrana,aperta e sovrana,≤100,2
510352742440847,Coalition pour des multinationales responsables,Coalition pour des multinationales responsables,≤100,2
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,≤100,3
1483343695307824,Campax,Campax,≤100,8
169510248558,Die Mitte - Le Centre,Die Mitte,≤100,4
102014399307738,Direkt,direkt,≤100,5
151183321586281,Jeunes Vert·e·x·s Genève,Jeunes Vert·e·x·s Genève,≤100,10
115010674866173,prospettivasvizzera.ch,IG Wirtschaftsverbände,≤100,5
8142847754,Jungfreisinnige Schweiz,Jungfreisinnige Schweiz,≤100,15
155659847849677,Kantonsrat Martin Huber,Kantonsrat Martin Huber,≤100,1
101664679500421,Uni·es par nos convictions · Engagé·es pour Genève,Uni·es par nos convictions · Engagé·es pour Genève,≤100,1
1991942507517845,Römisch-Katholische Kirche im Aargau,Römisch-Katholische Landeskirche des Kantons Aargau,≤100,6
100341315500438,Kirchensteuern sei Dank - St.Gallen,Katholischer Kofessionsteil des Kantons St.Gallen,≤100,4
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,≤100,1
218538701651843,Union suisse des arts et métiers usam,Schweizerischer Gewerbeverband sgv,≤100,4
111081131629685,Blackout stoppen,Volksinitiative «Jederzeit Strom für alle (Blackout stoppen)»,≤100,3
104460881166122,Pro Natura Valais / Wallis,Pro Natura Valais / Wallis,≤100,1
112233721686095,Ylfete Fanaj in den Regierungsrat,Ylfete Fanaj in den Regierungsrat,≤100,1
238982909481105,Les Vert·e·s Genevois·es,Les Vert-e-s genevois-es,≤100,2
103237956032492,Willy Portmann,Willy Portmann,≤100,2
467929373784855,COA - Coalition animaliste,Coalition animaliste (COA),≤100,1
814161388652681,Samira Marti,Nationalrätin Samira Marti,≤100,4
124881880957569,SP Stadt St.Gallen,SP Stadt St.Gallen,≤100,1
1419223321733027,Parti Socialiste Vaudois,PS vaudois,≤100,1
168761183826173,Gewerkschaftsbund Schaffhausen GBS,Gewerkschaftsbund Schaffhausen GBS,≤100,1
142664095796912,GRÜNE Kanton Bern,GRÜNE Kanton Bern,≤100,1
103269145789541,Stop au blackout,Initiative populaire « De l’électricité pour tous en tout temps (Stop au blackout) »,≤100,2
105457179189438,Karin Jung-Riedweg,Karin Jung-Riedweg,≤100,3
191859734164694,Pro Infirmis,Pro Infirmis,≤100,1
115353781494583,DemoLibertarians.com,These ads ran without a disclaimer,≤100,1
106563052005929,SVP Kreuzlingen,SVP Kreuzlingen,≤100,1
120307884715130,Les Vert•e•s Valais - Grüne Wallis,Les Vert•e•s Valais - Grüne Wallis,≤100,1
100109808734387,Schweizer Wirtschaft für das Klimagesetz,Schweizer Wirtschaft für das Klimagesetzt,≤100,1
1886381148253031,Économie suisse pour la loi climat,Économie Suisse pour la loi climat,≤100,1
107552952619935,WWF Schweiz,WWF Schweiz,≤100,3
121446461263308,SP Kanton Schwyz,SP Kanton Schwyz,≤100,1
102718129475079,Ambil Sandy,Sandy Iwan Ambil,≤100,3
533196430187039,KMU- und Gewerbeverband Kanton Zürich,KMU- und Gewerbeverband Kanton Zürich,≤100,1
100119208056282,Christian Dandrès,Christian Joseph Dandrès,≤100,1
