Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,362
Bangkok,11532
Bueng Kan,≤100
Buriram,204
Chachoengsao,130
Chai Nat,537
Chaiyaphum,127
Chanthaburi,110
Chiang Mai,539
Chiang Rai,241
Chon Buri,408
Chumphon,279
Kalasin,119
Kamphaeng Phet,117
Kanchanaburi,153
Khon Kaen,235
Krabi,258
Lampang,131
Lamphun,157
Loei,≤100
Lop Buri,107
Mae Hong Son,210
Maha Sarakham,127
Mukdahan,≤100
Nakhon Nayok,276
Nakhon Pathom,365
Nakhon Phanom,607
Nakhon Ratchasima,393
Nakhon Sawan,412
Nakhon Si Thammarat,2055
Nan,≤100
Narathiwat,118
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,403
Pathum Thani,620
Pattani,400
Phangnga,165
Phatthalung,499
Phayao,406
Phetchabun,129
Phetchaburi,644
Phichit,168
Phitsanulok,2062
Phrae,≤100
Phuket,1728
Prachin Buri,147
Prachuap Khiri Khan,269
Ranong,≤100
Ratchaburi,211
Rayong,159
Roi Et,188
Sa Kaeo,≤100
Sakon Nakhon,189
Samut Prakan,487
Samut Sakhon,217
Samut Songkhram,355
Saraburi,192
Satun,301
Sing Buri,≤100
Sisaket,191
Songkhla,3551
Sukhothai,≤100
Suphan Buri,241
Surat Thani,6158
Surin,177
Tak,≤100
Trang,190
Trat,≤100
Ubon Ratchathani,301
Udon Thani,180
Unknown,≤100
Uthai Thani,165
Uttaradit,≤100
Yala Province,120
Yasothon,330
