Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
198852633461667,Lray  Villafuerte,Ericka Jones Magat,21982,17
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,21179,10
1922749344643532,The World Tonight,The World Tonight,7759,36
265779500134955,SM Supermalls,SM Supermalls,6537,7
109221950807340,Serbisyong Ka Fuerte,Ericka Jones Magat,6231,1
229162103880856,Wanna Fact PH,WFPH,6006,33
547821942058909,Pilipinas Today Radyo,WFPH,5717,27
1303847879710886,Philippine Star Blog,NM,5569,14
2382257968459872,Pakshet,NM,4356,10
223618785182273,Pilipinas,WFPH,3951,17
495629064258114,Lolita Karen Javier,Amor U. Nacional,3901,5
269175894020945,Radyo Pilipinas Today,WFPH,3869,16
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,3399,5
389832831155174,Joke Joke Joke,Joke Joke Joke,3354,7
103215701288140,Random News Media,NM,3081,7
438848109829671,Juan Dela Cruz,Juan Dela Cruz,3055,7
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,2831,35
101382091400564,Atty. Tony Roman,Sulong Pilipinas,2822,5
100170811672425,Kyusi,WFPH,2424,23
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2385,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,2178,13
738777416145406,The Agam Agenda,The Agam Agenda,2127,5
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",2063,1
110985836193,Loren Legarda,Clutch Media,1999,1
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,1731,1
106352075165169,e-Boto,e-Boto,1688,10
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1645,2
153170324872580,Jolo Revilla,Pagbabago sa Unang Distrito Movement,1613,4
113607078003192,Teka Lang,Gibby Gorres,1420,2
186667502068528,Larry De Costa,WFPH,1355,13
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,1338,4
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",1315,5
325780477966356,Geo 24/7,Energy Development Corporation,1276,8
112952897079549,Energy Development Corporation,Energy Development Corporation,1268,8
156752721080952,Sonny Angara,Sonny Angara,1207,3
505887912898325,Positive Energy,Energy Development Corporation,1204,2
245779419247809,Metro Manila Blog,WFPH,1169,4
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,1148,2
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1111,2
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,1098,6
1462101314018879,Congressman Arnie A.Teves,Teves Cares,1058,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,835,2
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,808,6
107701168822758,Aksyon TV,Aksyon Demokratiko,797,2
1545669842400799,Konsehal PJ Estavillo,Prince Joen Estavillo,797,11
