Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
65929129383,Røde Kors,Røde Kors,11654,81
59143726810,Psykiatrifonden,Psykiatrifonden,10317,9
101875098313543,Andel,Andel,7644,12
26458152911,SOS Børnebyerne,SOS Børnebyerne,4923,20
116269191760882,DSB,DSB,3696,6
17428770950,RÆSON,RÆSON,3518,2
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3484,22
167891603415958,Lederne,These ads ran without a disclaimer,3444,14
72672361910,Børns Vilkår,Børns Vilkår,3270,15
12787473132,Berlingske,Berlingske,3046,26
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3011,8
399210657232918,PlanBørnefonden,PlanBørnefonden,2961,25
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2553,18
55365680705,Greenpeace Danmark,Greenpeace Danmark,2302,38
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1314,14
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1257,52
304554445813,Videncentret Bolius,Videncentret Bolius,1075,12
133707013355759,Danner,Danner,1048,1
250994288337708,Sex og Samfund,Sex og Samfund,957,16
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,946,8
377809518910165,Netcompany,Netcompany,937,10
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,899,25
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,894,8
22030968736,Anima,Anima,880,1
102154048301476,Lederstof.dk,Lederne,878,25
1480768582181666,Passagerpulsen hos Forbrugerrådet Tænk,Passagerpulsen hos Forbrugerrådet Tænk,761,22
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,737,6
304554445813,Videncentret Bolius,Bolius,707,3
178362315106,European Parliament,European Parliament,660,8
867877683280051,Weekendavisen,Weekendavisen,632,11
104560517780052,Klimafolkemødet,Klimafolkemødet,622,2
41459763029,Socialdemokratiet,Socialdemokratiet,620,12
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,618,20
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,596,10
246977185497434,Plastic Change,Plastic Change,576,23
63691965101,UNICEF Danmark,UNICEF Danmark,556,2
748887235210811,Obton Forvaltning A/S,Obton A/S,518,7
26573783230,Dyrenes Alliance,Dyrenes Alliance,516,1
181330585392156,Skattestyrelsen,Skattestyrelsen,482,2
287306323369,Børnecancerfonden,Børnecancerfonden,467,2
494902077334290,Tuborgfondet,Tuborgfondet,413,4
529124290474705,Nikolaj Villumsen,Enhedslisten,412,1
852608988134698,Tikko,Tikko,391,5
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,378,11
105511328705392,HØRT,Børns Vilkår,319,6
1685020095059164,MOLSLINJEN,These ads ran without a disclaimer,312,2
67571270393,Red Barnet,Red Barnet,286,5
246097715413231,Alkohol & Samfund,Alkohol & Samfund,264,8
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,256,11
533315386692100,DRC - Danmarks Restauranter & Caféer,DRC - Danmarks Restauranter & Caféer,256,8
369336273158091,Land of Hope,Land of Hope,255,10
154415494575789,IDA,IDA,235,2
153185491411799,CBS HD,These ads ran without a disclaimer,207,1
106952222676974,Liberal Alliance,Liberal Alliance,205,20
264009771074617,Niels Fuglsang,Niels Fuglsang,196,6
144098125661833,Nordea Invest,Nordea Invest,185,10
314676938743,DM din akademiske fagforening,DM,167,2
144965885963,Oxfam Danmark,Oxfam Danmark,161,2
109450894144575,Kontrast,Kontrast.dk Aps,156,1
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,153,2
110560691837684,SolCompagniet,SolCompagniet,152,5
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,140,1
374789395973804,Li-Ning distributor in Scandinavia,These ads ran without a disclaimer,134,1
217135424459,Karen Blixen Museum,Karen Blixen Museum,122,8
36664432940,Amnesty International Danmark,Amnesty International Danmark,121,6
102514162425194,Frederik Vad,Frederik Vad,114,1
437410226312057,Københavns Kommune,Københavns Kommune,111,2
425516604194707,Holbæk Kommune,Holbæk Kommune,≤100,1
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,≤100,1
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
113682151995658,Venstre i Varde kommune,Venstre i Varde kommune,≤100,2
257730662802548,Mission10forty,Mission10forty.org,≤100,6
194089010674568,Finansforbundet (DK),Finansforbundet (DK),≤100,7
1983270508574231,Almenr ∙ Bofællesskaber,These ads ran without a disclaimer,≤100,1
808135809280401,historiskerejser.dk,Historiske Rejser ApS,≤100,2
242916705901540,Bedre Psykiatri Ballerup/Gladsaxe Herlev/Furesø,Bedre Psykiatri Ballerup/Gladsaxe/Herlev/Furesø,≤100,1
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,≤100,1
575760076231543,Frihedsmuseet,These ads ran without a disclaimer,≤100,2
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100,1
533374726861312,Kim Edberg Andersen,Nye Borgerlige,≤100,3
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100,1
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100,2
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,≤100,1
336333896418452,Assens Kommune,Assens Kommune,≤100,2
