Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,210015,14
1428873024044736,المدن - almodon,المدن - almodon‎,152424,12
1438703606372190,Elham Said Freiha,Elham Freiha,115152,2
102023711572671,أساس ميديا -  Asas Media,asasmedia,87879,23
101241044906111,هنا لبنان,هنا لبنان,86364,15
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,81818,13
137195823051820,Maharat Foundation,Maharat Foundation,45455,6
106197498149118,لبنان الكبير,Grand Lebanon,25758,6
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,24242,14
101985661610385,Annahar Al Arabi,Ghiwa Cherfane,16955,1
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,16273,1
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,15485,1
110470091436602,Ici Beyrouth,Ici beyrouth,15273,4
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,15152,1
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,12379,6
1672908553038370,Arab Window - نافذة العرب,Arab,12121,2
107698404702208,Alkalima,Alkalima Onlime,10606,1
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,7576,1
109112633772887,180post,180Post,4545,2
128417954019381,Al-Moltaka,Melhem Boustany,4545,1
103064288692603,Le Courrier Du Cedre,Marwan Rashid,4545,1
2082052578716332,محمد شفيق حمود,Arab Window,4545,1
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,4545,1
855254981507596,Al Jazeera O2 - الجزيرة O2,These ads ran without a disclaimer,1813,1
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,1515,1
106821968055687,Leila Dagher,Leila Dagher,1515,1
1002212629872227,Fawaz Chawk,These ads ran without a disclaimer,1018,1
2509759842418472,LebTalks,Lebtalks,318,1
103235859312409,Probably immigration,These ads ran without a disclaimer,212,1
103668129270014,Gentle skateboarder,These ads ran without a disclaimer,≤100,1
114223108198950,Kata molecule scientific,These ads ran without a disclaimer,≤100,1
143661702404558,Хочу учиться в США,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
107302922233781,Komuro homeland,These ads ran without a disclaimer,≤100,1
111056268521175,Mrtudxzzppgkcvxxz,These ads ran without a disclaimer,≤100,1
102498564631055,Asharq News الشرق للأخبار,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,≤100,5
108200448809169,Passage wombat,These ads ran without a disclaimer,≤100,1
101450572816278,Rzfygmsxawqpxw,These ads ran without a disclaimer,≤100,1
102353784761148,CERC in Migration and Integration,These ads ran without a disclaimer,≤100,1
124377194285112,Jfranews - جفرا نيوز,These ads ran without a disclaimer,≤100,3
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
53298096310,Prague City University,These ads ran without a disclaimer,≤100,2
107419398838282,Global Digital Inclusion Partnership,These ads ran without a disclaimer,≤100,3
101453006161732,Azz rhinoceros,These ads ran without a disclaimer,≤100,1
114026591554469,Dreamof resource,These ads ran without a disclaimer,≤100,1
270082823183144,Canton Fair,These ads ran without a disclaimer,≤100,1
