Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",6571,12
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,3794,15
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,3687,1
190739554295848,אפי נוה,אפי נוה,3389,8
107217383988190,מגזין אפוק,Epoch Magazine,2376,41
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,2034,28
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,2002,8
100230935579742,מתחת לרדאר,מתחת לרדאר,1576,3
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,1378,3
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,1181,2
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,1149,10
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,1139,43
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,1008,4
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",Tomer Bechar,968,19
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,931,4
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,803,6
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,791,2
141721971504,Histadrut - ההסתדרות החדשה,Ricki Bar,775,10
604890186681585,מור ויצמן,Mor Weitzman,674,2
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,672,5
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,648,9
377161539406940,רפי סער,רפי סער,641,2
399925850154841,מרכז ישיבות ואולפנות בני עקיבא,מרכז ישיבות ואולפנות בני עקיבא,623,7
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,622,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",611,15
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,581,7
117177111377152,Шломи Лахьяни,שלומי לחיאני,568,2
204780362875106,מקור ראשון,מקור ראשון,554,85
109523830757998,דמוקרטtv,דרכנו,538,3
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,517,21
104507095974550,שלמה ששון מנסורה לראשות מועצת מעלה יוסף,שלמה ששון מנסורה,502,2
168898066479983,עיריית עכו,עיריית עכו,486,5
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,484,5
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,463,4
361464970647064,זהר בלום - Zohar Blum,זהר בלום,463,2
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,426,21
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",417,27
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,415,3
103851895179872,אמהות לביאות,Nataly Milner,404,2
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,384,3
114693813994160,Ruby Capital,Ruby Capital,380,2
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,333,19
2241550506131359,שמואל בוקסר,שמואל בוקסר,321,2
194028917292599,פסקדין - אתר המשפט הישראלי,Shay Azulay,315,1
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,310,21
163213311020271,רונן סלטון לראשות המועצה,Ilan Yehezkel,309,4
136456246407342,לשכת סוכני ביטוח,לשכת סוכני ביטוח,305,1
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,302,4
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,302,6
137449656335533,Amnesty International Israel,Amnesty International Israel,295,12
