Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
271965666532069,Fight Inequality Alliance,Yvonne Carol Wanjiku Ndirangu,5071,1
223287104715778,Oxfam,Oxfam,2269,4
590244531002882,Hon. Adan Keynan Wehliye,Yusuf Hashi Duale,2042,1
227862171115022,Better4Kenya,W.R.T.H.C LLC (hive),1053,2
509697052435715,Ampath Kenya,These ads ran without a disclaimer,913,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,340,4
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,262,3
101414459084910,Stephen Munania,Stephen Munania,208,2
102368291998708,Mirali Engenharia e Soluções,These ads ran without a disclaimer,≤100,1
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,2
1794191833968562,"Hon Kabinga Wachira Wathayu, OGW - Mwea MP",Patrick Macharia Kaboi,≤100,1
1182128755219778,Japan Forward,These ads ran without a disclaimer,≤100,2
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
109395225332926,Ofw Boss Mom,These ads ran without a disclaimer,≤100,1
607930365971961,SDLG,These ads ran without a disclaimer,≤100,1
204740833658478,Exness careers,These ads ran without a disclaimer,≤100,2
1626877920864508,Vodafone Foundation,These ads ran without a disclaimer,≤100,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
114117578656259,African Business,These ads ran without a disclaimer,≤100,1
100636899712,Uusi Suomi,These ads ran without a disclaimer,≤100,1
107303168879177,therealafricandiary,These ads ran without a disclaimer,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
500895353689021,Africa's Business Heroes,These ads ran without a disclaimer,≤100,1
1343465475796270,Find My Method,These ads ran without a disclaimer,≤100,1
