Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
107758219306090,OLX Polska,OLX Polska,4754,12
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,3382,9
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2796,27
654912251187357,Grupa PGE,Grupa PGE,1936,1
57544755889,Amnesty International Polska,Amnesty International Polska,1614,43
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1515,23
339855706171439,Dobra Fabryka,Dobra Fabryka,1134,21
228168274881,wysokieobcasy,wysokieobcasy,922,12
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,830,116
95661128574,Radio ESKA,Radio ESKA,799,2
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,705,16
1227194230675141,Pratia,Pratia SA,682,13
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,654,9
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),643,16
178362315106,European Parliament,European Parliament,596,5
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,568,7
513969188677442,Compassion Polska,Compassion Polska,565,13
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,477,7
273827962690526,Otwarte Klatki,Otwarte Klatki,474,6
178415208919146,Solidarna Polska,Solidarna Polska,472,5
1683534065241470,OKO.press,OKO.press,425,13
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,410,9
406758116099067,Fundacja Kasisi,Fundacja Kasisi,353,2
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,345,19
54779960819,United Nations,United Nations with Facebook Ad Credits,342,9
113143203693,Santander Bank Polska,Santander Bank Polska,334,5
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,329,3
475584852475176,Pozytron,Bartłomiej Jan Ginter,327,13
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",311,15
159372977456756,Fundusze Europejskie dla Lubelskiego,Euvic Media,307,13
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,298,3
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,273,7
50063176484,TVN24,TVN,269,16
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,267,5
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,255,9
839034659487216,Nowa Nadzieja Bydgoszcz,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,248,1
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,245,2
108567461681538,"Polska Katolicka, nie Laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,244,1
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,231,20
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,228,6
109218848183780,Marek Woźniak,UMWW,228,12
1480642642217482,Marcin Dmowski,Marcin Antoni Dmowski,223,1
143951191449,Profinfo.pl,Wolters Kluwer PL,223,4
100302862419697,"Wielkopolska, tej",UMWW,222,11
100849001288749,Zbigniew Ziejewski,Zbigniew Ziejewski,221,1
173086948664,Infor.pl,Infor.pl,208,15
230415296997772,bydgoszcz.pl,bydgoszcz.pl,194,2
1740278852851787,Femibion,These ads ran without a disclaimer,187,1
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,186,17
312204349288060,Mariusz Gosek,Mariusz Gosek,185,11
133482470024453,Newsweek Polska,Newsweek Polska,183,4
142218132483199,Kasa Stefczyka,Kasa Stefczyka,177,4
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,157,3
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,153,4
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,145,6
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,145,8
104921858016507,Dzień Dobry Podatki,Michał Wilk,137,8
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,131,2
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,130,26
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,125,7
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,120,5
256314858405394,Paweł Olszewski,Paweł Olszewski,118,1
834495839904474,Michał Cieślak,Leszek Mikołaj Zajęcki,115,2
