Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
109322002065194,EKIS,EKIS,10418,28
547821942058909,Pilipinas Today,WFPH,10311,57
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,9821,4
75665129515,Go Negosyo,Go Negosyo,6062,3
122799741066892,National Youth Commission,National Youth Commission,5000,1
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,4999,2
325780477966356,Geo 24/7,Energy Development Corporation,4870,45
103751355997012,Optum Philippines,Optum Philippines,4043,3
1922749344643532,The World Tonight,The World Tonight,3365,25
269175894020945,Pilipinas Today,WFPH,2956,12
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,2897,13
1566478310240623,Francis Tolentino,Francis Tolentino PH,2368,16
495629064258114,Lolita Karen Javier,Lolita Karen Javier,2299,4
335569904541261,Samahan ng mga Traydor at Lokohan,Samahan ng mga Traydor at Lokohan,2197,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2197,1
1329675533726600,Pilipinas Today QC,WFPH,2168,10
185633641527060,Toby Tiangco,Toby Tiangco,2106,2
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,1972,1
940367816041409,Ben Pablo,Ben Pablo,1757,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,1748,9
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1684,3
476553329103668,Alex Advincula,Alex Advincula,1441,1
556893261136432,Atty. Lordan Suan,Atty. Lordan Suan,1266,1
101072484858168,Bohol Vloggers,These ads ran without a disclaimer,1262,1
121843141182573,Ayala Corporation,Ayala Corporation,1225,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1192,2
118263363420286,Pilipinas Today Ilocos,WFPH,1069,8
176725369945441,Pilipinas Today,The World Tonight,1056,8
1436149970022142,Papelemento,These ads ran without a disclaimer,1001,1
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",997,4
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,983,1
100770729339080,Cong. Wilbert T. Lee,Cong. Wilbert T. Lee,944,2
555503991321280,Geraldine Roman,Sulong Pilipinas,896,1
100562967966954,Filipinas Radyo AM,WFPH,882,8
352659278684227,MP Marjanie S. Mimbantas Macasalong,MP Marjanie S. Mimbantas Macasalong,834,11
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,796,4
2271543113085523,Pilipinas Today AM,WFPH,752,3
162414077101948,JV Ejercito,"JV Para sa Bayan Movement, Inc.",728,1
185633641527060,Toby Tiangco,These ads ran without a disclaimer,665,2
705660422953865,About Metro Pacific,WFPH,663,9
333701057319933,MAYOR RAJIV ENAD,Friends of Mayor Rajiv Enad,663,3
104988244674974,Mobility Awards,The Climate Reality Project Philippines,620,4
1332938170076882,Tatak QC,Polsure,616,2
110529111699411,PhilNews24,Polsure IT Services,615,1
537843086665379,City Inquirer,City Inquirer,604,6
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,603,2
102550901310332,Pilipinas Visayas,WFPH,552,6
106478615106090,Efren Geronnimo Peñafloriida,These ads ran without a disclaimer,552,2
102684712090159,Mayor Glenn Pampolina Flores,EMPORIA ANALYTICS,546,9
302182906469111,Congressman Greg Gasataya,Congressman Greg Gasataya,546,1
105929115643626,Caroline Tanchay,Caroline Tanchay,530,14
263574640376933,Philippine Legislators' Committee on Population and Development,PLCPD,514,2
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr","Teodorico ""Nonong"" T Haresco, Jr",513,4
413202756158333,ᵃˡᵒⁿᵉ,These ads ran without a disclaimer,500,1
228700014146287,Filipinas Bisaya,Filipinas Bisaya,495,5
328476033688,Metro Channel,These ads ran without a disclaimer,495,1
366797844060990,Now You Know,Now You Know,493,6
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,456,1
1759941490758280,Jerry Treñas,Jerry Treñas,452,8
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,449,3
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,442,2
608006729355847,Luisa Lloren Cuaresma,Luisa Lloren Cuaresma,419,1
374004705980904,Philippine Business for Education,Philippine Business for Education,417,3
166107624078770,Camanava News,Camanava News,411,3
223618785182273,Pilipinas,WFPH,391,2
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,385,1
207494196545897,"San Anselmo Publications, Inc.","San Anselmo Publications, Inc.",377,2
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,366,9
109867628173478,Ronin Leviste,Ronin Leviste,363,6
257830240980106,Ronnie Dadivas,Roxas City United,355,3
100613639077658,Councilor Jomil Serna,Friends and Supporters of Jomil Serna,337,1
102820774791720,Congressman Marvin Rillo,Congressman Marvin Rillo,322,1
186667502068528,Larry De Costa,WFPH,321,6
1779870368752390,May JOY sa QC,Polsure,307,1
483430665076578,Edukasyon.ph,Edukasyon.ph,304,6
112512037866969,BM Ric Ric Dy Olegario,BM Ric Ric Dy Olegario,304,1
102532175283826,OK si Odie Tarriela,Ok Si Odie Tarriela,300,2
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,300,2
226677414910322,Congresswoman Baby Aline Vargas Alfonso,Congresswoman Baby Aline Vargas Alfonso,299,2
103485942191411,Juan Bulletin,Polsure,298,1
701517253228758,DOSTv,DOSTv,297,4
2272110229474022,Bagong Bicol,Bagong Bicol,292,1
330818486937353,John Dalipe - Page,John Dalipe - Page,283,2
