Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
1400771023469241,Anne Waiguru,Anne Waiguru,1427,2
1506723769658512,Susan Kihika,Susan Kihika,801,3
105920381249279,Vaulting Daily Auto,These ads ran without a disclaimer,740,2
103347118372146,Signex Graphics & Printers,These ads ran without a disclaimer,585,1
103644672731725,Amb. Nancy Karigithu,Arkinst Limited,415,1
484917995035641,"Dr. Emmanuel Owiti Owayo,FDR","Dr. Emmanuel Owiti Owayo,FDR",284,3
100419066346760,Hon Miraj Abdillah,These ads ran without a disclaimer,278,1
105516920964735,Pacesetters Awards - Industry Leadership Award,These ads ran without a disclaimer,168,1
194141207389467,Booker Ngesa Omole,Communist Party of Kenya,135,1
108199108774139,Kimani Kariuki,These ads ran without a disclaimer,120,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
227337655573,Radio Pulpit / Radiokansel,These ads ran without a disclaimer,≤100,1
110020365338801,The Silk Road-Shaanxi,These ads ran without a disclaimer,≤100,1
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100,1
158797450823192,UNICEF Malawi,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
114314313700509,Hon.Mohamed SH Ibrahim.,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
