Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,19
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,4
102667249419191,GenChange,Arijana Trle,≤100,2
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,11
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,11
865574336792291,Razne Štikle online prodaja,These ads ran without a disclaimer,≤100,2
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,3
109652028193268,Revizije info,Revizije info,≤100,12
162926690478548,Oslobodjenje,Oslobodjenje,≤100,1
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100,4
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,12
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,5
104992122558073,Valter.Portal,Valter.Portal,≤100,2
1637100656579044,Began Muhić - v.d. gradonačelnik Živinica,Began Muhić - v.d. gradonačelnik Živinica,≤100,2
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,3
111544041335161,Antikorupcija info,Antikorupcija info,≤100,3
147315858633088,Istinomjer,Istinomjer,≤100,3
103398605332895,Kreševski građanski pokret,These ads ran without a disclaimer,≤100,1
2401351939921390,Raport.ba,Raport Media Group,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,2
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
1508133079498226,Grad Živinice,Grad Živinice,≤100,1
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100,1
119698898115100,Vedad Deljković info,Vedad Deljković,≤100,1
105066375012197,Kenan Magoda,Kenan Magoda,≤100,1
101820526552763,Biscani.net,Biscani.net,≤100,1
107064071522979,Hello home decor,These ads ran without a disclaimer,≤100,1
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,1
110038557114533,Imagine5,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,2
107237888124833,Vy Oanh Authentic - Túi xách cao cấp uy tín,These ads ran without a disclaimer,≤100,1
114153018322007,POWERCHINA Serbia,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
35335786143,Cat Electric Power,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
100200532855012,Pyrpose,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
886617328031302,African History,These ads ran without a disclaimer,≤100,1
113388621278432,Freedom for Norway,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,1
1249630708423717,MUNER Motorvehicle University of Emilia-Romagna,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
