Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,141,4
1676047195961611,Impuls,"Udruženje građana ""Impuls""",104,2
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,27
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100,4
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,10
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,10
197596636939679,tacno.net,Tacno.net,≤100,4
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,2
109652028193268,Revizije info,Revizije info,≤100,11
847305072075506,Град Бања Лука,Град Бања Лука,≤100,1
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,6
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,4
120481645203741,Dragan Bursać,Dragan Bursać,≤100,2
147315858633088,Istinomjer,Istinomjer,≤100,6
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,3
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,9
187986821271671,Zašto ne,UG Zašto ne,≤100,3
1473660889517303,Irfan Čengić,Irfan Cengic,≤100,1
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100,1
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,2
2401351939921390,Raport.ba,Raport Media Group,≤100,2
163080080447411,Републичка странка Српске,Filip Lučić,≤100,1
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100,1
1607622842896752,interview.ba,Fondacija Infohuse,≤100,2
105085525653191,Предраг Кукољ - Predrag Kukolj,Предраг Кукољ,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,1
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
111544041335161,Antikorupcija info,Antikorupcija info,≤100,1
110066008599397,EVANews,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
479285342097950,AeroTime News,These ads ran without a disclaimer,≤100,1
57322902081,Nottingham Trent University,These ads ran without a disclaimer,≤100,1
1386091578286558,ARX,These ads ran without a disclaimer,≤100,2
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
148786333983949,Radmila Vidovic,These ads ran without a disclaimer,≤100,1
108103858747349,Mga Mensahe ng Islam,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100,1
140010018214626,Moneymade Lifestyle,These ads ran without a disclaimer,≤100,1
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
145348432198036,Camfil,These ads ran without a disclaimer,≤100,1
