Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
939050246112788,Facebook Public Affairs,Meta,18411,25
104386908631938,Pathways Alliance,Pathways Alliance,2788,6
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,2417,17
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,2388,8
261752512263,Canadian Red Cross,Canadian Red Cross,2177,18
9333642607,TELUS,TELUS,1795,5
180862678644381,Ontario NDP,Ontario NDP,1783,59
177004795666755,Manitoba Government,Manitoba Government,1483,58
230448456985193,Elections Ontario,Elections Ontario,1259,13
5794733873,David Suzuki Foundation,David Suzuki Foundation,1090,28
367773226675582,The Home Depot,The Home Depot,1036,5
121222984568561,Amnesty International Canada,Amnesty International Canada,912,68
154462904588700,Enbridge Gas,Enbridge Gas,819,79
24235835555,Kids Help Phone,Kids Help Phone,802,42
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,798,106
106917558391358,Alliance nouvelles voies,Pathways Alliance,769,2
101347089679547,Andrea Hazell,Andrea Hazell Campaign,698,8
115835521825983,UNHCR Canada,UNHCR Canada,684,74
281999881613,World Vision Canada,World Vision Canada,652,11
26394435211,Canadian Cancer Society,Canadian Cancer Society,651,7
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,631,52
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,627,6
113297740077607,Canadian Energy Centre,Canadian Energy Centre,626,100
139449499417715,Pharmaprix,Pharmaprix,616,8
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,609,39
1097840090260804,National Police Federation,National Police Federation,595,33
117475525574,Saskatchewan New Democratic Party,the Chief Official Agent of the Saskatchewan NDP,574,20
103947395932025,mstrishaaa,mstrishaaa,567,4
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,527,15
78753328415,Dogwood BC,Dogwood BC,497,3
203485052997041,Hospital Employees' Union,Hospital Employees' Union,441,12
504061526642471,Ontario Power Generation,Ontario Power Generation,431,4
114943114838621,Fuel Forward,Canadian Fuels Association,409,38
202220023130891,Bell Canada,Bell Canada,406,4
54578722992,Wilderness Committee,Wilderness Committee,390,4
1533253713597302,Elisabeth Léger,Elisabeth Léger,347,4
35715544220,Stand.earth,Stand.earth,330,16
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,327,59
31912359596,University of Saskatchewan,University of Saskatchewan,320,13
19750184960,Greenpeace Canada,Greenpeace Canada,307,69
143249880633,World Animal Protection Canada,World Animal Protection Canada,305,20
168724059831514,Desjardins,Desjardins,302,1
114849617772737,Care2 Canada,Press Pause Collective,301,4
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,289,8
222322717930469,Government of New Brunswick,Government of New Brunswick,288,2
123235041462,The Fraser Institute,Fraser Institute,281,28
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,268,4
405377872902754,Canada Action,Canada Action,246,20
127882984614,Manitoba NDP,Manitoba NDP,244,17
102862259754198,MS.ThingsIsee,MS.ThingsIsee,235,4
159713615718,WWF-Canada,WWF-Canada,225,17
109127385598965,CAN-News,These ads ran without a disclaimer,224,1
10633250963,Save the Children Canada,Save the Children Canada,220,26
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,215,16
107741980784988,Canadian Health Food Association,Canadian Health Food Association,207,13
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,203,41
168617319831578,Nature Canada,Nature Canada,189,1
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,189,40
111445461983038,Twila Grosse - PC Candidate for Preston,Twila Grosse PC Campaign for Preston,188,8
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,180,10
278388139026064,Patrick Brown,Patrick Brown,180,7
107385241806,Plan International Canada,Plan International Canada,180,31
599601796904723,Humane Society International/Canada,Humane Society International/Canada,176,2
153447518036926,Kiehl's,These ads ran without a disclaimer,169,1
108604005427609,Neil Lumsden MPP,Neil Lumsden MPP,165,1
169042736456594,All Out,ConnectAd,162,27
7522587804,Green Party of Ontario,Green Party of Ontario,158,7
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,155,6
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,153,65
100999094747422,Land Needs Guardians,Land Needs Guardians,149,4
106360778489053,Fuelling Canada,Canadian Gas Association,146,70
121658954562795,Mark Gerretsen,Mark Gerretsen,146,3
114104888684854,Élections Ontario,Elections Ontario,144,10
14742445214,BC Green Party,BC Green Party,132,31
121127820923190,The Canada Africa Growth Coalition,The Canada Africa Growth Coalition,131,5
105754167560390,Ekō Canada,Ekō,129,2
247550302115830,Elections Saskatchewan,Elections Saskatchewan,128,2
54125409458,Oxfam-Québec,Oxfam-Québec,124,6
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,124,2
114990521809,Desjardins Group,Desjardins Group,124,1
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,121,9
101535288988376,Ontario's Clean Energy Advantage,Association of Power Producers of Ontario,116,2
52543970197,Environmental Defence Canada,Environmental Defence,116,7
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,112,21
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,112,41
