Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
353224381469808,ifaw,IFAW,6051,50
102639461303190,Fair Pay For All,Fair Pay For All,5715,154
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),3704,35
9250349228,Greenpeace UK,Greenpeace UK,3551,40
7715002593,UNICEF UK,Unicef UK,2891,38
13047522725,Crimestoppers,Crimestoppers,2814,31
311627208673,WWF UK,WWF UK,2611,60
345463602161853,bp,bp,2603,1
45986010500,Barnardo's,Barnardo's,1763,28
799576543492660,The Week Junior,The Week Junior,1597,35
10677003998,Shelter,Shelter,1566,313
7043497714,Christian Aid,Christian Aid,1497,34
8807334278,Conservatives,The Conservative Party,1366,22
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1319,16
35671512696,World Animal Protection UK,World Animal Protection UK,1088,57
186622728032,RSPB,RSPB,1072,32
121936349543,World Vision UK,World Vision UK,1029,56
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),993,40
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,990,26
101958682650112,ESG UK,Energy Saving Grants,953,96
117476785190,Save the Children UK,Save the Children UK,918,32
34044296391,Surfers Against Sewage,Surfers Against Sewage,844,120
177855115588808,The Week UK,The Week UK,808,36
10114144851,NSPCC,NSPCC,791,6
403187191250,Soccer Aid,UNICEF UK,764,69
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,666,2
139695000173,Good Energy UK,Good Energy,655,141
220513170893,Ripple Effect,Send a Cow,563,6
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,541,18
693990677314288,Royal London,Royal London,504,3
7527864602,WaterAid UK,WaterAid UK,495,39
59367068326,The Ramblers,The Ramblers,443,28
220543443746,International Rescue Committee - UK,International Rescue Committee UK,437,22
127031794038958,Blue Marine Foundation,Blue Marine Foundation,435,48
25749647410,The Labour Party,The Labour Party,434,502
175338329150218,Help For Heroes,Help for Heroes,433,5
112712550420527,Ekō UK,Ekō,430,2
18168505158,The Woodland Trust,Woodland Trust,428,5
569834799727730,National Grid UK,National Grid UK,417,42
490007667679401,Hugh James,Hugh James,416,5
106205865302441,Just Stop Oil,Just Stop Oil,402,6
195754307110390,Right To Life UK,Right To Life UK,396,24
1660600037490738,Guardian Labs,Guardian Labs,396,16
47612991154,Dignity in Dying,Dignity in Dying,376,38
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,365,11
1382543595173440,Humane Society International - UK,Humane Society International - UK,360,3
2558329857727118,Families In Debt,Families in debt,347,2
108951391565231,Help to Heat,Help to Heat,343,9
246872175166,Action Against Hunger UK,Action Against Hunger UK,339,108
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,338,6
26698813123,British Red Cross,British Red Cross,334,20
274651352565844,Oltco Ltd,Oltco Ltd,313,133
40952091012,Asthma + Lung UK,Asthma + Lung UK,312,13
3190660567626119,Dad’s In Debt.,Dadsindebt,309,7
7624294394,Amnesty International UK,Amnesty International UK,304,27
158077247591710,Refuge,Refuge,297,28
134668059889798,Mercy Mission World,Mercy Mission World,285,12
169042736456594,All Out,All Out,266,30
212038972186253,Transport for London,Transport for London,256,4
102614571880993,Public Investment Fund,These ads ran without a disclaimer,249,1
47496679743,The Climate Coalition,The Climate Coalition,247,31
6406164817,Viva!,Viva! Vegan Charity,244,40
1046117708754519,Care4Calais,Care4Calais,241,42
102663112514642,Greater Manchester Violence Reduction Unit,Greater Manchester Combined Authority,226,2
227427673437,Tree Aid,Tree Aid,220,18
112845639376,Refugee Action,Refugee Action,212,80
290498754454402,European Movement UK,European Movement UK,204,5
105298484651843,SME Climate Hub,SME Climate Hub,201,29
23958741368,Southbank Centre,Southbank Centre,194,23
1863944713844924,Best For Britain,Best for Britain,194,20
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),187,16
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,184,43
110538548040758,Care2 UK,John Ayling & Associates,184,12
37981137361,The Children's Society,The Children's Society,179,16
317158175535179,BitLife,These ads ran without a disclaimer,179,3
21038623537,Wellcome Collection,Wellcome Collection,177,24
167898406587045,Holiday Extras,Holiday Extras,175,2
346684596111093,KinKind,KinKind Ltd,172,11
131891836851920,MAF UK,Mission Aviation Fellowship UK,170,18
40409120801,Refugee Council,Refugee Council,168,4
2352224541726783,Cancard,Cancard,161,1
407402162736656,Labour East,The Labour Party,156,3
198081311536,"Natural History Museum, London","Natural History Museum, London",154,11
135456716565905,Guardian Jobs,Guardian Jobs,146,15
10986039307,VSO,VSO,140,31
208573062515662,Freedom from Torture,Freedom from Torture,140,39
101558386889,Shelter Scotland,Shelter Scotland,138,20
249209468838241,Good Law Project,Good Law Project,132,63
89151782746,Fauna & Flora,Fauna & Flora International,130,106
111659155059527,Is This OK? - Greater Manchester Gender-Based Violence Campaign,Greater Manchester Combined Authority,129,5
111339325988454,The Coders Guild,The Coders Guild,127,12
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,124,12
107485499287,Reprieve,Reprieve,118,23
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,113,27
101417935420997,Future Ready Fuel,OFTEC,110,5
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),110,1
112712550420527,Ekō UK,SumOfUs,110,1
102093205997581,Danny Beales for Uxbridge & South Ruislip,London Labour Party,110,4
358706239805,Scope,Scope,109,3
388650307829032,Rachel Reeves,Rachel Reeves,108,10
1586251881644270,Keir Starmer,The Labour Party,107,199
32514078659,Liberty,Liberty,107,16
1738524969810037,Mission India UK,Mission India UK,106,2
116183696884118,Mothers In Debt,Mums In Debt.,104,1
547761111920012,Anglian Water - Love Every Drop,Anglian Water,104,4
100234258667107,Strike Map,Strike Map UK,≤100,2
2169351726630738,Refill HQ,City to Sea,≤100,4
6366026879,Dogs Trust,Dogs Trust,≤100,42
698773137204706,Give My View,Built-ID,≤100,2
1492802214270456,The Royal College of Surgeons of England,The Royal College of Surgeons of England,≤100,2
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,≤100,1
104487412566017,Green_Energy_Assist,Green_Energy_Assist,≤100,2
7525251658,Virgin Unite,Virgin Unite,≤100,1
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100,3
314545075249245,Glasgow City Council,Spiritmedia Ltd.,≤100,1
9695206314,Sustrans,Sustrans,≤100,9
8422578815,Soil Association,Soil Association,≤100,15
134271016653249,World Jewish Relief,World Jewish Relief,≤100,2
114651147002520,SSE Energy Solutions,SSE,≤100,8
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100,4
1489996567963987,Jackson Carlaw MSP,Jackson Carlaw MSP,≤100,7
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100,5
603389616739829,Bite Back 2030,Bite Back 2030,≤100,4
183578656917,Wellcome Trust,Wellcome Trust,≤100,21
360132447199,Royal College of Nursing,Royal College of Nursing,≤100,30
112062847102147,Kanda,Kanda Consulting,≤100,2
152625604758775,Hampshire County Council,Hampshire County Council,≤100,4
199098633470668,LADbible,LADbible,≤100,2
18366996074,War on Want,War on Want,≤100,21
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,17
1721275931466984,The Reclaim Party,The Reclaim Party,≤100,10
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,19
6574632957,Unlock Democracy,Unlock Democracy,≤100,16
407959605904723,Labour West Lancashire,West Lancashire Labour,≤100,20
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,≤100,4
13655260370,Penguin Books,Penguin Books,≤100,8
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100,1
1536244863288071,Terravesta,Terravesta,≤100,4
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100,4
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100,1
99745777276,Porchlight,Porchlight,≤100,3
101255718164248,350 UK,350.org,≤100,11
1591920221104299,More Than A Score,National Education Union,≤100,3
137491719653536,Governors for Schools,Governors for Schools,≤100,4
144289436063611,Drax Group UK,Drax Corporate Limited,≤100,14
101501606073541,SJOG Homes For Ukraine,Saint John of God Hospitaller Services,≤100,4
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,≤100,2
20528438720,Microsoft,These ads ran without a disclaimer,≤100,1
103216101078525,The LEP,Leeds City Region Enterprise Partnership,≤100,3
46852258376,Anti-Slavery International,Anti-Slavery International,≤100,42
157492274367801,Cruelty Free International,Cruelty Free International,≤100,9
345382132326295,Barnet Council,Barnet Council,≤100,3
85800829429,Justice and Care,Justice and Care,≤100,11
310039442421596,Scottish Labour Party,Scottish Labour Party,≤100,13
183759769950,First News,First News- The Newspaper for Young People,≤100,11
105932165739421,London Digital Jobs & Skills Hub,Generation,≤100,2
275241295879466,Blind Veterans UK,Blind Veterans UK,≤100,20
1567955710156124,The Women's Equality Party,Women's Equality Party,≤100,1
535909453089173,Wyndford Residents Union,Wyndford Residents Union,≤100,2
19110072263,FOUR PAWS,FOUR PAWS GB,≤100,5
113342017059160,Rights : Community : Action,Rights Community Action,≤100,1
111803601917868,Dan Korski for London Mayor,Dan Korski,≤100,4
755981037856291,Conor Burns MP for Bournemouth West,Conor Burns MP,≤100,2
2047806148766050,Animal Equality UK,Animal Equality UK,≤100,4
6707857033,Global Justice Now,Global Justice Now,≤100,2
16160212611,The Royal Air Force Museum London,The Royal Air Force Museum London,≤100,2
344629179474463,Crimestoppers Northern Ireland,Crimestoppers Northern Ireland,≤100,13
108995912015327,Energy Advice London,Energy Advice London,≤100,18
109364642176231,Yap Bussines,These ads ran without a disclaimer,≤100,1
126261804063269,Surrey County Council,Surrey County Council,≤100,3
25040545213,Contact - For families with disabled children,Contact,≤100,14
166289303844685,Action on Sectarianism,Action on Sectarianism,≤100,4
327118287384388,The Institution of Engineering and Technology (IET),The Institution of Engineering and Technology (IET),≤100,11
166917856704286,Essex County Council,Essex County Council,≤100,10
125695284110771,Hertfordshire County Council,Hertfordshire County Council,≤100,14
105213446201178,International Justice Mission,International Justice Mission,≤100,6
474613052643462,London Labour Party,London Labour,≤100,1
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",≤100,4
121292038029801,The Passage Charity,The Passage,≤100,5
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),≤100,4
140445935123,BCP Council,BCP Council,≤100,3
109324415039999,Oltco Ltd,Oltco Ltd,≤100,8
114937633750473,Oltco Ltd,Oltco Ltd,≤100,4
109403712473243,Bristol Energy Cooperative,Bristol Energy Cooperative,≤100,9
474613052643462,London Labour Party,The Labour Party,≤100,2
7569385657,Co-operative Party,Co-operative Party,≤100,2
1701849696765542,Prysmian UK,Prysmian UK,≤100,1
102881531374140,Oltco Ltd,Oltco Ltd,≤100,6
601388547012748,Ecologi,Ecologi,≤100,39
105579725420482,Oltco Ltd,Oltco Ltd,≤100,7
146360222095113,Release International,Release International,≤100,2
276842689093034,Westminster City Council,These ads ran without a disclaimer,≤100,1
86586411617,The Ecologist,The Resurgence Trust,≤100,1
11245843886,Anthony Nolan,These ads ran without a disclaimer,≤100,3
246973468695197,Pan Macmillan,Pan Macmillan,≤100,3
101232925799539,Men's Alliance England,Mens Alliance (NI),≤100,1
914835805358773,Simon Hart MP,Simon Hart MP,≤100,1
1551777295056430,NFU Cymru,NFU Cymru,≤100,5
134394203290779,Merton Liberal Democrats,Merton Liberal Democrats,≤100,3
101915698384428,Eldred Law,Eldred Law,≤100,1
107070978657106,Cozy & Green,Cozy And Green Ltd,≤100,1
102161684540123,Devon Climate Emergency,Devon County Council,≤100,2
101078319487563,Discovering Quakers,Discovering Quakers,≤100,10
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,3
102563495226123,Oltco Ltd,Oltco Ltd,≤100,7
107582715996851,SPUC (Society for the Protection of Unborn Children),SPUC (Society for the Protection of Unborn Children),≤100,3
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100,6
363954377093123,Yorkshire Smokefree,Yorkshire Smokefree,≤100,2
104117508042217,Spitting Image,Spitting Image,≤100,27
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100,1
101183108039162,P1vital,P1vital,≤100,6
105057779144316,Balance Power,Balance Power,≤100,1
127823347291536,Hayward Gallery at Southbank Centre,Hayward Gallery at Southbank Centre,≤100,5
193317391840,London Borough of Richmond upon Thames,London Borough of Richmond upon Thames,≤100,2
388468641597325,The Political Party with Matt Forde,Fifty Technology,≤100,5
1594400557461249,Latino Life,These ads ran without a disclaimer,≤100,1
103623246089499,Soil Capital UK,Soil Capital,≤100,2
107695880909332,Carbon Copy,Carbon Copy Network,≤100,2
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100,1
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100,1
119681001072,Gloucestershire Wildlife Trust,Gloucestershire Wildlife Trust,≤100,2
107424475417111,Unite For A Workers' Economy,Unite the Union,≤100,1
778690465535937,Tim Henman Charitable Foundation,Tim Henman Charitable Foundation,≤100,1
134213516600832,Logistics UK,Logistics UK,≤100,2
103559634900519,Oltco Ltd,Oltco Ltd,≤100,4
477980525608006,Think and Grow Rich: Exposed,These ads ran without a disclaimer,≤100,2
202798122688,Chatham House,Chatham House,≤100,2
85549822738,Peace Direct,Peace Direct,≤100,10
143664152344192,WWF Scotland,WWF Scotland,≤100,1
116625838402686,FareShare,FareShare,≤100,1
115125624896270,"A New Solar Project for Pent Farm, Hythe",RNA Energy Ltd,≤100,8
109115441532763,The Eastern Cyber Resilience Centre,Eastern Cyber Resilience Center,≤100,6
534501720220577,Transform Trade,Transform Trade,≤100,1
2015966338421658,Kids Operating Room,Kids Operating Room,≤100,4
100396318770585,Oltco Ltd,Oltco Ltd,≤100,2
222893987721388,Lancashire Police and Crime Commissioner,Lancashire Police and Crime Commissioner,≤100,1
231872596997527,Vattenfall,Vattenfall UK,≤100,1
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100,1
198491313659847,Drug Science,Drug Science,≤100,2
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,≤100,1
1731766737063825,Greenspark,Greenspark,≤100,8
230932560266298,Cumbria Action for Sustainability (CAfS),Cumbria Action for Sustainability,≤100,4
25010947137,ShelterBox,ShelterBox,≤100,1
19891061755,Dropbox,These ads ran without a disclaimer,≤100,1
