Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107701748905637,באהבה ליהודי אוקראינה,הרב הראשי לאוקראינה משה ראובן אסמן,3461,48
103907495935157,צו חירום,צו חירום,3402,30
2241550506131359,שמואל בוקסר,שמואל בוקסר,2681,11
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,1432,14
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1350,7
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,924,13
107796574338168,אמיר ברוט,אמיר ברוט,917,7
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,875,65
204780362875106,מקור ראשון,מקור ראשון,801,95
113065595006048,ענת כינורי לראשות העיר חולון 2023,ענת כנורי,776,34
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,745,5
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,708,3
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,688,6
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,677,11
1662907067255622,איגוד הגז הטבעי,Unik,674,6
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,658,3
2275137472764041,התאחדות הקבלנים בוני הארץ,התאחדות הקבלנים בוני הארץ,651,2
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,648,2
662721113760589,TheMarker Labels,TheMarker Labels,591,7
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,554,4
104743111658191,Ron Ben Shushan,רון בן שושן,537,2
1160881603976024,מס אמת לרכב עבודה,מס אמת לרכב עבודה,509,3
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,490,18
325048350950892,רמי גרינברג,עיריית פתח תקוה,489,4
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,484,7
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,472,6
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,468,6
106136394376777,Idan Yakov,Rama Yarimi,460,4
273512049367435,האגודה למען הלהטב בישראל,האגודה למען הלהטב בישראל,456,1
103624452596775,קידר פינגולד - לראשות המועצה האזורית יואב,יוניק מדיה,428,4
103183301914371,כוח של אמא,Nataly Milner,423,2
604890186681585,מור ויצמן,Mor Weitzman,420,1
599453993544831,نساء ضد العنف  Women Against Violence,Women Against Violence,415,14
500238833397356,ציפי ברנד,ציפי ברנד,414,4
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,398,8
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,397,8
109523830757998,דמוקרטtv,דרכנו,389,2
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,380,11
1114854435202270,חגית משה - Hagit Moshe,חגית משה - Hagit Moshe,380,2
128641160502301,גלובס - Globes,גלובס - Globes,379,4
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,370,5
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,348,5
885381241499674,Qualita,Qualita,347,2
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,332,5
790149967713981,דרכנו,דרכנו,330,6
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,328,32
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,310,3
100978407934166,תנועה ישראלית,Israeli Movement,308,13
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",305,7
193264714026809,Emunah אמונה,ארגון אמונה,299,2
