Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,76141,80
475040405910613,Lenin Perez Rivera,Coalición Rescatemos Coahuila,46085,29
1614424252123206,PAN Estado de México,Partido Acción Nacional Estado de México,41857,19
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,41481,11
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,41321,19
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,31310,25
186073704903313,México elige,México Elige,28176,48
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,24514,15
112882117843391,Morena Estado de México,morenaedomex.si,22596,15
1520610478183053,Badabun,Vanessa Rivera,15607,8
923633637651202,Morena Sí,Morena Sí,15214,118
1621607258157280,Noticias - Sur de México,Noticias Sur,13649,2
114024430364416,YoXmx,Yoxmex,12633,96
105097171575007,La LOCAL Mx,La LOCAL Mx,12251,4
611053902572622,Focus Mx,Focus Mx,11514,7
106159885479677,Las Noticias México,Las Noticias México,10447,4
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,9360,16
1545555582174942,TResearch,TResearch,9325,26
56713285274,Greenpeace México,Greenpeace México,9101,27
101267031439463,Voz de las Empresas,Consejo de la Comunicación,8649,13
112241301833890,Acción Morenista,Grupo ACC Morena,7474,6
327324764029820,Armando Guadiana,Armando Guadiana,7335,7
107356960929927,Las Noticias-Política,Noticias Política,7310,3
837607596288104,Eliseo Fernández Montufar,Community Manager,7273,3
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,6877,7
248970878493624,Pulso Ciudadano,Pulso Ciudadano,6553,60
548040385227943,Secretaría de Medio Ambiente y Desarrollo Territorial,Gobierno de Jalisco,6414,6
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,5758,4
122404620204,Oxfam México,OXFAM MEXICO AC,5738,4
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,5684,2
104680124489636,Demoscopia Digital,Demoscopia Digital,5417,66
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,5130,30
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,5105,4
117676694619099,Sala Capitalina,Sala Capitalina Media,5090,3
124631600949535,Yo Influyo,Yoxmex,5051,82
108819392526809,Partido Acción Nacional,Partido Acción Nacional,4952,5
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,4923,11
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,4753,36
1250751485006046,Secretaría de Seguridad Pública de Q.Roo,Secretaría de Seguridad Pública de Q.Roo,4629,4
109634395756375,Save the Children México,Save the Children México,4591,16
1520610478183053,Badabun,Badabun,4523,1
133056480769,Gobierno del Estado de Chihuahua,Gobierno del Estado de Chihuahua,4460,35
263327113809256,Secretaría de Salud Jalisco,Gobierno de Jalisco,4277,3
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4164,5
114158248252278,Convocatorias 2023,Convocatorias 2023,4062,10
105658496290292,Secretaría de Transporte Jalisco,Gobierno de Jalisco,4061,4
420690148033445,Enrique Galindo Ceballos,Francisco Enrique Galindo Ceballos,4052,48
108950188713101,Memes Derechos Laborales,SUB Inteligencia de marca S de RL de CV,3922,37
493453457351145,Coparmex Nacional,Coparmex Nacional,3881,13
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,3823,4
111722858536644,Al Frente por Edomex,Al Frente por Edomex,3820,19
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,3669,34
104020969273111,Alejandro Campos,Alejandro Campos,3651,4
254852601222832,CEMEX México,CEMEX México,3629,17
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,3524,7
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,3440,5
103747299357893,Mario Delgado Fans,Grupo Delgado Fans,3424,5
669306863144908,Alberto Esquer,Fernando Esquer,3420,2
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,3157,7
105278152331161,Becas y Convocatorias,Becas y Convocatorias,3059,2
104065375986923,La Politigrería,Antonio Jair Diaz Calderon,3056,3
120544204635995,Gobierno de Baja California,Gobierno de Baja California,3012,1
133478060111915,CEMEX Impacto Social,CEMEX México,2967,24
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,2838,2
