Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
176105152520900,Carrefour,Carrefour,2790,35
1981871332106127,Programme pour la Transition Energétique,Transition Energie,1112,8
39435457457,Greenpeace France,Greenpeace France,987,64
14053295787,Oxfam France,Oxfam France,939,54
101913792744033,Ma maison pour l’hiver,Ma maison pour l’hiver,766,16
278641698813937,Fondation Raoul Follereau,Fondation Raoul Follereau,613,178
109686207314440,Helios,Helios,487,20
103508471736919,QUATRE PATTES,Quatre Pattes,471,95
442412039830476,Waterdrop,These ads ran without a disclaimer,458,2
112547358788607,CCFD-Terre Solidaire,CCFD-Terre Solidaire,448,15
335868279790722,CIWF France,CIWF France,353,27
840901192703231,Groupe Identité et Démocratie - France,Groupe Identité et Démocratie - France,348,39
119691496094990,Omi,Omi SAS,322,2
466932616850613,Mon avis citoyen,Mon avis citoyen,312,106
117709028343322,Association pour le Droit de Mourir dans la Dignité - ADMD,Association pour le Droit de Mourir dans la Dignité - ADMD,302,2
360872200698949,Afev France,Afev,287,8
105709216127942,Crédit Coopératif,Crédit Coopératif,276,4
116070051527,Mediapart,Mediapart,269,95
114676815236667,AIDES,AIDES,264,5
463705930368887,Réseau Action Climat,Réseau Action Climat,209,33
106554597767346,UNHCR France,UNHCR France,195,77
100255681599847,Veolia France,Veolia,194,28
990756074273227,Agence de l'eau Adour-Garonne,BECOMING,193,1
155317537884626,Ordre de Malte France,Ordre de Malte France,192,15
178362315106,European Parliament,European Parliament,143,5
21254500749,Rassemblement National,Rassemblement National,143,23
147126052393,Libération,Libération,127,25
382775905162847,Unlock France,Agir pour le climat,122,2
116455261255,Action contre la Faim (France),Action contre la Faim,121,6
193941174044646,La Vingt-Cinquième Heure,La Vingt-Cinquième Heure,120,10
110647840532680,Merge Mayor,These ads ran without a disclaimer,118,1
333687103357457,VL.,Manon Annie Danielle Brault,105,2
154314278551,Union Syndicale Solidaires,Union Syndicale Solidaires,105,6
1684441541609223,Pour l'Éco,Pour l'Éco,≤100,10
383882575328659,GRTgaz,GRTgaz,≤100,24
81753537108,TotalEnergies,TotalEnergies,≤100,2
1150185098382760,Fraternité générale,Fraternité générale,≤100,4
