Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2341,7
110408975208360,Talking about matters,Well Made Strategy LLP,1068,8
100835685957727,PRO PEACE KENYA,Brenda Kananu,424,1
110923661403774,Ma3Route,Peris Wambui Mugi,223,1
100321965888531,Mrembo na Kazi,Samuel Mwangi,162,2
115460141448310,Kithure Kindiki Supporters,Robert Waswa Simiyu,161,1
1506723769658512,Susan Kihika,Susan Kihika,133,2
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,125,2
102351916110873,Paul Kagia,These ads ran without a disclaimer,125,3
100947472835183,Kiplang'at Arap Tuwei,These ads ran without a disclaimer,≤100,1
108375318583969,Partner Africa,These ads ran without a disclaimer,≤100,1
100856989080533,Wayarc Daily,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
111361091313,NICABM,These ads ran without a disclaimer,≤100,9
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
102685872683880,titihorsfall,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
111407198527759,Narratif,These ads ran without a disclaimer,≤100,2
111163675041261,Makemajor.club,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
