Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,276,10
1922268018023038,Raskrinkavanje,UG Zašto ne,153,23
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,12
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,17
163322863710900,Evropska unija u Bosni i Hercegovini,Ured spec. predstavnika,≤100,1
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,3
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100,1
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,5
109652028193268,Revizije info,Revizije info,≤100,9
1494057107558990,Javna rasprava,Javna rasprava,≤100,16
147315858633088,Istinomjer,Istinomjer,≤100,7
197596636939679,tacno.net,Tacno.net,≤100,2
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,7
111544041335161,Antikorupcija info,Antikorupcija info,≤100,9
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100,1
105842642438187,Nihad Uk,Nihad Uk,≤100,3
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,5
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100,1
847305072075506,Град Бања Лука,Град Бања Лука,≤100,1
105767481295394,Ahmed Kosovac,Ahmed Kosovac,≤100,2
2401351939921390,Raport.ba,Raport Media Group,≤100,1
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
100044353152888,Investicijska fondacija Impakt,These ads ran without a disclaimer,≤100,1
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,1
111162291568245,Nijaz Helez,OO SDP BiH BUGOJNO,≤100,1
1607622842896752,interview.ba,Fondacija Infohuse,≤100,2
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100,3
106681907871192,Esana Kavazbašić-Huskanović,Aleksandar Aničić,≤100,1
2430163100537312,Spin Info,Spin Media,≤100,1
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100,2
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
163080080447411,Републичка странка Српске,Filip Lučić,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,1
625278384341530,Sacral Yoga,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,2
100617599250020,XuQinduo,These ads ran without a disclaimer,≤100,1
109818064972312,Proceedings MDPI,These ads ran without a disclaimer,≤100,1
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
112831185055172,transparency.lab,These ads ran without a disclaimer,≤100,1
107996315091233,月旦港事,These ads ran without a disclaimer,≤100,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
1040005229354252,Ukraine.ua,These ads ran without a disclaimer,≤100,1
