Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,31498,12
126567104406,Hyresgästföreningen,Hyresgästföreningen,25558,42
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,18091,23
151159271594797,Systembolaget,Systembolaget,17769,2
111630258867610,Röda Korset,Röda Korset,15267,21
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,14238,10
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,11475,33
369582590803,Dagens ETC,ETC-tidningarna,6886,48
382243262003,Plan International Sverige,Plan International Sverige,6719,5
161213770567846,Operation Smile Sverige,Operation Smile Sverige,6382,3
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6253,27
95735961890,Greenpeace Sverige,Greenpeace Sverige,5893,79
114262485262083,Konsumentverket,Konsumentverket,5641,7
109886133732943,RESCUE - Sverige,RESCUE - Sverige,4916,2
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4652,4
105087234904276,Auroramålet,Aurora,4425,1
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,4325,18
72659261793,Rädda Barnen,Rädda Barnen,4324,76
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3057,61
149155351773944,SEB,Skandinaviska Enskilda Banken,3041,3
101341883359561,Matsmart Sverige,Matsmart,3016,15
54779960819,United Nations,United Nations with Facebook Ad Credits,2844,2
186513678039755,Fortum,Fortum Sverige,2816,14
237146235237,Timbro,Tankesmedjan Timbro,2705,33
195379633820701,Svenskt Kött,Svenskt Kött,2434,13
106579105171694,ETC nyhetsmagasin,ETC Media AB,2132,5
59324455950,UNICEF Sverige,UNICEF Sverige,2081,4
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,2018,7
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1677,33
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,1648,46
614939535271869,Tobias Baudin,Socialdemokraterna,1485,6
42676805259,Diakonia,Diakonia,1449,8
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1431,3
18880778360,ActionAid Sweden,ActionAid Sweden,1414,4
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1375,8
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",1316,2
116787001729336,Linköpings kommun,Linköpings kommun,1302,1
351522355766,PMU,PMU Interlife,1196,20
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1195,36
