Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
102802955817933,Centralna izborna komisija Bosne i Hercegovine,Centralna izborna komisija Bosne i Hercegovine,450,8
112724472142155,Pomak Bihać,Pokret za Modernu i Aktivnu Krajinu POMAK,169,9
1922268018023038,Raskrinkavanje,UG Zašto ne,144,18
1547105272188915,Elvedin Sedić,Elvedin Sedić,112,4
1175187435840080,SDP Bihać,SDP Bihać,112,9
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100,3
611971679461194,Halid Zigic,Halid Zigic,≤100,2
417853371621843,Mirnes Ajanović za gradonačelnika Tuzle,Mirnes Ajanović,≤100,20
753740401664958,Omer Berbić - kandidat za gradonačelnika Tuzle,Omer Berbic,≤100,5
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,10
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100,4
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100,2
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,2
103635619301426,Adnan Šerak,Jasmin Ademovic,≤100,1
147315858633088,Istinomjer,Istinomjer,≤100,10
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,9
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,10
691695970918701,Amarildo Mulić,Amarildo Mulić,≤100,5
163080080447411,Републичка странка Српске,Filip Lučić,≤100,4
100341382977940,Arnaut Almir Beli-kandidat za gradonačelnika grada TUZLE.,Almir Arnaut,≤100,1
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,4
230925323921716,Naš Bihac,Amir Kamy Kulenovic,≤100,2
1351291798347677,Selim Bešlagić,Selim Bešlagić,≤100,1
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100,3
1473660889517303,Irfan Čengić,Irfan Cengic,≤100,2
1494057107558990,Javna rasprava,Javna rasprava,≤100,9
306474736844372,Narod i Pravda Novi Grad Sarajevo,Narod i Pravda Novi Grad Sarajevo,≤100,1
111544041335161,Antikorupcija info,Antikorupcija info,≤100,5
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,2
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
104138845736466,Nenad Lalović - Ненад Лаловић,Nenad Lalović,≤100,1
305697727075,Bihać danas,Amir Kamy Kulenovic,≤100,1
2401351939921390,Raport.ba,Raport Media Group,≤100,1
1448893352065916,GO SDP BiH Tuzla,GO SDP Tuzla,≤100,2
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
711227835645999,Judo Klub Borsa Mostar,Judo Klub Borsa Mostar,≤100,1
197596636939679,tacno.net,Tacno.net,≤100,1
109652028193268,Revizije info,Revizije info,≤100,2
1607622842896752,interview.ba,Fondacija Infohuse,≤100,4
9659541299,Radio Sarajevo,These ads ran without a disclaimer,≤100,1
657947331038785,Toni Vukadin,Toni Vukadin,≤100,1
740954555997446,SDA Jablanica,SDA Jablanica,≤100,1
717865981730224,Belmin Zukan,Belmin Zukan,≤100,1
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,1
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
152292984850728,International Monetary Fund,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
106827194681183,Africa Equity Media,These ads ran without a disclaimer,≤100,2
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
35335786143,Cat Electric Power,These ads ran without a disclaimer,≤100,1
106620807391911,Roche,These ads ran without a disclaimer,≤100,1
110333931764735,Smile Papers,These ads ran without a disclaimer,≤100,2
139666286225597,Euranet Plus - Official,These ads ran without a disclaimer,≤100,1
