Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,198,6
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,134,4
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,10
197596636939679,tacno.net,Tacno.net,≤100,3
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,24
162926690478548,Oslobodjenje,Oslobodjenje,≤100,3
104992122558073,Valter.Portal,Valter.Portal,≤100,4
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,15
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Dr Vlado Đajić - Др Владо Ђајић,≤100,1
140081909339594,Topcon Positioning Systems,These ads ran without a disclaimer,≤100,1
109652028193268,Revizije info,Revizije info,≤100,12
291820474256529,Aarhus centar u Bosni i Hercegovini,These ads ran without a disclaimer,≤100,1
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,2
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100,3
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100,2
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,3
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100,4
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,3
120481645203741,Dragan Bursać,Dragan Bursać,≤100,2
2401351939921390,Raport.ba,Raport Media Group,≤100,1
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100,5
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,4
1494057107558990,Javna rasprava,Javna rasprava,≤100,15
113288987176405,Zlatko Miletić,These ads ran without a disclaimer,≤100,2
102667249419191,GenChange,GenChange,≤100,2
110760128594320,Muhamed Hasanović,Muhamed Hasanović,≤100,3
968019463291751,Arnel Isak,DEV DOT,≤100,1
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,3
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,2
147315858633088,Istinomjer,Istinomjer,≤100,4
2430163100537312,Spin Info,Spin Media,≤100,2
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100,1
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100,2
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,2
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100,1
585772551567679,Perspektiva,Perspektiva,≤100,1
113902691579245,Amer Avdičević,Amer Avdičević,≤100,1
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
106099145362821,Goražde bez pesticida,Goražde bez pesticida,≤100,1
105085525653191,Предраг Кукољ - Predrag Kukolj,Предраг Кукољ - Predrag Kukolj,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,3
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
113010125159219,Ahmed Kulanić,These ads ran without a disclaimer,≤100,1
191224898136094,EU.RO Group Russia,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,1
365685333954209,Eastwest European Institute,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
