Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107217383988190,מגזין אפוק,Epoch Magazine,3821,42
161096657252221,שוברים שתיקה,שוברים שתיקה,1946,31
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1439,2
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,1328,51
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1050,30
103183301914371,כוח של אמא,Nataly Milner,1030,4
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,1000,1
204780362875106,מקור ראשון,מקור ראשון,839,48
767262423350854,פורום הדיור הציבורי,Danny Gigi,728,5
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,725,3
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר הוצאה לאור,706,35
137449656335533,Amnesty International Israel,Amnesty International Israel,692,10
325131448440639,מפלגת נעם,מפלגת נעם,657,47
1662907067255622,איגוד הגז הטבעי,Unik,611,4
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,598,8
1073548259341247,לובי 99,לובי 99,553,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",512,27
109708842392860,מרכז השלטון המקומי בישראל,מרכז השלטון המקומי בישראל,504,13
102660785992341,צדק צדק תרדוף,Omer Feldman,452,4
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,448,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,445,9
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,439,2
682178658591430,נחמה בוגין,נחמה בוגין,437,3
283691218336732,كيان تنظيم نسوي Kayan - Palestinian Feminist Organization,كيان تنظيم نسوي Kayan - Palestinian Feminist Organization,410,4
533100153535400,الهستدروت الجديدة,الهستدروت الجديدة,403,2
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,400,2
104222621115858,הביטחוניסטים,הביטחוניסטים,391,3
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",367,2
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,365,2
604890186681585,מור ויצמן,Mor Weitzman,362,1
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,351,6
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,350,3
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,345,29
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,333,18
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,329,4
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,325,3
1197610913585169,אורנה ברביבאי - Orna Barbivay,Or Ben Dori,321,2
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,321,2
123065247744905,ידיעות ספרים שאוהבים,אבי קראוס,318,5
108787681841168,רישיון נשק בקליק,Michael Michel Levi,306,2
100978407934166,תנועה ישראלית,Israeli Movement,299,6
560708820628900,הגיע זמן חינוך,"קרן טראמפ בע""מ",292,6
190032861033009,השומר החדש,השומר החדש,290,1
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,289,2
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,288,4
112791015410812,Danny Danon - דני דנון,Danny Danon - דני דנון,284,1
1541559162728136,רדיו תשעים,רדיו תשעים,278,12
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,265,4
100160129076368,רפי סער - ראש העיר כפר סבא,רפי סער - ראש העיר כפר סבא,265,1
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,262,4
124894077550811,ישראל חופשית,ישראל חופשית,262,4
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,251,3
1095454130528850,עיריית מגדל העמק,עיריית מגדל העמק,247,1
2275137472764041,התאחדות הקבלנים בוני הארץ,התאחדות הקבלנים בוני הארץ,228,1
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,221,2
104743111658191,Ron Ben Shushan,רון בן שושן,213,10
