Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
147717218614170,PLR Genève,PLR.Les Libéraux-Radicaux Genève,421,2
349450293419,Schweizerische Energie-Stiftung SES,Schweizerische Energie-Stiftung SES,404,10
599025353636034,B Lab Switzerland,B LAB (SWITZERLAND),391,17
1054282644596776,GE-démocratie,GE-démocratie,275,8
288659088239530,MCG Officiel,Mouvement Citoyens Genevois,147,22
200480966638039,Supremacy 1914,These ads ran without a disclaimer,109,4
114275974912005,GE équilibre fiscal,GE équilibre fiscal,103,7
48980326364,Public Eye,Public Eye,≤100,24
97220294896,SP Schweiz,SP Schweiz,≤100,5
1524859774444235,Koalition für Konzernverantwortung,Koalition für Konzernverantwortung,≤100,2
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,≤100,14
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,≤100,19
105527252338650,perspektiveschweiz.ch,IG Wirtschaftsverbände,≤100,5
100381452863244,Libertés et Justice sociale,Libertés et Justice sociale,≤100,16
1919422915011017,Republik,Republik AG,≤100,2
291359247729208,PS Suisse,PS Suisse,≤100,4
115134174862244,perspectivesuisse.ch,IG Wirtschaftsverbände,≤100,5
510352742440847,Coalition pour des multinationales responsables,Coalition pour des multinationales responsables,≤100,2
131066326987,SP Kanton Zürich,SP Kanton Zürich,≤100,7
18087904183,PLR,PLR,≤100,1
102014399307738,Direkt,direkt,≤100,5
1562216347422974,Esther Friedli,Esther Friedli,≤100,2
888626258006362,"Barbara Gysi, Nationalrätin SP",Barbara Gysi,≤100,3
1579272705641700,Gabriela Suter,Gabriela Suter,≤100,7
15733998334,FDP,FDP,≤100,1
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,≤100,4
169510248558,Die Mitte - Le Centre,Die Mitte,≤100,5
259871484198551,Thomas Matter,Thomas Matter,≤100,1
115010674866173,prospettivasvizzera.ch,IG Wirtschaftsverbände,≤100,5
618765881570878,EKS,Elektrizitätswerk des Kantons Schaffhausen AG,≤100,2
120307884715130,Les Vert•e•s Valais - Grüne Wallis,Les Vert•e•s Valais - Grüne Wallis,≤100,1
100341315500438,Kirchensteuern sei Dank - St.Gallen,Katholischer Kofessionsteil des Kantons St.Gallen,≤100,4
104460881166122,Pro Natura Valais / Wallis,Pro Natura Valais / Wallis,≤100,2
335404453537186,Die Mitte Binningen-Bottmingen,Die Mitte Binningen-Bottmingen,≤100,1
1991942507517845,Römisch-Katholische Kirche im Aargau,Römisch-Katholische Landeskirche des Kantons Aargau,≤100,6
921336971288655,Nagra,Nagra,≤100,2
1741098286126301,Die Mitte Appenzell Ausserrhoden,Die Mitte Appenzell Ausserrhoden,≤100,17
