Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,18453,5
128057147245421,San Mig Light,San Mig Light,14901,3
109322002065194,EKIS,EKIS,10420,35
75665129515,Go Negosyo,Go Negosyo,5156,2
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,4493,5
547821942058909,Pilipinas Today,WFPH,4454,42
1566478310240623,Francis Tolentino,Francis Tolentino PH,3833,20
1096538887134446,Reuters Plus,These ads ran without a disclaimer,3764,2
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",2947,6
325780477966356,Geo 24/7,Energy Development Corporation,2903,19
109048838563356,"Doc Christine Arquiza, MD",These ads ran without a disclaimer,2547,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2394,2
701517253228758,DOSTv,DOSTv,2321,5
495629064258114,Lolita Karen Javier,Lolita Karen Javier,2201,3
1922749344643532,The World Tonight,The World Tonight,2019,22
271951029934631,Diego Silang,Diego Silang,1839,1
269175894020945,Pilipinas Today,WFPH,1570,14
1571061213111533,GlobeICON,Globe Telecom,1296,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1288,4
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,1271,2
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1250,2
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,1203,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1196,1
107701168822758,Aksyon TV,Aksyon TV,1099,3
257830240980106,Ronnie Dadivas,Roxas City United,1083,2
2271543113085523,Pilipinas Today AM,WFPH,1060,6
126919387470670,Rufus B. Rodriguez,Rufus B. Rodriguez,999,7
1759941490758280,Jerry Treñas,Jerry Treñas,912,12
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,851,3
1485006188181879,WES Gatchalian,WES Gatchalian,832,1
154386154617,WWF-Philippines,WWF-Philippines,742,2
105929115643626,Caroline Tanchay,Caroline Tanchay,737,5
197228454141593,TNTV6,TNTV6,713,1
186667502068528,Larry De Costa,WFPH,688,11
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,678,1
1332938170076882,Tatak QC,Polsure,643,2
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,633,2
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,588,3
558694637671776,Congressman  Pantaleon Alvarez,Congressman  Pantaleon Alvarez,567,1
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,555,1
330818486937353,John Dalipe - Page,John Dalipe - Page,549,2
105910268672335,Pinaura ka ni Sandy Javier,Pinaura ka ni Sandy Javier,529,2
149809633885754,Selena Andrews,These ads ran without a disclaimer,527,1
100170811672425,Pilipinas Today Kyusi,WFPH,522,3
1535594466686140,Aboitiz,Aboitiz,511,1
102081865474762,Kiddie Learning Train,Philippine Business for Education Inc.,483,2
147975588597216,Stratbase,Stratbase,480,2
103234338747358,MJournal,MJournal,480,1
101009635619821,Istorya Ta,Hook Digital,474,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,451,6
114540208900132,Erico Aris Aumentado,Erico Aris Aumentado,450,1
705660422953865,About Metro Pacific,WFPH,440,6
112349842135719,Center for Global Best Practices,These ads ran without a disclaimer,401,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,397,6
105619205369684,Congresswoman Ching Bernos,Congresswoman Ching Bernos,395,3
103485755951862,EDCOM 2 - Second Congressional Commission on Education,Education Commission II,383,2
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",369,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,368,1
112952897079549,Energy Development Corporation,Energy Development Corporation,346,4
118263363420286,Pilipinas Ilocos Today,WFPH,345,3
104955062184489,BBM Movement,UEEI Consorcia Inc,345,1
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,342,1
113178534485189,OFW Party List,OFW Party List,320,4
103485942191411,Juan Bulletin,Polsure,315,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,306,3
176725369945441,Pilipinas Today,The World Tonight,294,4
150330215080785,The Honors Tutorial Center,These ads ran without a disclaimer,281,1
107463358538636,planetGOLD Philippines,planetGOLD Philippines,279,4
111518131388232,CharityPhilippines.org,CharityPhilippines.Org,279,1
113141712082464,Ruth Mariano Hernandez,Ruth Mariano Hernandez,271,1
118732699525101,R8B Events Management,R8B EVENTS MANAGEMENT SERVICE,268,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,253,2
107722448544270,UniTeam Burger,These ads ran without a disclaimer,239,1
103206424893248,Davao Consumer Movement,Davao Consumer Movement,239,1
225822810955433,Bangsamoro News,Bangsamoro News,229,1
110505531540054,Hon. Tata Ortega-Casetta,Hon. Tata Ortega-Casetta,222,2
226677414910322,Congresswoman Baby Aline Vargas Alfonso,Congresswoman Baby Aline Vargas Alfonso,222,2
223618785182273,Pilipinas,WFPH,221,3
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,211,1
