Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,165,6
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,18
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,14
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,9
162926690478548,Oslobodjenje,Oslobodjenje,≤100,2
109652028193268,Revizije info,Revizije info,≤100,15
111544041335161,Antikorupcija info,Antikorupcija info,≤100,15
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,14
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,3
104992122558073,Valter.Portal,Valter.Portal,≤100,2
104428129315361,Hajrudin Kozarević - Kandidat za gradonačelnika grada Živinice,SDP Zivinice,≤100,3
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100,4
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,4
147315858633088,Istinomjer,Istinomjer,≤100,14
1494057107558990,Javna rasprava,Javna rasprava,≤100,8
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100,1
151296002169571,Jelena Trivic,Jelena Trivic,≤100,1
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100,3
2401351939921390,Raport.ba,Raport Media Group,≤100,1
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100,1
300938656761371,Fondacija Boris Divković,Fondacija Boris Divković,≤100,1
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,1
585772551567679,Perspektiva,Perspektiva,≤100,2
332496257320171,Alen Girt,Alen Girt,≤100,1
197596636939679,tacno.net,Tacno.net,≤100,1
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100,1
506759763041477,Čapljina u srcu,Pero Previšić,≤100,2
968019463291751,Arnel Isak,DEV DOT,≤100,1
133098676736404,Ramo Isak,DEVDOT S.D.,≤100,1
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,1
113902691579245,Amer Avdičević,Amer Avdičević,≤100,1
102343781660824,Ajdin Holjan,Ajdin Holjan,≤100,2
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
102092095798552,BLink.ba,Vedran Sevcuk,≤100,1
363591730423383,GS1 Bosne i Hercegovine,These ads ran without a disclaimer,≤100,1
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,1
103400352569514,ibrahimbesincitr,These ads ran without a disclaimer,≤100,1
100427526341454,Active active,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,2
14957887077,Freedom House,These ads ran without a disclaimer,≤100,1
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,2
