Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,27550,20
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,18226,17
608975645850217,Vattenfall,Vattenfall Sverige,18127,35
126567104406,Hyresgästföreningen,Hyresgästföreningen,17102,62
151159271594797,Systembolaget,Systembolaget,13657,7
369582590803,Dagens ETC,ETC-tidningarna,10225,28
161213770567846,Operation Smile Sverige,Operation Smile Sverige,10129,31
72659261793,Rädda Barnen,Rädda Barnen,8417,59
162985227114132,Skellefteå Kraft,Skellefteå Kraft,7277,12
111630258867610,Röda Korset,Röda Korset,6749,20
109886133732943,RESCUE - Sverige,RESCUE - Sverige,6476,2
382243262003,Plan International Sverige,Plan International Sverige,6181,11
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6039,25
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,5228,22
109969847586061,Morgon-Tidningen,AIP Media,4662,7
101341883359561,Matsmart Sverige,Matsmart,4530,7
95735961890,Greenpeace Sverige,Greenpeace Sverige,4439,80
130040890394815,Skånetrafiken,Skånetrafiken (Region Skåne),4409,4
150057951690751,OKQ8,OKQ8,4094,8
19746853632,Djurens Rätt,Djurens Rätt,3975,5
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3927,37
186513678039755,Fortum,Fortum Sverige,3841,23
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,3416,6
59324455950,UNICEF Sverige,UNICEF Sverige,3163,7
643137272398136,Sverige för UNHCR,Sverige för UNHCR,2967,20
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,2722,9
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,2600,8
178362315106,European Parliament,European Parliament,2539,7
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2489,34
18880778360,ActionAid Sweden,ActionAid Sweden,2285,4
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,2245,4
193309030695120,UR,UR,2135,20
379686162129542,Svea Bank,Svea Ekonomi,1961,6
223302541061447,Nema Problema,Nema Problema,1959,52
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1933,35
165168156799,Göteborgs-Posten,Göteborgs-Posten,1786,4
98623096089,Lantmännen,Lantmännen,1646,2
8040892957,Socialdemokraterna,Socialdemokraterna,1571,18
676246449160270,Sverigedemokraterna,Sverigedemokraterna,1544,7
440345132668081,UL,UL,1533,1
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,1491,3
314872662206,Ekonomifakta,Ekonomifakta,1489,81
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1488,8
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,1487,1
249195615122371,Sara Skyttedal,Sara Skyttedal,1392,2
279974638809211,Oxfam Sverige,Oxfam Sverige,1364,8
42676805259,Diakonia,Diakonia,1291,15
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1207,25
245214805905370,Konkret,Opulens Förlag AB,1196,12
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,1189,4
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,1183,5
130666626950917,Öresundskraft,Öresundskraft,1176,1
183512318424647,Magdalena Andersson,Socialdemokraterna,1123,6
323156205347,Vänsterpartiet,Vänsterpartiet,1066,11
236879092476,Håll Sverige Rent,Håll Sverige Rent,1051,24
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,940,25
112338252157105,Viskadalen,Viskadalen,939,2
179931025357058,Kommunal,Kommunal,891,8
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,870,7
195379633820701,Svenskt Kött,Svenskt Kött,822,20
769689373178831,Sjukvårdspartiet Västernorrland,Sjukvårdspartiet Västernorrland,801,1
175656912484553,Unionen,Unionen,757,17
212604496324,Fackförbundet ST,Fackförbundet ST,710,33
237146235237,Timbro,Tankesmedjan Timbro,698,43
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,691,3
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,671,28
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,652,1
181590825305317,COWI Sverige,COWI Sverige,648,10
133148933394485,Socialdemokraterna i Malmö,Socialdemokraterna i Malmö,635,9
125777020786691,Mikael Damberg,Socialdemokraterna,632,3
518144408210153,Våra barns klimat,Våra barns klimat,629,3
112635368770882,Socialdemokraterna i Kronoberg,Socialdemokraterna i Kronoberg,623,2
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,606,16
24574889995,Charlie Weimers MEP,Charlie Weimers MEP,603,1
166406746310,Resumé,Resumé,597,2
261455205686,LRF,LRF,591,4
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,564,4
113710601984970,Barnfonden,Barnfonden,561,9
576845979156129,Techarenan,Techarenan,558,3
103296115466644,Skattenytta,Kommissionen för Skattenytta,551,8
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,542,4
328754490337,Vårdförbundet,Vårdförbundet,541,26
178193355556765,Nordström Assistans AB,Nordström Assistans AB,521,4
412192732132640,ECPAT Sverige,ECPAT Sverige,516,20
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,503,3
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,485,18
300290481979,Södertälje kommun,Södertälje kommun,482,1
118090278221826,Erikshjälpen,Erikshjälpen,481,3
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,469,16
290735261080438,Moderaterna i Göteborg,Moderaterna i Göteborg,451,3
312084019369,Dagens Medicin,Dagens Medicin,446,1
212284955495610,Elektrikerna,Elektrikerna,434,3
128074247474,Björn Lundén,Björn Lundén AB,429,1
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,415,3
