Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
101665683225827,José Luna Gálvez - Pepe Luna,Laidy Diana Peceros Espinoza,8720,9
119723768043679,Grupo Verona,Giovanni Domenico Verona Baluarte,1230,16
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,1058,6
264223880347121,Lampadia Oficial,LAMPADIA,336,63
153023865485753,Werner Salcedo,Eloy Díaz,185,3
377126002943328,Reconstrucción Nacional,Marvin Vila,174,6
1897126257190528,Instituto Latinoamericano de Capacitaciones Jurídicas-ILCJ,ILCJ,140,49
462790453744032,Sutep,Sindicato Unitario de Trabajadores en la Educación del Perú - SUTEP,127,4
142062936237878,Goberna,Goberna,≤100,21
107972128106412,Adelante Perú,Adelante Peru,≤100,1
104264071546502,Asociación de Regidores del Perú - ARPE,Liset Teodocia Valdivia Trujillo,≤100,1
109186465355018,Las Lilas - Perú,Las Lilas,≤100,10
534284396949027,Ilich López,Renzo Jireh Casas Torres,≤100,5
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100,8
501011359923743,IDL-Instituto de Defensa Legal,Jose Del Carmen Rojas Chuya,≤100,2
235551359867840,CooperAcción,CooperAcción,≤100,2
1413556535603177,Raúl Díaz Pérez,Raúl Diaz Pérez,≤100,1
495706950531442,Pepe Feria,Maria Marleny Elias Amaya,≤100,2
687691121319854,Ernesto Álvarez Miranda,Ernesto Julio Alvarez Miranda,≤100,2
112755042067857,Instituto Peruano de Economía - IPE,Instituto Peruano de Economía - IPE,≤100,1
103215021752312,Alejandro Soto Reyes- Congresista de la República,Phenelope Jhoana Contreras Cabezas,≤100,5
729149373915986,Rextie,Rextie,≤100,2
115982294432131,Noticias Perú,Daniel Eduardo Salazar,≤100,1
113857973395461,Luis Angel Aragón - Congresista de la República,Diego Alonzo Alvarez Guevara,≤100,4
593247027692875,Zumel Trujillo Gobernador,Zumel Trujillo 2022,≤100,1
482342095243763,Lucho Molina - Lima,Angel Daniel Neira Zavala,≤100,2
106395164602216,Juan Burgos,Luis Alberto Chavarry Gutierrez,≤100,1
1944125098949887,Juan Tonconi,Juan Tonconi Quispe,≤100,1
506111559721201,Mirelo Loreto,Cristian Aguirre Sahuarico,≤100,2
1275465342519887,Servicios Educativos El Agustino,SERVICIOS EDUCATIVOS EL AGUSTINO,≤100,1
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,≤100,1
100330785132565,Saca tu cuenta,Juan Jose Garcia Chau,≤100,1
1805183599788143,Silvia Monteza,Héctor Melgar Sandoval,≤100,1
1490129174650573,OIM Perú,Organización Internacional para las Migraciones - OIM Misión en el Perú,≤100,1
341727142519006,Demus-Estudio para la Defensa de los Derechos de la Mujer,DEMUS - Estudio para la Defensa de los Derechos de las Mujeres,≤100,1
452590211600105,Alfredo Quispe Pariona,Alfredo Quispe Pariona,≤100,1
103763702518356,Mecanismo de Gobernanza Territorial,Arnol Piedra Sosaya,≤100,1
123499641078558,Superintendencia del Mercado de Valores - SMV,These ads ran without a disclaimer,≤100,1
117327768313563,Pólemos,Naomi Chuis Grandes,≤100,3
316564475960113,Estudio Jurídico Tarazona & Asociados,Diego Alberto Isla Yengle,≤100,5
1661718987196019,Familia Colán - Perú - Nueva Pagina,These ads ran without a disclaimer,≤100,1
131347596900240,Servindi,Arnol Piedra Sosaya,≤100,4
1650216218535063,Oceana Perú,Oceana Perú,≤100,1
102009868271044,Noticias Piura,Jackson Zegarra,≤100,1
512705112128669,Coopac San Martín de Porres,Cristhian Alexander Boza Flores,≤100,1
115806960260634,Juan Carlos Mori,Franco Javier Rios Flores,≤100,1
2013674292193994,EISAF - Instituto Europeo San Francisco,These ads ran without a disclaimer,≤100,1
1254455981284350,Otto Guibovich,Otto Napoleon Guibovich Arteaga,≤100,1
728280607532679,Paracas Para Todos,Roger Conislla Morales,≤100,1
363305444102307,Escuela De Gestión Municipal y Gobierno,These ads ran without a disclaimer,≤100,1
161024241267665,Julio César Silva Meneses - Abogado,Julio César Silva Meneses,≤100,1
507782499397948,Fundación Art Atlas,Gabriel Valdivia Málaga,≤100,1
320377781335977,Grupo de Psicología Política y Social - PUCP,Agustín Pezzia Espinosa,≤100,1
455802295156178,Nuestramerica TV,Crhistian Jorge Peralta Ramírez,≤100,1
925099280862495,Joel Parimango,Joel Ronal Parimango Alvarez,≤100,1
100283442359203,Fernando Arce Alvarado - Parlamentario Andino,Javier Fernando Arce Alvarado,≤100,1
629859510447285,Victor Meoño - Alcalde de Nauta 2026,Víctor hugo Meoño zavaleta,≤100,1
1516683621782214,Fuerza Ciudadana - Perú,Sergio Miguel Garcia,≤100,1
446695028860294,NotiCentro - Perú,Graciela Monica Yzarra Diaz,≤100,1
751269661657206,Bayer Crop Science México,These ads ran without a disclaimer,≤100,1
196140697656186,Len Corell,Ricardo Felix Coral,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,4
102471834787899,Manuel Encalada,Manuel Alfonso Encalada Oncihuay,≤100,1
105566838477273,Leonor Carolina Romero - Abogada,Julio César Silva Meneses,≤100,1
359135868132170,GRUPO RICUY SAC,GRUPORICUY,≤100,1
102153471654987,La vida en una historia.,These ads ran without a disclaimer,≤100,1
210568742399924,Coritex Moda,These ads ran without a disclaimer,≤100,6
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100,4
100711962771781,Perú Noticias,Raúl Antonio Sánchez Villacorta,≤100,1
