Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,2521,16
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,2131,3
102668075081968,"Фонд премии ""Генезис""","Фонд премии ""Генезис""",1687,1
104015018553973,The Genesis Prize - פרס בראשית,Genesis Prize Foundation,1666,1
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1413,11
1662907067255622,איגוד הגז הטבעי,Unik,1196,7
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1032,8
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1018,48
104743111658191,Ron Ben Shushan,רון בן שושן,971,3
204780362875106,מקור ראשון,מקור ראשון,968,113
767262423350854,פורום הדיור הציבורי,Danny Gigi,876,5
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,815,2
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,738,56
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,638,24
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,616,13
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,591,12
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,551,1
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",515,14
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,514,2
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,500,4
558702227875758,רוני רימון,רוני רימון,493,1
1073548259341247,לובי 99,לובי 99,486,2
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,רז קינסטליך - ראש עיריית ראשון לציון,450,2
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,445,2
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,439,4
604890186681585,מור ויצמן,Mor Weitzman,424,1
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,420,6
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,413,4
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,403,3
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,400,15
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,396,11
252249218636564,אג'יק أجيك Ajeec Nisped,אג'יק أجيك Ajeec Nisped,395,3
137449656335533,Amnesty International Israel,Amnesty International Israel,356,11
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,355,5
197116387064211,משרד התרבות והספורט,משרד התרבות והספורט,346,1
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,344,25
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,332,25
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,326,7
790149967713981,דרכנו,דרכנו,318,2
100301088671913,Tal Hershkovitz,Tal Hershkovitz,317,1
101600712771452,ענבל חרמוני,ענבל חרמוני,309,2
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",298,12
108787681841168,רישיון נשק בקליק,Michael Michel Levi,295,2
1160881603976024,מס אמת לרכב עבודה,מס אמת לרכב עבודה,292,1
172654247853282,Shenhav musanbar,Shenhav Musanbar,279,4
500238833397356,ציפי ברנד,ציפי ברנד,277,1
100255059520803,שאמה 38,רמת גנים בעד רמת גן,273,1
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,267,3
682178658591430,נחמה בוגין,נחמה בוגין,265,2
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,263,4
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,262,2
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,256,12
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,236,2
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,234,6
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,233,7
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,231,3
256546887847232,עיריית רמת גן,עיריית רמת גן,229,3
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,226,3
103105742291121,ארנון בר-דוד  יו״ר ההסתדרות הכללית החדשה,עוגנים,214,1
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,214,4
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,210,3
325048350950892,רמי גרינברג,עיריית פתח תקוה,205,4
282828765520835,"קטן, בר-טל, טלמור משרד עורכי דין",These ads ran without a disclaimer,203,2
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,201,9
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,188,8
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,187,4
356859544473040,קירות שקופים,רועי שפרניק,181,2
271660011645,"אריק שלו ושות', משרד עורכי דין",Yifat Hazan,176,1
114497231906750,רן קוניק העמוד הרשמי,רן קוניק העמוד הרשמי,175,1
102371638090830,רדיקל,רדיקל - בית לרעיונות,172,4
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",170,8
174138752627879,עצומה,עצומה,169,3
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,165,4
106136394376777,Idan Yakov,Rama Yarimi,163,12
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,160,6
101239494734728,מאבק קליניאיות התקשורת והמרפאות בעיסוק,האגודה הישראלית של קלינאי התקשורת,156,2
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",150,6
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,149,4
389976174446991,"יקותיאל ושות' משרד עורכי דין מומחים בהתחדשות עירונית, פינוי בינוי ותמ""א 38",Yifat Hazan,148,2
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,145,4
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,144,2
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,137,6
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,135,2
2051373538305014,"קרן שח""ף","קרן שח""ף",134,3
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,132,2
281651925267113,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,132,6
107698738576280,Sowtna,Unik,130,1
370270343005611,ישראל ביתנו,ישראל ביתנו,130,2
1443071125939789,שיחה מקומית,שיחה מקומית,124,9
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",123,2
104222621115858,הביטחוניסטים,הביטחוניסטים,118,2
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,112,4
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,110,1
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי,110,6
103318245674813,שווה בשווה- ikuli kuli,עולים ביחד,110,3
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,Amit Winder,110,1
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,107,9
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,102,4
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,102,7
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,≤100,3
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,≤100,2
126099790738165,אנימלס,אנימלס,≤100,3
501512673192146,Авигдор Либерман,ישראל ביתנו,≤100,2
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,≤100,2
390078575091,"עמותת בית חם - לטיפול, שיקום ושילוב משמעותי בקהילה",בית חם,≤100,2
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100,4
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,محامون من أجل إدارة سليمة - Lawyers for Good Governance,≤100,5
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,≤100,4
190496434307366,חירייה | המרכז לחינוך סביבתי | Hiriya,חירייה - המרכז לחינוך סביבתי,≤100,1
103183301914371,כוח של אמא,Nataly Milner,≤100,1
114869678131807,משמר החינוך הממלכתי,משמר החינוך,≤100,8
112910535448250,תנועת רגבים,תנועת רגבים,≤100,1
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,≤100,1
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,≤100,1
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,≤100,2
100980849562500,Guy Naveh,Guy Naveh,≤100,1
698427173532872,חופות - מבית השגחה פרטית,חופות,≤100,1
221429664638160,קדמה,קדמה,≤100,3
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,≤100,4
472693929419351,עיריית כפר יונה,עיריית כפר יונה,≤100,1
103851895179872,אמהות לביאות,Nataly Milner,≤100,1
193264714026809,Emunah אמונה,ארגון אמונה,≤100,1
106396902115076,فادي عراقي مهنية - ارادة - قدرات,فادي عراقي مهنية - ارادة - قدرات,≤100,2
142062606449584,משה (קינלי) טור-פז Moshe Turpaz,קינלי טור-פז,≤100,1
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,≤100,2
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,4
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100,2
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100,6
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,≤100,17
108433902545902,Geneva Initiative,יוזמת ז'נבה,≤100,2
164514821050422,בועז שלמה,בועז שלמה,≤100,2
954031624746112,סימה כחלון - מועצת עומר,סימה כחלון - מועצת עומר,≤100,1
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100,10
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,≤100,2
155570487882563,בית ספר רעות ירושלים,בית ספר רעות ירושלים,≤100,5
239989316604823,יואב קעטבי,יואב קעטבי,≤100,3
368008289967391,יואל גמליאל,Yoel Gamliel,≤100,1
319459201991688,א.ב.א - אגוד בתי אבות ודיור מוגן,א.ב.א - אגוד בתי האבות,≤100,1
136456246407342,לשכת סוכני ביטוח,Tal Sanderoni,≤100,5
1354359724719468,"הסתדרות המעו""ף","הסתדרות המעו""ף",≤100,3
171948013605622,יצחק מירון תנופה לעפולה,Tnufaleafula,≤100,1
340069009019,ice אייס,ice אייס,≤100,15
198917210119704,שלום עכשיו,שלום עכשיו,≤100,3
398049806899185,רדיו 99.5 - חם אש,רדיו 99.5 - חם אש,≤100,1
114884923663318,"מקו""ם - מועצת הקבוצות והקהילות המשימתיות בישראל",Unik,≤100,1
111604720373428,הפורום הישראלי למשפט וחירות,הפורום הישראלי למשפט וחירות,≤100,4
100364191595090,הדסה - המרכז הרפואי של סוכני הביטוח,בית חולים הדסה,≤100,4
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,≤100,6
489585357777964,"המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל","המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל",≤100,12
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,≤100,1
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100,1
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,≤100,1
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100,1
1710352505687844,משה ליבר - Moshe Liber,משה ליבר,≤100,2
273512049367435,האגודה למען הלהטב בישראל,האגודה למען הלהטב בישראל,≤100,1
221885774492166,לשכת המסחר,לשכת המסחר,≤100,1
537993479619524,אבי אלקבץ עפולה אחת,אבי אלקבץ,≤100,2
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,≤100,5
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100,2
248788905529463,Детали / новости Израиля,Детали / новости Израиля,≤100,2
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,≤100,3
450583275090800,אלי כהן - Eli Cohen,Eli Cohen,≤100,1
108871831952328,רוח מערבית,רוח מערבית,≤100,2
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,≤100,3
1000293466651925,מירב בן ארי - Merav Ben Ari,מירב בן ארי - Merav Ben Ari,≤100,2
106801758928583,המזרח התיכון - סיקור כלי התקשורת במדינות ערב,Danel Salim,≤100,2
110897178941008,מרכז אדוה,מרכז אדוה,≤100,4
139922199493073,גבעת חביבה چڤعات حبيبة,גבעת חביבה چڤعات حبيبة,≤100,1
378985879235977,ערן דורון- Eran Doron,מועצה אזורית רמת הנגב,≤100,1
227073477334754,אופיר שפיגל - יחסי ציבור,אופיר שפיגל תקשורת וקשרי ממשל,≤100,4
259585924100042,Regavim,Regavim,≤100,2
424140048151593,אזרחים ותיקים - חולון,אזרחים ותיקים - חולון,≤100,2
