Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
116269191760882,DSB,DSB,10687,3
399210657232918,PlanBørnefonden,PlanBørnefonden,5791,33
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5681,15
65929129383,Røde Kors,Røde Kors,5402,41
72672361910,Børns Vilkår,Børns Vilkår,5384,14
55365680705,Greenpeace Danmark,Greenpeace Danmark,4630,36
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,4361,6
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,3682,3
26458152911,SOS Børnebyerne,SOS Børnebyerne,3114,26
250994288337708,Sex og Samfund,Sex og Samfund,2765,25
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,2329,2
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,2294,4
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,2272,9
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2230,17
12787473132,Berlingske,Berlingske,2084,43
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1928,20
20303574131,Nationalmuseet,Nationalmuseet,1710,34
110321008383861,Red Barnets landsindsamling,Red Barnet,1692,134
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1643,3
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1633,44
12860228293,Politiken,Politiken,1512,34
121570596369,CARE Danmark,CARE i Danmark,1416,12
437410226312057,Københavns Kommune,Københavns Kommune,1405,10
106737299409142,Folkemødet,Foreningen Folkemødet,1321,3
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,1262,26
304554445813,Videncentret Bolius,Videncentret Bolius,1246,14
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1208,1
867877683280051,Weekendavisen,Weekendavisen,1080,33
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1065,7
102154048301476,Lederstof.dk,Lederne,1031,27
1033120613483808,AURA,AURA,1010,3
133707013355759,Danner,Danner,980,1
1684646181850363,TjekDet,TjekDet,959,1
178362315106,European Parliament,European Parliament,895,11
183887801641951,Verdens Skove,Verdens Skove,861,2
36664432940,Amnesty International Danmark,Amnesty International Danmark,823,8
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,772,3
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,765,6
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,751,7
304554445813,Videncentret Bolius,Bolius,672,3
126543540781090,Ældre Sagen,Ældre Sagen,669,10
246977185497434,Plastic Change,Plastic Change,651,29
748887235210811,Obton Forvaltning A/S,Obton A/S,635,7
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,584,1
1653030171620285,Wefood,Folkekirkens Nødhjælp,534,3
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,506,6
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,506,19
125934997444897,SuperBrugsen,Coop,503,1
167891603415958,Lederne,Lederne,481,3
287306323369,Børnecancerfonden,Børnecancerfonden,476,2
110560691837684,SolCompagniet,SolCompagniet,473,18
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",429,3
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,429,11
356520931077196,Europabevægelsen,Europabevægelsen,425,9
130388840342741,Danske Bank,Danske Bank,423,5
529124290474705,Nikolaj Villumsen,Enhedslisten,386,1
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,375,3
2252326791657399,Casper Pedersen,Casper Pedersen,345,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,324,5
1704424023182897,Politiken Historie,Politiken Historie,318,11
105511328705392,HØRT,Børns Vilkår,313,3
520449347983427,Dansk Folkeparti,Dansk Folkeparti,295,12
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,279,1
299880716702992,KIU - Patientforeningen Kræft i underlivet,KIU - Patientforeningen Kræft i underlivet,278,1
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,262,3
645454495955240,Madmødet,Madmødet,248,16
239624940212,HK Kommunal,HK Kommunal,240,2
154415494575789,IDA,IDA,216,4
246097715413231,Alkohol & Samfund,Alkohol & Samfund,214,11
145392175531068,JydskeVestkysten,JydskeVestkysten,206,1
657491824390744,Spring Copenhagen,Spring Copenhagen,192,10
708245239243699,Dansk Beton,Dansk Beton,191,3
257480614286065,Den Sorte Diamant - Det Kgl. Bibliotek,Det Kgl. Bibliotek,190,1
49348971479,Pia Olsen Dyhr,SF,187,3
52824116986,Testrup Højskole,Testrup Højskole,181,1
314676938743,DM din akademiske fagforening,DM,170,8
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,158,2
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,158,3
336333896418452,Assens Kommune,Assens Kommune,155,4
111561545539837,Krigsmuseet,Krigsmuseet,153,3
334571029981175,DM og MA studerende,DM,153,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,150,1
186645960378,Danwatch,Danwatch,147,6
550512865030230,Promissio,Promissio,145,3
182121298931589,Odense Kommune,Odense Kommune,145,1
67571270393,Red Barnet,Red Barnet,140,3
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,134,10
217135424459,Karen Blixen Museum,Karen Blixen Museum,121,4
127053307468851,Foreningen Norden,Foreningen NORDEN,121,5
622795374413773,Venstre i Favrskov,Venstre i Favrskov Kommune,120,2
924692171033381,"UNHCR, FN’s Flygtningeorganisation",These ads ran without a disclaimer,118,1
494902077334290,Tuborgfondet,Tuborgfondet,116,2
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,115,14
163693837526135,Ann Lindhardt,Ann Lindhardt,111,1
111095867334448,Rent Hav,Rent Øresund,107,1
113453761633742,Fairpris.dk,These ads ran without a disclaimer,107,1
141343589252160,Dansk Industri - DI,Dansk Industri,≤100,2
390925417751473,Erling Bonnesen,Erling Bonnesen,≤100,1
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,≤100,3
109697718495403,Usagco - Immigration Consulting Firm,These ads ran without a disclaimer,≤100,1
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),Danmarks Socialdemokratiske Ungdom,≤100,1
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
156750397714790,AOF Danmark,AOF Danmark,≤100,1
1282577791766364,Kirsten Normann Andersen,SF,≤100,2
2079502855459920,Charlotte Broman Mølbæk,SF,≤100,1
297422283612612,TotalEnergies,TotalEnergies,≤100,3
1246666085407861,Karsten Hønge,SF,≤100,2
144098125661833,Nordea Invest,Nordea Invest,≤100,3
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100,4
12390252419,Region Nordjylland,Region Nordjylland,≤100,1
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100,1
862049590591113,Lærerstandens Brandforsikring,Lærerstandens Brandforsikring,≤100,1
74796954245,SF,SF,≤100,2
517462625009133,Folketinget,Folketinget,≤100,1
1988396728052020,Enhedslisten Roskilde,Enhedslisten Roskilde,≤100,1
821686444837174,Billund Kommune,Billund Kommune,≤100,3
29097589538,Årsskriftet Critique,Årsskriftet Critique,≤100,2
310714677736,Dansk Arkitektur Center - DAC,These ads ran without a disclaimer,≤100,1
341299649231023,Zetland,Zetland,≤100,4
28159151157,FOF København,FOF København,≤100,1
566833830145315,Familielandbruget Sydvest,Familielandbruget Sydvest,≤100,1
111210480291603,European Youth International,European Youth International,≤100,3
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100,2
243765466796,Vejle Kommune,Vejle Kommune,≤100,2
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,≤100,1
109777417966097,Syddjurs LIV,SyddjursLIV,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,5
154061294635079,Socialdemokratiet i København - SIK,Socialdemokratiet i København,≤100,1
919455131429709,SUND Forskning,These ads ran without a disclaimer,≤100,2
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,≤100,1
101342846044390,For You 1,These ads ran without a disclaimer,≤100,2
106944815632678,E-demokratiet,e-demokratiet,≤100,2
162788300598203,Enhedslisten Lyngby,Enhedslisten Lyngby,≤100,1
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100,1
322853351534278,Os Om Havet,Os Om Havet,≤100,1
852608988134698,Tikko,Tikko,≤100,1
141140922630894,RED Center,RED Center,≤100,1
112066403983709,Harun Demirtas,Harun Demirtas,≤100,2
107019152345169,Familielandbruget LRS - Vejle,Familielandbruget LRS - Vejle,≤100,1
100454262804823,Fyns Familielandbrug,Fyns Familielandbrug,≤100,1
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100,1
106882758434803,Sønderjysk Familielandbrug,Sønderjysk Familielandbrug,≤100,1
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,≤100,4
808135809280401,historiskerejser.dk,Historiske Rejser ApS,≤100,1
506555069410797,Det Konservative Folkeparti i Næstved,Det Konservative Folkeparti i Næstved,≤100,1
114842353261100,Steiner Skolen i Vejle,These ads ran without a disclaimer,≤100,1
109440254274204,Sara Darling Jørgensen,SF,≤100,1
294885907302040,AdResult - Vi skaber online resultater,AdResult ApS,≤100,5
102472071927163,Simon Bauer - Soc.Dem.,Simon Bauer - Soc.Dem.,≤100,4
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100,18
703543806324512,Vi-partiet,Vi-partiet,≤100,1
100263786205970,Job i Altiden Ekko,Altiden Ekko,≤100,1
107575374711850,SAGA DK,Saga,≤100,1
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100,1
472848442798724,Socialdemokratiet i Ringkøbing-Skjern,Socialdemokratiet i Ringkøbing-Skjern,≤100,1
1427831394175028,Mælken.dk,Mælken.dk,≤100,3
1656501457909664,Klima- og Energigruppen Stevns,Klima- og Energigruppen Stevns,≤100,1
482695791907139,Danske Vandværker,Danske Vandværker,≤100,1
1801813133377256,Langenæskirken,These ads ran without a disclaimer,≤100,1
153708144675646,PFA,PFA,≤100,1
2319925761607995,Radio4,RADIO FM4 A/S,≤100,1
216402818434101,Mission Øst,Mission Øst,≤100,1
322117934560128,Mikael Wandel,Mikael Wandel,≤100,1
551870571687070,AKKS - Amatørkultur i Danmark,AKKS - Amatørernes Kunst & Kultur Samråd,≤100,1
104341405982762,AI+ Chat Assistant,These ads ran without a disclaimer,≤100,1
353331228049945,Nicki Ottevig - Byrådsmedlem,Nicki Ottevig - Byrådsmedlem,≤100,1
139239926563404,Pele Broberg,Naleraq,≤100,1
111387662905067,Torben Martinsen,Torben Martinsen,≤100,1
58922745689,Lokallisten i Rudersdal,Lokallisten i Rudersdal,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
213185957376123,JP Randers,These ads ran without a disclaimer,≤100,1
110339967042411,LastObject,These ads ran without a disclaimer,≤100,2
106331474473738,Esport Mobile,These ads ran without a disclaimer,≤100,1
226830347447361,NordVPN,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
107672048688554,Aproudtee,These ads ran without a disclaimer,≤100,1
101628406259500,Monyka Prince,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
495297847177818,3D WALL Panels Italia,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,2
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100,1
140827169291068,Infosecurity Europe,These ads ran without a disclaimer,≤100,2
1056162421085650,Research Features,These ads ran without a disclaimer,≤100,1
101302478014531,Global Alliance of Universities on Climate,These ads ran without a disclaimer,≤100,1
102224898933734,MindDig,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,2
108350544421634,How&Why,These ads ran without a disclaimer,≤100,1
112360458458828,emp_one,These ads ran without a disclaimer,≤100,1
695045403877568,Competitions.archi,These ads ran without a disclaimer,≤100,2
947704582025685,Daze,These ads ran without a disclaimer,≤100,1
177985135560560,Ultimaker,These ads ran without a disclaimer,≤100,2
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,3
