Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,5226,48
101752816121381,Energia gazowa,These ads ran without a disclaimer,4561,10
106204692244510,Jigsaw Polska,Jigsaw,4126,2
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,3657,5
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,2310,39
104211422472400,AJC Central Europe,AJC with Facebook ad credits,2255,7
57544755889,Amnesty International Polska,Amnesty International Polska,1699,48
91021863613,Szlachetna PACZKA,Stowarzyszenie Wiosna,1138,37
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,1118,16
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,1055,2
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,847,3
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,835,5
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,821,148
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,811,2
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,779,22
106645538927529,Da się.,Fundacja Archipelag Inicjatyw,776,5
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,726,4
228168274881,wysokieobcasy,wysokieobcasy,690,16
203627442993022,Portal Oświatowy,Wiedza i Praktyka,611,9
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,606,14
1814756408784280,Centrum Koordynacji Projektów Środowiskowych,Centrum Koordynacji Projektów Środowiskowych,594,4
513969188677442,Compassion Polska,Compassion Polska,585,19
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,562,2
178362315106,European Parliament,European Parliament,555,5
237466786344157,European Movement,European Movement International,538,8
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,508,84
69153026654,Jerzy Buzek,Jerzy Buzek,425,4
178415208919146,Solidarna Polska,Solidarna Polska,389,3
930978763646427,Stanisław Tyszka,Biuro Poselskie Posła na Sejm RP Stanisława Tyszki,353,2
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,348,1
1227194230675141,Pratia,Pratia SA,339,11
173086948664,Infor.pl,Infor.pl,318,11
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,300,14
50063176484,TVN24,TVN,295,15
100302862419697,"Wielkopolska, tej",UMWW,279,6
273827962690526,Otwarte Klatki,Otwarte Klatki,264,9
106128072308178,Uwolnijwiatraki.pl,Polskie Stowarzyszenie Energetyki Wiatrowej,242,10
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,227,5
151335091681888,Studium Europy Wschodniej UW,Adam Błonowski,226,3
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,226,47
104442609633150,Lubuskie,Lubuskie,225,3
1659680027600979,Bydgoski Budżet Obywatelski,bydgoszcz.pl,219,25
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,217,44
