Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,5775,8
964080723662055,Carlos Subirana Responde,Editorial CSS,297,4
128123870725,Samuel Doria Medina,Samuel Doria Medina,195,1
106403237850347,Goberna Bolivia,Goberna,117,17
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100,2
565643756889694,Viceministerio de Deportes del Estado Plurinacional de Bolivia,Juan Quiroga,≤100,2
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,≤100,2
102196065676160,Prof. Julio Cesar Justiniano - Dogo Concejal,Prof. Julio Cesar Justiniano - Dogo Concejal,≤100,1
101868822831359,Franz Calderón,Gabo Porcel,≤100,1
113795884973581,Posgrado UPEA,Luis Alejandro Urrutia Monrroy,≤100,2
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100,1
100445694712191,Jairo Guiteras,Jairo Guiteras,≤100,2
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100,1
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100,2
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100,1
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100,1
1159137824203296,FONDESIF,Marion Samantha Miranda Marca,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,1
101172058907487,Victor Alejandro Contreras - Concejal,Victor Alejandro Contreras Chui,≤100,1
375281245833162,Televisión Española Internacional (TVE Internacional),These ads ran without a disclaimer,≤100,1
154272121450264,Fundacion Tierra Sin Mal,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,4
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
106708708228342,School of Humanity,These ads ran without a disclaimer,≤100,1
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
182172915138959,Delfina Foundation,These ads ran without a disclaimer,≤100,1
111541943735996,Egoproof,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
435259723296695,Política Internacional - Otra Mirada,These ads ran without a disclaimer,≤100,1
1744911689126391,12up,These ads ran without a disclaimer,≤100,2
1892960024315209,Red Católicas por el Derecho a Decidir de América Latina y el Caribe,These ads ran without a disclaimer,≤100,1
