Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
160178307760913,מחזקים,מחזקים,1499,8
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1423,6
468634849844348,עיריית אור יהודה,עיריית אור יהודה,1394,9
107217383988190,מגזין אפוק,Epoch Magazine,1313,21
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1283,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1260,10
1073548259341247,לובי 99,לובי 99,1205,7
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,1199,14
114869678131807,משמר החינוך הממלכתי,משמר החינוך,1022,23
109523830757998,דמוקרטtv,דרכנו,1003,12
682178658591430,נחמה בוגין,נחמה בוגין,825,8
101600712771452,ענבל חרמוני,ענבל חרמוני,741,3
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,739,4
104743111658191,Ron Ben Shushan,רון בן שושן,734,3
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,729,2
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,728,12
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",681,32
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,659,2
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,644,10
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,629,2
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,628,1
767262423350854,פורום הדיור הציבורי,Danny Gigi,592,3
325048350950892,רמי גרינברג,עיריית פתח תקוה,589,5
204780362875106,מקור ראשון,מקור ראשון,587,82
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,554,25
356859544473040,קירות שקופים,רועי שפרניק,444,6
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,426,4
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,421,1
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,407,2
174138752627879,עצומה,עצומה,399,5
604890186681585,מור ויצמן,Mor Weitzman,399,1
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,385,4
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",380,11
108787681841168,רישיון נשק בקליק,Michael Michel Levi,349,2
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,347,3
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,347,25
252249218636564,אג'יק أجيك Ajeec Nisped,אג'יק أجيك Ajeec Nisped,325,2
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,רז קינסטליך - ראש עיריית ראשון לציון,319,1
193264714026809,Emunah אמונה,ארגון אמונה,310,2
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",309,1
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,309,4
100301088671913,Tal Hershkovitz,Tal Hershkovitz,307,1
100255059520803,שאמה 38,רמת גנים בעד רמת גן,305,2
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,300,2
137449656335533,Amnesty International Israel,Amnesty International Israel,300,8
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,280,12
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,279,4
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",278,11
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,269,2
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,261,9
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,261,2
107698738576280,Sowtna,Unik,255,1
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,253,9
256546887847232,עיריית רמת גן,עיריית רמת גן,250,2
115519799995644,תרשום אני ערבי,תרשום אני ערבי,243,12
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,236,4
198917210119704,שלום עכשיו,שלום עכשיו,235,4
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,227,2
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,227,2
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,225,2
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,218,2
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,216,9
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,214,3
281651925267113,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,205,7
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,205,1
100978407934166,תנועה ישראלית,Israeli Movement,204,5
972821252763164,צילית יעקבסון - בת מלך,צילית יעקבסון,200,2
124894077550811,ישראל חופשית,ישראל חופשית,199,4
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,199,4
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,198,4
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,196,1
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,192,4
389004391219079,אלון דוידי - Alon Davidi,עיריית שדרות,187,2
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,184,2
102870845957500,ערן ורדון לראשות המועצה האזורית יואב,ערן ורדון לראשות המועצה האזורית יואב,182,13
172654247853282,Shenhav musanbar,Shenhav Musanbar,181,3
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,Amit Winder,171,2
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,160,4
126099790738165,אנימלס,אנימלס,160,5
106586978519694,All•in הבית של הפודקסטים,Allin הבית של הפודקסטים,158,4
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",158,6
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,158,5
139922199493073,גבעת חביבה چڤعات حبيبة,גבעת חביבה چڤعات حبيبة,155,2
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",154,6
319459201991688,א.ב.א - אגוד בתי אבות ודיור מוגן,א.ב.א - אגוד בתי האבות,150,1
106136394376777,Idan Yakov,Rama Yarimi,149,12
790149967713981,דרכנו,דרכנו,147,1
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,145,6
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",134,1
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,133,3
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,131,1
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,128,2
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,127,1
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,122,1
130016887055589,TOV אקטואליה יהודית,These ads ran without a disclaimer,121,1
1443071125939789,שיחה מקומית,שיחה מקומית,120,6
548894211951595,פורום חברות הקדישא,Unik,117,2
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי,116,6
110630465693098,Yedidut Toronto ידידות טורונטו,ידידות טורנטו,112,2
340069009019,ice אייס,ice אייס,111,13
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,108,2
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,106,3
994217980595847,איגוד ערים לאיכות הסביבה נפת אשקלון,Municipal Environmental Association - Ashkelon District,106,2
500238833397356,ציפי ברנד,ציפי ברנד,102,2
119925112062377,חדשות האנרגיה הירוקה,Eitan Parnass,101,1
1354359724719468,"הסתדרות המעו""ף","הסתדרות המעו""ף",101,3
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,101,4
1824323844461002,יקיר שינדלר,יקיר שינדלר,≤100,1
181934751862929,Unik Public Image,Unik,≤100,6
103183301914371,כוח של אמא,Nataly Milner,≤100,1
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,Tomer Skornik,≤100,1
398049806899185,רדיו 99.5 - חם אש,רדיו 99.5 - חם אש,≤100,2
1662907067255622,איגוד הגז הטבעי,Unik,≤100,1
192708810779893,תיאטרון תמונע,These ads ran without a disclaimer,≤100,2
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100,3
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,≤100,1
101529666123079,אוהד טל - Ohad Tal,אוהד טל - Ohad Tal,≤100,1
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,≤100,2
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,≤100,3
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,≤100,2
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי,≤100,1
