Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
532716330164048,Sole Núñez,PautaPY,6825107,9
1468570519872644,Santiago Peña,PRANA SA,6814434,35
101684376194219,Se Van Paraguay,Solucionet Global,3394112,11
196599783696918,Efrain Alegre,Comunicá,2345385,46
102963512483270,PyElige,PY Elige,1932122,15
102917519228790,Bruno Defelippe,PautaPY,1581825,45
132554373464255,La Nación,La Nación,1234745,16
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,1134243,4
102266292553995,Sucia Política,Diego Ricardo Ramírez,1096533,17
241512319274531,Sixto Pereira,Sixto Pereira,1077817,2
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,1073224,10
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,1060877,17
107104641909575,Rubén Rubin,Rubén Rubin,1008625,4
802326039966661,Paraguayo Cubas Colomés,These ads ran without a disclaimer,820380,1
102467002671611,Jorge Heisecke,Jorge Heisecke,772482,12
532716330164048,Sole Núñez,Sole Núñez,755616,37
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,746590,3
647864758888200,Seba Garcia,Sebastian Garcia,658467,25
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,535051,1
1310731702357133,GEN,GEN,508256,3
100959471597014,José Antonio Galeano,José Antonio Galeano,472676,15
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,448242,6
614795685343483,Belén Maldonado,Belén Maldonado,397760,10
1692624097481207,Mujeres GANAR,Mujeres GANAR,377279,90
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,377167,8
106257452820864,Tito Saguier,PautaPY,367008,2
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,360776,2
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,360764,1
102123052860574,Giampaolo Ficorilli Diputado,Giampaolo Ficorilli Gomez,360133,9
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,359955,5
325540631525675,En La Tecla,En la Tecla,356408,9
110447625137045,Pilar Callizo,PautaPY,344172,3
153958777947957,Paulo Reichardt,Paulo Reichardt,342825,8
105787598141250,Ever Rojas Borja,IMAGEN DE GOBIERNO,342688,11
196406677113756,Rafael Filizzola,Comunicá,342073,6
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,332473,9
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,317967,2
483666425147964,Richard Ramirez,Richard Ramirez,304086,7
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,301508,6
161156667809582,Leo Rubin,Leo Rubín,298564,6
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,297204,3
104848285795590,Ing. Fede Olmedo,Federico Augusto Olmedo Ramírez,294329,6
100188219465134,Senador Derlis Osorio,Senador Derlis Osorio,286487,5
501786636589565,Rocio Vallejo,Hilda Maria Del Rocio Vallejo Avalos,286102,3
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,283752,4
103771265752808,Vysokolán,Stephan Vysokolán,265614,11
495567100804506,Tito 2023,Federico Rafael Vergara Aguero,258907,9
303795153430459,Capitán Apodaca - Gobernador,Adventura,256924,13
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,245579,2
1753251591598763,Dani Mujica,Dani Mujica,245207,9
943824938962084,Luis Fernando,Luis Fernando,232260,16
517426394969535,Ricardo Canese,Ricardo Canese,220884,3
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,220513,9
724051717643013,Miguel Prieto,Miguel Prieto,218129,10
100347296248614,Rosa Sosa,Rosa Mercedes Sosa Paredes,213131,9
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,208184,4
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,208170,4
