Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
329095637110085,FRANTZ AS,Frantz as,19470,96
234659001772,Arbeiderpartiet,Arbeiderpartiet,18531,18
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,6166,2
322525743444,Get Inspired,These ads ran without a disclaimer,4888,4
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,4878,39
371106536283235,DAG OG TID,Dag og Tid AS,4823,2
135843375926,UNICEF Norge,UNICEF Norge,4134,25
275389322558295,LOs sommerpatrulje,LO,3585,6
203067569732001,Fellesforbundet,Fellesforbundet,3314,48
10953652930,Høyre,Høyre,2060,45
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1613,18
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,1415,8
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,1356,43
313753051208,Norsk Landbruksrådgiving,Norsk Landbruksrådgiving,1240,4
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1112,3
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,1001,1
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,857,13
151608890040,Innlandet FrP,Innlandet FrP,845,2
107005018213171,Heia Nord-Norge,Heia Nord-Norge AS,800,2
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,781,7
109668258634924,Fylkesordførerkandidat Per Olav Skurdal Hopsø,Trøndelag Arbeiderparti,763,9
110628757129572,LO Vestfold og Telemark,LO,742,6
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,701,3
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,609,1
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,488,8
119878348024795,ULOBA,Uloba - Independent Living Norge,485,20
102417312912641,Rikard G. Knutsen - FrP,Asker FrP,447,2
117726821605303,PBL,PBL,438,2
171408368520,Norad,Norad,427,2
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,408,2
291638394185556,Drammen Høyre,Drammen Høyre,406,9
110247258111750,Get Inspired Man,These ads ran without a disclaimer,372,1
198748346812235,Drammen Venstre,Drammen Venstre,361,2
132368899297,Framtiden i våre hender,Framtiden i våre hender,348,1
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",342,1
100588890043714,Bodø FrP,Bodø FrP,333,4
131631106897687,Øygarden FrP,Øygarden FrP,324,13
146731798709607,Bymiljølista i Fredrikstad,Bymiljølista i Fredrikstad,323,2
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,317,4
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,311,4
153402168051875,Bergen Senterparti,Bergen Senterparti,301,6
219212891435404,Ullensaker FrP,Ullensaker FrP,294,4
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,282,4
289683304433819,Rælingen Høyre,Rælingen Høyre,271,5
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,259,10
118470544845764,Moss SV,Moss SV,256,3
139630365693,Drammen FrP,Drammen Fremskrittsparti,246,2
300587434088988,Nordkalottfolket på Sametinget,Nordkalottfolket,245,1
200983583270624,NHO Service og Handel,NHO Service og Handel,235,3
148389115200561,Kristiansand Venstre,Kristiansand Venstre,226,3
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,222,2
166359316748710,Ørsta Høgre,Ørsta Høgre,220,1
156202914404133,Minerva,Mediehuset Minerva,215,3
536745556722065,Lillestrøm FrP,Lillestrøm FrP,192,1
120374971332864,Kagge Forlag,Kagge Forlag,190,2
201766586502981,"Homonettverket- lesbiske, homofile, bifile, transpersoner i Arbeiderpartiet","Homonettverket- lesbiske, homofile, bifile, transpersoner i Arbeiderpartiet",189,3
157803497575876,NHO Reiseliv,NHO Reiseliv,177,5
458126690922579,Rødt Trøndelag,Rødt Trøndelag,175,2
150923871639160,Rødt Stavanger,Rødt Stavanger,166,1
180922468616209,Oslo SV,Oslo SV,166,1
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,165,4
119062344777724,Bjerke FrP,Bjerke FrP,164,3
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,161,2
131389446998209,Ahmed Lindov(AP),Ahmed Lindov(AP),159,2
183450288333331,Eidsvoll Høyre,Eidsvoll Høyre,158,3
110379452067671,Ullensakerkommune Blog,Ullensakerkommune Blog,157,2
100107876331492,Telemark Arbeiderparti,Telemark Arbeiderparti,156,3
20468812735,LO,LO,153,6
2398568533531114,Velferdsmiks,NHO Geneo,152,12
105939782037295,Altinget.no,Altinget AS,146,2
1583324988565868,Stortinget,Stortinget,138,9
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,123,1
109103902009501,Edvin Søvik - Ordførerkandidat for Ås Arbeiderparti,Ås Arbeiderparti,123,1
128566103830426,Civita,Civita AS,113,3
121427227925706,Sandnes FrP,Sandnes Fremskrittsparti,110,1
299518093440216,Fredrikstad Arbeiderparti,Fredrikstad Arbeiderparti,108,2
317158175535179,BitLife,These ads ran without a disclaimer,107,5
126570327547728,Kongsberg Høyre,Kongsberg Høyre,107,1
227438343945838,Forum for utvikling og miljø,Forum for utvikling og miljø,106,4
141589002521022,Oslo Høyre,Oslo Høyre,104,2
196060713751352,LO Trøndelag,LO,102,1
190006477676674,Fylkesordførerkandidat Sindre Martinsen-Evje,Østfold Arbeiderparti,101,1
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,101,2
114200448664475,Møre og Romsdal Venstre,Møre og Romsdal Venstre,≤100,2
395352617274179,Villvin Kunsthåndverkmarked  -  2. helg i juli hvert år,These ads ran without a disclaimer,≤100,1
665832620193085,Kristiansand Høyre,Kristiansand Høyre,≤100,2
126448980866214,Klassekampen,Klassekampen AS,≤100,1
116849158413174,Fredrikstad SV,Fredrikstad SV,≤100,2
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100,4
107533507410124,Raudt Vestland,Raudt Vestland,≤100,1
103044219380073,Østfold Høyre,Østfold Høyre,≤100,1
159632007420451,Sarpsborg Venstre,Sarpsborg Venstre,≤100,6
191041020931826,Gro Langdalen - Høyres ordførerkandidat i Rælingen,Rælingen Høyre,≤100,2
111708802237988,Haugesund Arbeiderparti,Haugesund Arbeiderparti,≤100,1
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100,2
112609495155703,Karin S Woldseth - FrP,Asker FrP,≤100,1
764891286856218,Porsgrunn Arbeiderparti,Porsgrunn Arbeiderparti,≤100,6
176175415825122,apotek.no,Apotekforeningen,≤100,19
1608840279385270,Stovner FrP,Stovner FrP,≤100,1
209002119140045,Luster Høgre,Luster Høgre,≤100,1
143787579017708,Bodø Høyre,Bodø Høyre,≤100,1
186245021399622,Agder Senterparti,Agder Senterparti,≤100,1
54603926197,Finnmark SV,Troms og Finnmark SV,≤100,1
46448594983,Næringsforeningen i Stavanger-regionen,Næringsforeningen i Stavanger-regionen,≤100,2
157932564240522,Lørenskog FrP,Lørenskog FrP,≤100,2
182454165137980,TRY,TRY,≤100,1
295778727799101,Lillestrøm SV,Lillestrøm SV,≤100,1
486661108031985,Askøy Høyre,Askøy Høyre,≤100,1
330056561320,Changemaker Norge,Changemaker Norge,≤100,2
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100,5
102426916209178,Kristian Eilertsen - FrP,Harstad FrP,≤100,1
179839425383047,Yrkestrafikkforbundet - YTF,Yrkestrafikkforbundet,≤100,1
249971496922865,Nei til ny kirke i Klepp kommune.,Nei til ny kirke i Klepp kommune.,≤100,1
103642311168469,Børre St. Børresen - samfunnsengasjert,Open-eye-Open-mind,≤100,1
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100,1
587089404733523,Vestre Toten Arbeiderparti,Vestre Toten Arbeiderparti,≤100,3
