Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,10314,51
106204692244510,Jigsaw Polska,Jigsaw,5066,2
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,3538,6
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,3255,9
178362315106,European Parliament,European Parliament,1850,12
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,1829,6
57544755889,Amnesty International Polska,Amnesty International Polska,1710,42
101047711613152,Simu Baking House,These ads ran without a disclaimer,1298,1
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,1172,12
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,1111,16
228168274881,wysokieobcasy,wysokieobcasy,1057,10
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1017,18
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,844,148
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,780,24
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,753,9
203627442993022,Portal Oświatowy,Wiedza i Praktyka,712,11
106645538927529,Da się.,Fundacja Archipelag Inicjatyw,636,10
513969188677442,Compassion Polska,Compassion Polska,584,19
237466786344157,European Movement,European Movement International,561,8
2120416424876335,Grzegorz Macko - Wicemarszałek Województwa Dolnośląskiego,Sun & More,556,2
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,533,1
69153026654,Jerzy Buzek,Jerzy Buzek,480,5
67202672014,Fairtrade Polska,Fundacja „Koalicja Sprawiedliwego Handlu” Fairtrade Polska,478,12
104442609633150,Lubuskie,Lubuskie,412,2
84072659617,Dom Spotkań z Historią,Dom Spotkań z Historią,385,14
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,372,112
427996317730040,"Tymoteusz Myrda, Członek Zarządu Województwa Dolnośląskiego",Sun & More,346,4
1227194230675141,Pratia,Pratia SA,321,11
385532321805330,Pomorskie,Pomorskie,303,3
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,297,14
50063176484,TVN24,TVN,297,16
