Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
100332749664541,Ja zum Klimaschutz-Gesetz,JA zum Klimaschutz,1368,33
169510248558,Die Mitte - Le Centre,Die Mitte,824,12
103915262545181,KMU geprüft,KMU geprüft,746,14
97220294896,SP Schweiz,SP Schweiz,530,25
349450293419,Schweizerische Energie-Stiftung SES,Schweizerische Energie-Stiftung SES,502,11
106321615725425,Oui à la Loi climat,Oui à la loi climat,442,33
107793295629503,Tourismus für das Klimagesetz,Tourismuskomitee «JA zum Klimagesetz»,409,41
1659576160959696,Guido Fluri Stiftung,Guido Fluri Stiftung,325,23
191859734164694,Pro Infirmis,Pro Infirmis,273,3
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,251,4
291359247729208,PS Suisse,PS Suisse,249,4
1886381148253031,Économie suisse pour la loi climat,Économie Suisse pour la loi climat,216,1
100109808734387,Schweizer Wirtschaft für das Klimagesetz,Schweizer Wirtschaft für das Klimagesetzt,214,1
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,209,7
102014399307738,Direkt,direkt,199,5
114275974912005,GE équilibre fiscal,GE équilibre fiscal,161,11
257497631736082,Gletscher-Initiative,Verein Klimaschutz Schweiz,158,4
113106815069066,"OUI à la LEFI - Notre logement, c’est toute notre vie",CGI,148,11
105117748995381,Next Generation Riva,Next Generation Riva,116,7
84150672409,SP Stadt Zürich,SP Stadt Zürich,≤100,7
101715872923024,Mindestlohn NEIN,Überparteiliches Komitee NEIN zum Mindestlohn,≤100,9
112878345109547,NON-in181 - NON à cette bombe fiscale,Fer Genève,≤100,6
255506388731408,Biodiversitätsinitiative / Initiative biodiversité,Biodiversitätsinitiative / Initiative biodiversité,≤100,18
103550668590403,Mieux vivre sa vie,Mieux Vivre Sa Vie,≤100,17
117027101705789,FDP Stadt Zürich,FDP.Die Liberalen Stadt Zürich,≤100,17
48980326364,Public Eye,Public Eye,≤100,12
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,≤100,14
8142847754,Jungfreisinnige Schweiz,Jungfreisinnige Schweiz,≤100,14
535897123124799,Jeunes Libéraux-Radicaux Suisse,Jeunes Libéraux-Radicaux Suisses,≤100,11
618765881570878,EKS,Elektrizitätswerk des Kantons Schaffhausen AG,≤100,2
1579272705641700,Gabriela Suter,Gabriela Suter,≤100,7
1509464445976953,IHK Thurgau,IHK Thurgau,≤100,14
18087904183,PLR,PLR,≤100,1
15733998334,FDP,FDP,≤100,1
921336971288655,Nagra,Nagra,≤100,2
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,≤100,1
212297922293183,UDC Suisse,UDC Suisse,≤100,2
334655940216136,Nein zum Stromfresser-Gesetz,Nein zum Stromfresser-Gesetz,≤100,2
296877887834838,EVP Kanton Bern,EVP Kanton Bern,≤100,2
259871484198551,Thomas Matter,Thomas Matter,≤100,1
105457179189438,Karin Jung-Riedweg,Karin Jung-Riedweg,≤100,7
1220118614712552,,Non à la loi sur le gaspillage de l'électricité,≤100,2
162373287239957,SVP Schweiz,SVP Schweiz,≤100,2
36735923253,umverkehR,umverkehR,≤100,3
97721121385,Public Eye,Public Eye,≤100,12
131066326987,SP Kanton Zürich,SP Kanton Zürich,≤100,6
1991942507517845,Römisch-Katholische Kirche im Aargau,Römisch-Katholische Landeskirche des Kantons Aargau,≤100,5
135939773133793,Grüne Winterthur,Grüne Winterthur,≤100,2
314909850912,SP Graubünden - PS Grischun - PS Grigioni,SP Graubünden,≤100,6
1673559236288902,Pro Senectute Genève,Pro Senectute Genève,≤100,1
