Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
160136850711053,CUPE Ontario,CUPE Ontario,10268,9
163261390365324,Elementary Educators,Elementary Educators,3363,145
9333642607,TELUS,TELUS,2172,5
5794733873,David Suzuki Foundation,David Suzuki Foundation,1899,19
303473312998028,FedEx,FedEx,1895,4
367773226675582,The Home Depot,The Home Depot,1830,5
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1584,24
2219877871611388,Ontario Prevention Clinic / The PrEP Clinic,The PrEP Clinic,1570,21
104386908631938,Pathways Alliance,Pathways Alliance,1518,6
6319213302,Heart & Stroke,Heart & Stroke,1368,39
249042335139282,BDC,BDC,1329,22
261752512263,Canadian Red Cross,Canadian Red Cross,1307,18
102828041144081,Here For Students,Here For Students,1291,8
107385241806,Plan International Canada,Plan International Canada,1061,44
19750184960,Greenpeace Canada,Greenpeace Canada,1051,79
163336718421,PSAC - AFPC,PSAC - AFPC,1026,4
186266941387011,BMO Financial Group,BMO Financial Group,922,3
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,897,20
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,894,18
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,824,10
154462904588700,Enbridge Gas,Enbridge Gas,810,62
180862678644381,Ontario NDP,Ontario NDP,810,46
118100977984621,News for Canadians,These ads ran without a disclaimer,761,1
262370800536,CanadaHelps,CanadaHelps,751,11
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,731,79
1097840090260804,National Police Federation,National Police Federation,695,47
633812813408377,Elections Canada,Elections Canada,626,25
103252939487646,CAN News,These ads ran without a disclaimer,594,1
114943114838621,Fuel Forward,Canadian Fuels Association,589,37
27234020592,UNICEF Canada,UNICEF Canada,587,6
1522162571382952,Oceana Canada,Oceana Canada,562,29
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,552,13
281999881613,World Vision Canada,World Vision Canada,503,6
169928686425623,UFCW Local 401,UFCW Local 401,477,9
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,471,44
115835521825983,UNHCR Canada,UNHCR Canada,469,40
113297740077607,Canadian Energy Centre,Canadian Energy Centre,458,91
283487578481273,Énergir,Énergir,458,22
202220023130891,Bell Canada,Bell Canada,456,3
53321777320,Coeur + AVC,Coeur + AVC,445,39
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,436,17
35715544220,Stand.earth,Stand.earth,403,21
106679019420477,Nova Scotia Teachers Union,Nova Scotia Teachers Union,395,5
453724058039992,viaSport British Columbia,viaSport British Columbia,393,32
