Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
128641160502301,גלובס - Globes,גלובס - Globes,2496,4
256546887847232,עיריית רמת גן,עיריית רמת גן,1815,3
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,1202,9
1073548259341247,לובי 99,לובי 99,1202,5
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1177,8
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,1136,11
325048350950892,רמי גרינברג,עיריית פתח תקוה,1069,9
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1055,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",999,40
204780362875106,מקור ראשון,מקור ראשון,904,104
109523830757998,דמוקרטtv,דרכנו,827,3
104743111658191,Ron Ben Shushan,רון בן שושן,802,2
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,791,2
1662907067255622,איגוד הגז הטבעי,Unik,641,6
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,583,9
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,514,4
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,488,5
558702227875758,רוני רימון,רוני רימון,485,1
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,475,3
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,471,9
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,457,2
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,446,4
604890186681585,מור ויצמן,Mor Weitzman,401,1
172654247853282,Shenhav musanbar,Shenhav Musanbar,393,3
102371638090830,רדיקל,רדיקל - בית לרעיונות,391,6
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,366,4
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,355,3
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,350,1
101600712771452,ענבל חרמוני,ענבל חרמוני,337,3
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,323,2
