Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,292
Bangkok,9809
Bueng Kan,103
Buriram,375
Chachoengsao,267
Chai Nat,≤100
Chaiyaphum,327
Chanthaburi,196
Chiang Mai,1031
Chiang Rai,338
Chon Buri,917
Chumphon,213
Kalasin,214
Kamphaeng Phet,739
Kanchanaburi,274
Khon Kaen,647
Krabi,191
Lampang,223
Lamphun,137
Loei,174
Lop Buri,199
Mae Hong Son,112
Maha Sarakham,235
Mukdahan,≤100
Nakhon Nayok,855
Nakhon Pathom,365
Nakhon Phanom,165
Nakhon Ratchasima,809
Nakhon Sawan,292
Nakhon Si Thammarat,847
Nan,140
Narathiwat,162
Nong Bua Lam Phu,106
Nong Khai,131
Nonthaburi,649
Pathum Thani,545
Pattani,203
Phangnga,108
Phatthalung,160
Phayao,131
Phetchabun,207
Phetchaburi,166
Phichit,136
Phitsanulok,297
Phrae,117
Phuket,254
Prachin Buri,239
Prachuap Khiri Khan,234
Ranong,≤100
Ratchaburi,298
Rayong,386
Roi Et,274
Sa Kaeo,1446
Sakon Nakhon,297
Samut Prakan,307
Samut Sakhon,3514
Samut Songkhram,≤100
Saraburi,310
Satun,109
Sing Buri,≤100
Sisaket,565
Songkhla,583
Sukhothai,182
Suphan Buri,223
Surat Thani,4524
Surin,369
Tak,182
Trang,228
Trat,≤100
Ubon Ratchathani,538
Udon Thani,395
Unknown,≤100
Uthai Thani,≤100
Uttaradit,119
Yala Province,170
Yasothon,150
