Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,29250000,74
112759588312679,cesaralmeida2024,an advertiser in Venezuela,11500000,8
171925551484,TalCual,These ads ran without a disclaimer,10500000,1
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,1465021,1
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,1000000,3
116093674518,César Pérez Vivas,an advertiser in Venezuela,577508,1
342910153967,Upata al Día TV,an advertiser in Venezuela,500000,1
292129440851133,CropLife Latin America,These ads ran without a disclaimer,285646,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,250000,1
102120339346762,Daniela Castro,an advertiser in Venezuela,250000,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,2
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
106059408814909,Red Global de Venezuela,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,2
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
115838096936942,rgabrielachacon,an advertiser in Venezuela,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
