Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,490
Bangkok,12550
Bueng Kan,≤100
Buriram,283
Chachoengsao,176
Chai Nat,232
Chaiyaphum,149
Chanthaburi,129
Chiang Mai,672
Chiang Rai,194
Chon Buri,516
Chumphon,276
Kalasin,149
Kamphaeng Phet,118
Kanchanaburi,265
Khon Kaen,421
Krabi,434
Lampang,185
Lamphun,111
Loei,≤100
Lop Buri,141
Mae Hong Son,≤100
Maha Sarakham,189
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,323
Nakhon Phanom,101
Nakhon Ratchasima,546
Nakhon Sawan,217
Nakhon Si Thammarat,2596
Nan,≤100
Narathiwat,105
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,682
Pathum Thani,592
Pattani,144
Phangnga,179
Phatthalung,254
Phayao,≤100
Phetchabun,150
Phetchaburi,127
Phichit,232
Phitsanulok,2840
Phrae,≤100
Phuket,376
Prachin Buri,122
Prachuap Khiri Khan,249
Ranong,103
Ratchaburi,240
Rayong,226
Roi Et,189
Sa Kaeo,≤100
Sakon Nakhon,227
Samut Prakan,356
Samut Sakhon,278
Samut Songkhram,≤100
Saraburi,170
Satun,120
Sing Buri,≤100
Sisaket,221
Songkhla,1315
Sukhothai,120
Suphan Buri,176
Surat Thani,13178
Surin,228
Tak,292
Trang,236
Trat,≤100
Ubon Ratchathani,378
Udon Thani,238
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,138
Yasothon,851
