Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,32005,12
126567104406,Hyresgästföreningen,Hyresgästföreningen,28049,42
151159271594797,Systembolaget,Systembolaget,19008,2
111630258867610,Röda Korset,Röda Korset,17302,20
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,13250,10
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,12946,31
382243262003,Plan International Sverige,Plan International Sverige,7207,7
95735961890,Greenpeace Sverige,Greenpeace Sverige,6971,87
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6548,35
114262485262083,Konsumentverket,Konsumentverket,6225,7
161213770567846,Operation Smile Sverige,Operation Smile Sverige,6167,3
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,5472,25
72659261793,Rädda Barnen,Rädda Barnen,4574,73
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4557,4
109886133732943,RESCUE - Sverige,RESCUE - Sverige,4376,1
42676805259,Diakonia,Diakonia,3854,17
101341883359561,Matsmart Sverige,Matsmart,3430,15
18880778360,ActionAid Sweden,ActionAid Sweden,3372,10
149155351773944,SEB,Skandinaviska Enskilda Banken,3335,3
54779960819,United Nations,United Nations with Facebook Ad Credits,3299,2
186513678039755,Fortum,Fortum Sverige,3253,16
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3231,53
195379633820701,Svenskt Kött,Svenskt Kött,2779,13
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,2112,1
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1905,31
185459445735,Umeå universitet,Umeå universitet,1822,13
59324455950,UNICEF Sverige,UNICEF Sverige,1748,3
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1658,4
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,1657,44
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1654,3
614939535271869,Tobias Baudin,Socialdemokraterna,1650,6
100323819247251,Désirée Pethrus,Kristdemokraterna Stockholm,1559,4
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1383,3
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,1380,10
189699774387238,"Andreas Sturesson, kommunalråd",Kristdemokraterna Jönköpings Kommun,1378,2
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1358,8
351522355766,PMU,PMU Interlife,1308,14
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,1220,15
495659120577,Karlstads universitet,karlstads universitet,1195,6
110752522319286,Volontärbyrån,Volontärbyrån,1080,3
1757191391203190,Proethos fond,Proethos AB,1080,1
296423575695,Afrikagrupperna,Afrikagrupperna,1007,25
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1004,35
314872662206,Ekonomifakta,Ekonomifakta,980,52
178193355556765,Nordström Assistans AB,Nordström Assistans AB,915,4
24574889995,Charlie Weimers MEP,Charlie Weimers,910,1
132934600111301,Skogsstyrelsen,Skogsstyrelsen,880,5
237146235237,Timbro,Tankesmedjan Timbro,879,32
104928476281245,Ibn Rushd Studieförbund,Ibn Rushd Studieförbund,844,3
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,828,23
369582590803,Dagens ETC,ETC-tidningarna,803,6
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,769,16
