Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,193,6
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,22
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,5
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,10
106460785543001,Business Ombudsman Initiative in BiH,West East Forum for Ethics and Compliance,≤100,1
109652028193268,Revizije info,Revizije info,≤100,15
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Dr Vlado Đajić - Др Владо Ђајић,≤100,2
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100,1
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Славенко Ристић - лидер Републичке странке Српске,≤100,4
197596636939679,tacno.net,Tacno.net,≤100,3
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,5
111544041335161,Antikorupcija info,Antikorupcija info,≤100,8
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,6
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,7
147315858633088,Istinomjer,Istinomjer,≤100,13
2401351939921390,Raport.ba,Raport Media Group,≤100,1
104992122558073,Valter.Portal,Valter.Portal,≤100,2
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100,2
162926690478548,Oslobodjenje,Oslobodjenje,≤100,1
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100,2
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100,4
102667249419191,GenChange,GenChange,≤100,2
106673529354993,Norsk Hydro,These ads ran without a disclaimer,≤100,1
108553325069489,Zgrada,Zgrada,≤100,1
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100,2
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,2
1473660889517303,Irfan Čengić,Irfan Čengić,≤100,3
119837294375220,Armin Hebib,Armin Hebib,≤100,1
133098676736404,Ramo Isak,DEVDOT S.D.,≤100,1
176483769835204,Narod i Pravda Stari Grad,Narod i Pravda Stari Grad,≤100,3
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,3
585772551567679,Perspektiva,Perspektiva,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,2
103027944875536,Маја Драгојевић Стојић - Maja Dragojević Stojić,Маја Драгојевић Стојић - Maja Dragojević Stojić,≤100,3
2430163100537312,Spin Info,Spin Media,≤100,1
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100,1
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,2
85069283164,Admir Čavalić,Admir Čavalić,≤100,3
149647671720061,HARTMANN GROUP,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,1
144460788957278,IFT - Institute of Food Technologists,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
106842858489193,Cooking Center - Restaurant Game,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
