Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,6914,8
798673866859390,ETC TV,ETC TV,2996,79
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,1737,2
550280998481446,Rasha Kelej,Rasha Kelej,1683,11
101009088774421,حزب حماة الوطن,حزب حماة الوطن,979,7
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,865,2
110877857406073,المهندس حسام لبن,المهندس حسام لبن,779,8
285141818193260,معهد الاتصالات لعلوم الحاسب الالي واللاسلكي,These ads ran without a disclaimer,742,2
104119962338191,محمد عبد السلام الديب,محمد عبد السلام الديب,735,1
743199805779919,الموقف المصري,These ads ran without a disclaimer,618,1
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,535,5
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,511,7
104020192686610,ARKAN,These ads ran without a disclaimer,504,1
308088503057656,النائب محمود عصام,النائب محمود عصام,481,6
176956519017843,الحزب المصري الديمقراطي الاجتماعي,الحزب المصري الديمقراطي الاجتماعي,450,4
185343588755360,متصدقش,These ads ran without a disclaimer,433,1
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,428,9
104666825258189,EG Physio,These ads ran without a disclaimer,418,1
114227100379731,عادل اللمعي - Adel El lamei,عادل اللمعي - Adel El lamei,339,1
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,324,8
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,310,3
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,296,7
318888501566687,El Safwa hospital - مستشفي الصفوة,These ads ran without a disclaimer,273,2
532134937722830,النائبة أميرة بهاء الدين أبو شقة,النائبة أميرة بهاء الدين أبو شقة,269,2
137375666332415,Paper Middle East Exhibition,These ads ran without a disclaimer,256,1
103283332669003,مؤسسة جمال الجارحي للتنمية المجتمعية,مؤسسة جمال الجارحي للتنمية المجتمعية,232,3
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,226,4
102765221685871,كشف فساد مجلس اداره قريه ذهبيه,كشف فساد مجلس اداره قريه ذهبيه,204,2
104570177893410,أحمد علي الألفي,أحمد علي الألفي,199,2
102742355232970,النائب صلاح السعودى,النائب صلاح السعودى,195,1
109219350934165,النائب محمود هشام توشكى,النائب محمود هشام توشكى,190,1
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار - Hassan Ammar,185,1
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,178,4
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,177,2
927829383900542,وزارة التخطيط والتنمية الاقتصادية,وزارة التخطيط والتنمية الاقتصادية,155,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,151,3
101296145949977,Babel - بابل,These ads ran without a disclaimer,132,1
107260879007697,كشري العمدة - El Omda,These ads ran without a disclaimer,131,3
108970958682204,Mother’s Day 2023,These ads ran without a disclaimer,129,1
108536448817351,القاهرة للسيارات الكورية-Cairo for Korean Auto,These ads ran without a disclaimer,126,2
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,د.خالد قنديل Dr.Khaled Kandel,124,1
1551764848247914,جامعة الأشهب الالكترونية  .,These ads ran without a disclaimer,121,1
1994786354105727,النائب أحمد فرغلى,النائب أحمد فرغلى,112,1
105872082337085,النائب أحمد عبدالجواد,النائب أحمد عبدالجواد,108,1
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,106,3
666470146818916,مؤسسة جبر القلوب - GabrAlqulub,مؤسسة جبر القلوب - GabrAlqulub,102,2
131189377574,MDPI,These ads ran without a disclaimer,102,1
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,≤100,1
112709551678127,الصفحة الرسمية لبرنامج آخر كلام,These ads ran without a disclaimer,≤100,2
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,≤100,8
100410139482755,صفحة النائب محمد الجارحي لخدمات المواطنين,صفحة النائب محمد الجارحي لخدمات المواطنين,≤100,1
118322761294057,Dalia Abdelfatah,These ads ran without a disclaimer,≤100,3
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
112777510069735,دولة الجنرال علي يوسف,These ads ran without a disclaimer,≤100,1
102703968944759,مصر الآن,مصر الآن,≤100,1
105328942152953,رؤى لدراسات حقوق الإنسان والتنمية,رؤى لدراسات حقوق الإنسان والتنمية,≤100,1
104864037834748,المستشار شعبان رأفت عبداللطيف,المستشار شعبان رأفت عبداللطيف,≤100,1
265266133646032,نقابة المهندسين بالبحيرة - الصفحه الرسمية,These ads ran without a disclaimer,≤100,1
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,≤100,2
101585846062627,ضحايا نادي وادي دجلة,ضحايا نادي وادي دجلة,≤100,1
102049791667720,المقدم الدكتور / حامد الزعبلاوى,المقدم الدكتور / حامد الزعبلاوى,≤100,1
242915372544652,المستشارة الدكتورة /عصمت الميرغنى,These ads ran without a disclaimer,≤100,1
2272107553117243,باب الشرق,These ads ran without a disclaimer,≤100,1
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,≤100,1
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
2249042368716609,MLO المكتب القانوني الحديث,MLO المكتب القانوني الحديث,≤100,1
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,≤100,1
901379033263425,Al saadany -  وزير السعادة السعدني,These ads ran without a disclaimer,≤100,1
107096734501088,النائبة منى عمر عضو مجلس النواب,النائبة منى عمر عضو مجلس النواب,≤100,1
112161944845807,Nevein Basiouny,Nevein Basiouny,≤100,1
100120566230975,دوائر,دوائر,≤100,1
560229944001640,ولها وجوه أخرى - Wlaha Wogoh Okhra,ولها وجوه أخرى - Wlaha Wogoh Okhra,≤100,1
147710335240518,Eindhovens Dagblad,These ads ran without a disclaimer,≤100,1
104175321831752,شوقي رجب المحامي Shawki Ragab lawyer,شوقي رجب المحامي Shawki Ragab lawyer,≤100,1
101978821273549,حزب الجيل الديمقراطي,حزب الجيل الديمقراطي,≤100,1
106921975073316,Jusoor Post - جسور بوست,These ads ran without a disclaimer,≤100,1
103774671417468,أمين جابر الصيرفى - عضو مجلس الشيوخ,أمين جابر الصيرفى - عضو مجلس الشيوخ,≤100,1
108071278751944,Effat  vo,These ads ran without a disclaimer,≤100,1
456394627897268,مؤيدي النائب محمد الحمامي,These ads ran without a disclaimer,≤100,1
103824902274339,بلدنا ياحلوة,These ads ran without a disclaimer,≤100,1
120222571077947,كريم إمام - Karim Emam,These ads ran without a disclaimer,≤100,1
112116095095080,m.e.m.a.hub,These ads ran without a disclaimer,≤100,1
121565980915958,سلسلة تأسيس The best start,These ads ran without a disclaimer,≤100,1
100891076160287,المنصة النسوية السورية Syrian Feminist Platform,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,4
1539423449628439,شبكة أصدقاء فلسطين,These ads ran without a disclaimer,≤100,1
100936882779406,الأمانة العامة لمدارس سنودس النيل الإنجيلي,These ads ran without a disclaimer,≤100,1
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100,1
115191378595924,Deputado Marçal Filho,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
102556029420226,Okie Girl Brands,These ads ran without a disclaimer,≤100,1
1505333196415332,Côte d'Azur - школа французької мови,These ads ran without a disclaimer,≤100,1
1554362044829763,Money Fellows,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,1
1807666422833094,Akmagazine,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,2
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,≤100,1
100806656203749,Flower VPN & Fast Proxy Master-0414-2,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
101448252940651,ar.beyond,These ads ran without a disclaimer,≤100,1
364442753629619,1010,These ads ran without a disclaimer,≤100,1
112369068186246,Funnypeoplespace - Stories,These ads ran without a disclaimer,≤100,1
