Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
310630374428,Neemat Frem,Neemat Frem,1223881,3
1428873024044736,المدن - almodon,المدن - almodon‎,433134,4
154029261310643,LADE,LADE,373134,2
1744356319118477,هنا لبنان,هنا لبنان,149254,10
1012540132187376,Alafdal News الأفضل نيوز,AlAfdal News الأفضل نيور,149254,3
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,119403,3
768168093235674,Janoubia جنوبية,Janoubia News,89552,1
2082052578716332,محمد شفيق حمود,Arab Window,74627,1
1943538325932547,Sharks Creators,Sharks Creators SARL,74627,3
2509759842418472,LebTalks,Lebtalks,74627,2
102672531482527,Ihab Matar - إيهاب مطر,AW,45821,5
110470091436602,Ici Beyrouth,Ici beyrouth,29851,2
105319651353770,Jusur,Jusur,29851,1
105849222420616,Bel Wasat-بالوسط,belwasat,14925,1
123458990728979,maharat_training_center1,These ads ran without a disclaimer,14925,1
102023711572671,أساس ميديا -  Asas Media,These ads ran without a disclaimer,13433,1
209260229112443,Greenpeace غرينبيس,These ads ran without a disclaimer,1908,1
503569446649440,التحالف الدولي,These ads ran without a disclaimer,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
409388396198516,Freeda ES,These ads ran without a disclaimer,≤100,1
244196442342820,Muslim Pro,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
1505333196415332,Côte d'Azur - школа французької мови,These ads ran without a disclaimer,≤100,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
322865159833,RCD Espanyol de Barcelona,These ads ran without a disclaimer,≤100,5
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
111918667003659,Cabinet OBAME,These ads ran without a disclaimer,≤100,1
