Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,76500000,3
101084619090775,Gonzalez10ana,an advertiser in Venezuela,2500000,1
111996834835351,Polianaliticave,an advertiser in Venezuela,1824988,1
103302635921424,Juan Carlos Zamora,an advertiser in Venezuela,1534990,2
105971132265220,Luis Fernando Guerra O,an advertiser in Venezuela,1250000,1
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,1047493,1
82928774489,Panda Security,These ads ran without a disclaimer,551925,1
100698056034147,Dario Salgado,These ads ran without a disclaimer,472497,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,275963,2
358442097543367,Materia,These ads ran without a disclaimer,275963,1
306808303586174,Clare Bonnard,These ads ran without a disclaimer,250000,1
110132152354600,CADAL,These ads ran without a disclaimer,250000,1
100520825048827,Movant Connection,These ads ran without a disclaimer,156375,1
256346654515877,Mercury Marine Latin America/Caribbean,These ads ran without a disclaimer,≤100,1
110764418470615,Pomì South America,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
103012005572853,soycandidoramirez,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
112127407587226,Sea to Savanna Photography,These ads ran without a disclaimer,≤100,1
