Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
75665129515,Go Negosyo,Go Negosyo,12458,4
1566478310240623,Francis Tolentino,Francis Tolentino PH,7409,21
109322002065194,EKIS,EKIS,5697,24
547821942058909,Pilipinas Today,WFPH,5532,42
323575494913091,PNE Media,PNE Media,5101,3
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,5064,2
122011893388648,Pinoy News and Entertainment,Pinoy News and Entertainment,3820,4
495629064258114,Lolita Karen Javier,Lolita Karen Javier,2997,4
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,2902,2
185633641527060,Toby Tiangco,Toby Tiangco,2745,6
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,2660,12
103548215475630,Aniela Tolentino,Archinet International Inc.,2484,7
1968320283460297,Filipino News Feed,Filipino News Feed,2379,4
109334491347461,Cara Amazing Story,Cara Amazing Story,2252,3
1647474828693396,Bong Go,Bong Go,2229,4
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2221,1
558694637671776,Congressman  Pantaleon Alvarez,Congressman  Pantaleon Alvarez,2214,3
100305568984268,EdukNaman,Philippine Business for Education Inc.,2090,8
102340105982970,MABULOk San Fernando,MABULOk San Fernando,2028,1
223618785182273,Pilipinas,WFPH,1954,8
105929115643626,Caroline Tanchay,Caroline Tanchay,1752,10
269175894020945,Pilipinas Today,WFPH,1600,9
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1578,3
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1500,2
494887807297979,Cocolife,Cocolife,1384,2
101911131623327,Atorni Mike,Atorni Mike,1377,1
100562967966954,Filipinas Radyo AM,WFPH,1363,14
265779500134955,SM Supermalls,SM Supermalls,1306,1
100668628818013,Bim Ignacio,Bim Ignacio,1304,1
100170811672425,Pilipinas Today Kyusi,WFPH,1225,7
104616942239605,Inday Franz Gasataya,Inday Franz Gasataya,1196,2
105604828846674,Rose Lin,Friends of Rose Lin,1184,4
1332938170076882,Tatak QC,Polsure,1103,5
1759941490758280,Jerry Treñas,Jerry Treñas,1093,15
1958754127730229,Balita Ngaun,Balita Ngaun,1053,4
104736895310671,Danny A. Domingo,Capino Advocates for Digital Media Consultancy,982,2
197171390303624,Arlene B. Arcillas,Arlene B. Arcillas,976,2
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,971,2
302182906469111,Congressman Greg Gasataya,Congressman Greg Gasataya,945,2
150330215080785,The Honors Tutorial Center,These ads ran without a disclaimer,933,2
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,917,8
101292275353483,Philippine Daily Inquirer,These ads ran without a disclaimer,893,2
315452865504416,ChildFund Philippines,ChildFund Philippines,826,2
102820774791720,Congressman Marvin Rillo,Congressman Marvin Rillo,820,2
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,813,5
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,751,3
176725369945441,Pilipinas Today,The World Tonight,739,7
228700014146287,Filipinas Bisaya,Filipinas Bisaya,689,7
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,656,4
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,649,3
118263363420286,Pilipinas Today Ilocos,WFPH,636,5
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",618,8
2053963044834435,Bikol Ngunian PH,Bikol Ngunian PH,609,2
389309271851098,Pinoy Builders,"PurpleBug, Inc.",606,5
102532175283826,OK si Odie Tarriela,Ok Si Odie Tarriela,594,6
102886345339673,Ben Patron,Ben Patron,586,2
374004705980904,Philippine Business for Education,Philippine Business for Education,578,3
333701057319933,MAYOR RAJIV ENAD,Friends of Mayor Rajiv Enad,556,2
103206424893248,Davao Consumer Movement,Davao Consumer Movement,533,3
106066225014933,BOKAL Dindo V. Dysico,BOKAL Dindo V. Dysico,497,1
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,489,1
101885961492021,Kuya Bong Go,Kuya Bong Go,474,1
330818486937353,John Dalipe - Page,John Dalipe - Page,458,2
1922749344643532,The World Tonight,The World Tonight,455,3
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr","Teodorico ""Nonong"" T Haresco, Jr",450,5
104988244674974,Mobility Awards,The Climate Reality Project Philippines,448,3
332536503771530,Vice Governor Karen Agapay,Vice Governor Karen Agapay,433,3
1424468067858949,Vice Justin Gatuslao,Vice Justin Gatuslao,419,2
701517253228758,DOSTv,DOSTv,416,2
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Office of the Municipal Mayor - Atty. Philip A. Dacayo,412,2
1779870368752390,May JOY sa QC,Polsure,402,2
629488444347803,Mayor Allan De Leon,Mayor Allan De Leon,400,2
247331620535579,Mike Defensor,The Mike Defensor Organization,391,3
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",380,1
537843086665379,City Inquirer,City Inquirer,376,7
147975588597216,Stratbase,Stratbase,371,1
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",369,1
109867628173478,Ronin Leviste,Ronin Leviste,366,6
388689438381348,Mike Defensor,The Mike Defensor Organization,352,2
100770729339080,Cong. Wilbert T. Lee,Cong. Wilbert T. Lee,350,1
227733163959394,Stargate PeopleAsia,Stargate PeopleAsia,331,2
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,330,2
257830240980106,Ronnie Dadivas,Roxas City United,325,2
102203275921536,Cong. JC Abalos,Cong. JC Abalos,311,1
103485942191411,Juan Bulletin,Polsure,308,1
1380167115635985,LEDS Clothing,LEDS Clothing,302,2
103751355997012,Optum Philippines,Optum Philippines,290,1
480552092150213,Malayang Quezon City,Message Doctor PH Company,289,1
100228085283881,Support to Bangsamoro Transition - Subatra,Support to Bangsamoro Transition - Subatra,282,2
105894749077530,Ka Pina Garcia,Ka Pina Garcia,274,1
1452648134951782,Local Government Unit of Solano,Local Government Unit of Solano,272,2
166107624078770,Camanava News,Camanava News,269,3
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,246,2
110021974112031,Harold David Butardo,Harold David Butardo,246,2
100524842436526,Malayang Pilipinas,The Message Booster Corp.,236,1
103366018694923,Jonathan Jonsi Siytiap,Jonathan Jonsi Siytiap,231,1
104366422214161,Cong. Howard Guintu,Cong. Howard Guintu,229,2
595181867315621,Icel Del Rosario Morales,Icel Del Rosario Morales,219,2
178941529519837,Edgar M. Chatto,Edgar M. Chatto,219,5
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,215,2
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,204,1
106092322362851,LRN Thrift,These ads ran without a disclaimer,199,1
100611524845025,DSH Connect,These ads ran without a disclaimer,193,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,190,4
2272110229474022,Bagong Bicol,Bagong Bicol,179,1
207494196545897,"San Anselmo Publications, Inc.","San Anselmo Publications, Inc.",179,2
234749586876960,Tyron Uy,Team Walang Iwanan,164,3
522302631184659,Philippine Business for Environmental Stewardship,Philippine Business for Environmental Stewardship,163,1
100926522848043,Kuya Oweng Eagles Merchandise,These ads ran without a disclaimer,159,1
352659278684227,MP Marjanie S. Mimbantas Macasalong,MP Marjanie S. Mimbantas Macasalong,157,3
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,145,1
102550901310332,Pilipinas Visayas,WFPH,142,2
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.","Vice Mayor Angelito ""Totie"" Lazaro Jr.",141,2
107463358538636,planetGOLD Philippines,planetGOLD Philippines,136,2
107323325604626,Team ETAW Caravana,Team ETAW Caravana,135,2
103485755951862,EDCOM 2 - Second Congressional Commission on Education,Education Commission II,127,3
100325025560868,Hypothesis Philippines,Hypothesis Philippines,127,2
167815253908956,I Heart Malabon,I Heart Malabon,123,2
112586745088105,rechtsanwalt.lehner,These ads ran without a disclaimer,121,1
327812967287458,Vic-Vic Magsaysay,Vic-Vic Magsaysay,117,1
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,117,3
111364815334817,Makabagong Parañaque News,Makabagong Parañaque News,117,2
665883364033015,Polylite Batangas,These ads ran without a disclaimer,111,1
278940185804530,Eugrace Accounting Services,These ads ran without a disclaimer,103,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,103,1
105537992506657,Mayor Esmie Pineda,Mayor Esmie Pineda,102,1
104902112288347,Mary Ann C. De Los Santos,Mary Ann C. De Los Santos,102,1
529901257160994,Paz Radaza,Klin Mar Mejo,102,1
104145285031597,Mayor Sammy Co,Mayor Sammy Co,102,1
107701168822758,Aksyon TV,Aksyon TV,≤100,1
104001402372027,Vice Mayor Mark Villaluna Galsim,Vice Mayor Mark Villaluna Galsim,≤100,1
222187917795664,Social Watch Philippines,Social Watch Philippines,≤100,1
101122222885325,Margarita Gutierrez,Margarita Gutierrez,≤100,1
105085851944713,Kuya Kifli L Salliman,These ads ran without a disclaimer,≤100,1
1829267970657926,The Bohol Marites,The Bohol Marites,≤100,1
106799837384480,Cocopea Ph,Cocopea Ph,≤100,1
621953094645506,Julio RAMMY Parayno III,These ads ran without a disclaimer,≤100,1
222345887828926,CEAP,CEAP,≤100,1
366797844060990,Now You Know,Now You Know,≤100,1
103337511373222,Congresswoman Jam Agarao,Congresswoman Jam Agarao,≤100,2
116046988756331,Atty. Jun Quiñones Tejoso,Atty. Jun Quiñones Tejoso,≤100,1
100438001850801,"CEAP Retirement Fund, Inc.","CEAP Retirement Fund, Inc.",≤100,1
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,≤100,1
104465152700402,S•A•M,S•A•M,≤100,1
103332832853108,Mayors for Good Governance,Kaya Natin! Movement for Good Governance and Ethical Leadership,≤100,1
108155078312735,Councilor Carlo Mendoza,Councilor Carlo Mendoza,≤100,1
111303025104461,Yarn ang Pinoy,The Message Booster Corp.,≤100,1
107344342185946,Councilor Omar Buenafe,Councilor Omar Buenafe,≤100,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,≤100,1
203327936686109,Mujer-LGBT Organization,Mujer-LGBT Organization,≤100,1
112131201686528,SUPER KAP,The Message Booster Corp.,≤100,1
114800534893965,Ligtas na Pilipinas,Message Doctor PH Company,≤100,1
46361808553,Kaya Natin! Movement for Good Governance and Ethical Leadership,Kaya Natin! Movement,≤100,1
100108226244136,PH 24 ORAS,Message Doctor PH Company,≤100,1
104894502421974,PH Biz Forum,Message Doctor PH Company,≤100,1
130467394263248,Dyness,These ads ran without a disclaimer,≤100,1
102389359204185,Cagayan de Oro City Information Office,Cagayan de Oro City Information Office,≤100,1
1528902407332883,Konrad-Adenauer-Stiftung Philippines Office,Konrad-Adenauer-Stiftung Philippines,≤100,1
1513598595608136,Konsehal Phillip Yerro Kimpo,Konsehal Phillip Yerro Kimpo,≤100,1
959151100833476,Triple F Printing Press,These ads ran without a disclaimer,≤100,1
1710652982556834,Lee Ann Debuque,Lee Ann Debuque,≤100,1
