Page ID,Page name,Disclaimer,Amount spent (XCD),Number of ads in Library
482198868521917,Asot Michael,Asot A. Michael,4588,32
203239449860143,Harold Lovell,United Progressive Party,1319,16
486723854867439,MYUPP,United Progressive Party,1023,17
64075711205,Antigua & Barbuda Labour Party,The Antigua & Barbuda Labour Party (ABLP),996,31
1451898645041985,Gaston Browne,The Antigua & Barbuda Labour Party (ABLP),783,20
434709106604434,Progressive Youth,United Progressive Party,459,5
698379307000668,Democratic National Alliance - Antigua and Barbuda,Democratic National Alliance,≤100,9
109997654165241,Algernon 'Serpent' Watts,United Progressive Party,≤100,1
251067568809208,St. John's Rural North,Angelica Ayoka O'Donoghue,≤100,3
102389305793337,Anthony Stuart,Democratic National Alliance,≤100,8
44846920403,Dean,Athill Dean Jonas,≤100,5
100466735989236,Kisean 'Brother Joe' Joseph,Kisean 'Brother Joe' Joseph,≤100,1
527384967635800,Richard S. Lewis,Richard Sylvester Theophilus Lewis,≤100,1
108465098593385,Mario Thomas,Democratic National Alliance,≤100,1
109366510875,Chaneil Imhoff,Chaneil Imhoff,≤100,1
116032046892777,UPP All Saints East and St. Luke's Constituency Branch,United Progressive Party,≤100,1
354192254667229,Antigua Barbuda Workers Union,Antigua & Barbuda Workers Union,≤100,1
111347180673351,Anthony Smith Jr.,Anthony Smith,≤100,1
109407040848704,Sean Bird,United Progressive Party,≤100,1
102663679241421,Kelvin 'Shugy' Simon,United Progressive Party,≤100,1
681614015247190,Caribbean National Weekly,These ads ran without a disclaimer,≤100,1
128330884625097,Johnathan Joseph,United Progressive Party,≤100,1
