Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
547821942058909,Pilipinas Today,WFPH,11903,61
109322002065194,EKIS,EKIS,11778,26
102340105982970,MABULOk San Fernando,MABULOk San Fernando,7237,2
75665129515,Go Negosyo,Go Negosyo,6557,4
265779500134955,SM Supermalls,SM Supermalls,6216,9
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,5216,2
495629064258114,Lolita Karen Javier,Lolita Karen Javier,4681,6
269175894020945,Pilipinas Today,WFPH,4598,22
1922749344643532,The World Tonight,The World Tonight,4407,32
1566478310240623,Francis Tolentino,Francis Tolentino PH,4205,15
223618785182273,Pilipinas,WFPH,2805,15
185633641527060,Toby Tiangco,Toby Tiangco,2787,3
109571544118045,Comentaryong HAVEY,PBJ Mediaworks,2767,2
101077625280662,Commonwealth Hospital and Medical Center,These ads ran without a disclaimer,2515,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,2444,13
555503991321280,Geraldine Roman,Sulong Pilipinas,2343,3
1329675533726600,Pilipinas Today QC,WFPH,2301,10
118263363420286,Pilipinas Today Ilocos,WFPH,1802,13
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1473,5
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,1377,10
102550901310332,Pilipinas Visayas,WFPH,1322,12
176725369945441,Pilipinas Today,The World Tonight,1298,9
121843141182573,Ayala Corporation,Ayala Corporation,1289,1
100170811672425,Pilipinas Today Kyusi,WFPH,1267,6
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1251,2
100770729339080,Cong. Wilbert T. Lee,Cong. Wilbert T. Lee,1156,2
102820774791720,Congressman Marvin Rillo,Congressman Marvin Rillo,1124,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1066,3
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1031,1
103751355997012,Optum Philippines,Optum Philippines,998,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,986,1
228700014146287,Filipinas Bisaya,Filipinas Bisaya,949,9
100668628818013,Bim Ignacio,Bim Ignacio,926,1
100562967966954,Filipinas Radyo AM,WFPH,900,8
374004705980904,Philippine Business for Education,Philippine Business for Education,876,6
106066225014933,BOKAL Dindo V. Dysico,BOKAL Dindo V. Dysico,809,3
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,790,3
156752721080952,Sonny Angara,Sonny Angara,732,5
537843086665379,City Inquirer,City Inquirer,669,4
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,663,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,657,5
352659278684227,MP Marjanie S. Mimbantas Macasalong,MP Marjanie S. Mimbantas Macasalong,617,9
705660422953865,About Metro Pacific,WFPH,599,8
126919387470670,Rufus B. Rodriguez,Rufus B. Rodriguez,590,5
2271543113085523,Pilipinas Today AM,WFPH,575,3
114540208900132,Erico Aris Aumentado,Erico Aris Aumentado,552,2
302182906469111,Congressman Greg Gasataya,Congressman Greg Gasataya,544,1
1759941490758280,Jerry Treñas,Jerry Treñas,532,14
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Office of the Municipal Mayor - Atty. Philip A. Dacayo,531,5
102886345339673,Ben Patron,Ben Patron,521,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr","Teodorico ""Nonong"" T Haresco, Jr",501,7
2272110229474022,Bagong Bicol,Bagong Bicol,449,2
105910268672335,Pinaura ka ni Sandy Javier,Pinaura ka ni Sandy Javier,427,1
186667502068528,Larry De Costa,WFPH,405,6
105894749077530,Ka Pina Garcia,Ka Pina Garcia,394,1
109867628173478,Ronin Leviste,Ronin Leviste,368,6
1710652982556834,Lee Ann Debuque,Lee Ann Debuque,353,2
2228850710498532,Vicious Records,These ads ran without a disclaimer,342,1
107463358538636,planetGOLD Philippines,planetGOLD Philippines,334,4
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,327,1
333701057319933,MAYOR RAJIV ENAD,Friends of Mayor Rajiv Enad,326,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,325,5
103485942191411,Juan Bulletin,Polsure,319,1
701517253228758,DOSTv,DOSTv,305,4
102684712090159,Mayor Glenn Pampolina Flores,EMPORIA ANALYTICS,286,6
1387404457997862,Cong Bingo Matugas,Cong Bingo Matugas,275,1
483430665076578,Edukasyon.ph,Edukasyon.ph,262,5
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,262,2
830397893778978,WEST BAY Shipping Services,These ads ran without a disclaimer,258,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,253,3
226677414910322,Congresswoman Baby Aline Vargas Alfonso,Congresswoman Baby Aline Vargas Alfonso,246,2
207494196545897,"San Anselmo Publications, Inc.","San Anselmo Publications, Inc.",240,2
