Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
102121839522309,Conoce Más,Conoce Más,148826,4
101297736218883,Mujeres en la lucha,Mujeres en la lucha,141383,4
491447437567180,Siapa Gdl,Siapa Gdl,79983,3
1520610478183053,Badabun,Badabun,59494,14
987798421233861,"Por tí, contigo MX.",Jesus Gonzalez Lozano,46535,6
110171835367463,Portada Informativa,Portada Informativa,41391,5
108291675564193,El Mundo Noticias,El Mundo Noticias,39880,5
111290081772772,Frontera de México,Frontera de México,32133,2
103813715878847,Mujeres Mexicanas,Mujeres Mexicanas,28891,2
923633637651202,Morena Sí,Morena Sí,26179,136
102281232785079,Noticias del Mundo,Noticias del Mundo,24720,2
114871741627741,Cambio al Guinda,Cambio al Guinda,19198,136
215155355246903,Francisco Cabeza De Vaca,Francisco Cabeza De Vaca,17236,12
111493497446745,Sondeo Ciudadano MX,Jesus Gonzalez Lozano,16776,1
362430908370,Aeromexico,Aeromexico,16458,6
120475107640369,La Realidad de hoy,La Realidad de hoy,15628,3
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,15391,9
116013104730058,México en el Mundo.,México en el Mundo.,15091,2
120607030955709,Todo Noticias,Todo Noticias,15017,2
254852601222832,Cemex México,CEMEX México,14217,25
101858486275437,Izquierda de réplica,Izquierda de réplica,13760,96
119813324392503,Latitud Cero,Latitud Cero,13297,3
1861550397441449,Revista32,Revista32,13012,133
858565590850942,Mafer Mx,These ads ran without a disclaimer,12771,1
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,12457,6
56713285274,Greenpeace México,Greenpeace México,12120,98
120385634315272,Tiempo de Noticias,Tiempo de Noticias,11657,3
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,10944,55
115473561466606,Transformando con valor,Transformando con Valor,10928,75
119585627793846,Artillería Política,Artillería Política,10709,10
285058928236909,Mauricio Vila,Mauricio Vila,10355,22
101267031439463,Voz de las Empresas,Consejo de la Comunicación,10222,10
242334769225146,Sergio Salomón Céspedes Peregrina,Sergio Salomón Céspedes Peregrina,10184,10
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,9843,135
107925032255657,Cadena Transformación,Cadena Transformacion,9435,66
381985873573,Partido de la Revolución Democrática PRD,Partido de la Revolución Democrática,8112,27
115866258181287,Haremos Historia,Haremos Historia,7803,19
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,7493,11
133478060111915,Cemex Impacto Social,CEMEX México,7016,21
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,6977,40
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,6872,8
121554624276044,Claudia Va,Claudia Va,6850,19
102084795217656,Cuatro T,Cuatro T Noticias,6785,4
104209965658426,InfoPoint,José Ramón Rodriguez Romero,6737,89
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,6426,6
108095947661366,Bendito Coraje,Bendito Coraje,6247,5
110056698770508,Vamos con Sheinbaum,Vamos con Sheinbaum,6101,17
105236341926666,Meridiano News,El Meridiano News,5896,4
114721221616377,La Otra Cara Tamaulipas,La Otra Cara Tamaulipas,5725,4
110311538704601,NotiApp,NotiApp,5656,59
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,5530,8
361036630742937,La Política Online MX,La Política Online MX,5422,3
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,5344,2
120544204635995,Gobierno de Baja California,Gobierno de Baja California,5320,7
104800055232221,Electoralia,electoralia,5023,32
117578037942108,Democracia Informada,https://democraciainformada.com/,5016,32
104612062684147,Por La Cuarta Transformación,Por la 4T,4967,11
101404116150740,La Verdad Maya,La Verdad Maya,4831,4
493453457351145,Coparmex Nacional,Coparmex Nacional,4771,97
263192040447826,Agua y Drenaje de Monterrey,"Servicios de Agua y Drenaje de Monterrey, I.P.D.",4767,2
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,4586,25
116546948099512,Times Mujer Mx,Times Mujer Mx,4553,32
837607596288104,Eliseo Fernández Montufar,Community Manager,4424,6
104035435916689,Reportero en Acción,Reportero en Acción,4349,79
577664992340571,Alfonso Durazo,Alfonso Durazo,4258,7
300882842026,Doritos,These ads ran without a disclaimer,4147,1
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,4123,29
110550398683823,Pasión por comunicar,Maximizando Ideas,4123,95
139767742461,Manuel Velasco Coello,Luis Humberto Morales Paniagua,4113,15
116433311381559,Crónicas de a Pie,Cronicas de a Pie,4110,32
280927511972014,La Orquesta,La Orquesta,4013,5
111094778258609,Chema Martínez,Chema Martínez,3974,13
279469625434543,Paco Cienfuegos,Paco Cienfuegos,3878,51
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,3866,3
102265631123832,Gobierno de Puebla,Gobierno de Puebla,3818,4
118621424595489,Comiendo con El Carnal - Ya sabes cual,Francisco Guillén Montufar,3808,88
401037126694247,Secretaría de Economía e Innovación,Secretaría de Economía e Innovación,3675,2
239726076054918,Partido del Trabajo México,Partido del Trabajo México,3620,13
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Estudios de Opinión Pública by Demoscopia Digital,3478,7
111980298454643,Miguel Ángel Sánchez Rivera,Miguel Ángel Sánchez Rivera,3468,3
106853071237547,Óscar Gutiérrez Camacho,Óscar Gutiérrez Camacho,3335,6
165895904051943,CN13 Noticias,CN13 Noticias,3290,1
107003701683545,Migra Noticias,Migra Noticias,3230,60
108687728744220,Caribe Noticias,Caribe Noticias,3171,2
102351485932912,Contraste Norte,Contraste Norte,3135,2
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,3125,2
104518395995904,La Transformación Sigue,La Transformación Sigue,3076,14
104658292657604,Rumor Veraz,Rumor Veraz,3067,2
162949857103721,Gobierno Colima,Gobierno Colima,3057,21
273023497832507,Diario Libre Expresión,Diario Libre Expresión,3017,2
103182562158410,Ignacio Mier Velazco,Ignacio Mier Velazco,2979,6
102107279495045,Las netas,LASNETAS.ORG,2952,6
183751562214729,David Cortés,David Cortes,2918,1
326761468265085,Miralo Vos Noticias,miralovosnoticias.com,2876,1
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,2840,3
349362031895959,Julián Zacarías Curi,Julián Zacarías Curi,2789,20
116957794609497,Al momento,Al momento,2710,56
264390613659850,Adrián Rubalcava Suárez,Adrian Rubalcava,2622,4
48966795116,Amnistía Internacional México,Amnistía Internacional México,2591,19
104680124489636,Demoscopia Digital,Demoscopia Digital,2581,9
112245067227623,Alcance Diario,Alcance Diario,2566,1
107559512016725,Contraste News,Contraste News,2520,2
109014064745197,Juventudesgto,Juventudesgto,2487,24
147753909258182,Diario EntornoMx,Diario Entorno Mx,2469,1
555207734563075,Policía de Guadalajara,Gobierno de Guadalajara,2414,48
1070896996438683,No te calles,No te calles,2400,7
555030401187058,Manuel Scott S,Jesus Manuel Scott Sanchez,2342,3
110220011152882,Monitor en red,Impronte,2302,3
101467245317777,Resistencia Obradorista,Resistencia Obradorista,2280,2
109634395756375,Save the Children México,Save the Children México,2270,18
101639172897577,Por Ella por Todas,Por Ella por Todas,2260,13
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,2192,10
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,2184,3
1700479090276216,Poligrama,Poligrama,2166,9
108691922194941,Convocatorias 2023B,Convocatorias 2023,2157,8
112750351867362,Alza La Voz Sur,Alza La Voz Sur,2150,2
1444189109132895,Rigo Mares,Rigo Mares,2144,6
420690148033445,Enrique Galindo Ceballos,Francisco Enrique Galindo Ceballos,2133,42
105386845919290,La Palabra Ciudadana,La Palabra Ciudadana,2099,2
100867376619769,Xóchitl Gálvez Ruiz,Xóchitl Gálvez Ruiz,2087,1
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,2072,1
105414048762055,Irma Bolaños,DIF Oaxaca,2057,2
803041666459797,Enrique de la Madrid,Enrique de la Madrid,2039,2
1087794331355975,Raúl Cantú,Raúl Cantú,2026,2
1494007934070356,México en los números,México en los números,2000,5
101701991930418,UNIDEV,UNIDEV,1976,54
109538585077104,Red Ciudadana Transformando Morelos,Red Ciudadana Transformando Morelos,1966,1
219668194797769,Encuestas en México,Jesus Gonzalez Lozano,1904,1
634459589898663,Ayuntamiento de Benito Juárez,Ayuntamiento de Benito Juárez,1858,2
174921316719276,Alcaldía Gustavo A. Madero,Alcaldía Gustavo A Madero,1810,11
905324146270805,Carlos Quintana,Tropa Marketing,1719,7
924215500923867,Lucy Meza,Lucy Meza,1680,11
948352998623812,Local,Elena Duran Jimenez,1677,2
1424057367811413,Ipas México,Ipas México,1647,4
258241614593678,AulaTec,Pedro Beristain Flores,1615,6
108763745567667,Encuestas 2024 MX,Encuestas 2024 MX,1594,1
100430528133355,Información México,Información México,1586,75
106915721192416,El Potrero Noticias,El Potrero Noticias,1583,2
534777453303341,Roberto Solís,Roberto Solís,1560,10
247091415478957,Lorena de la Garza Venecia,Lorena de la Garza Venecia,1528,4
101442102956651,Lucy Va,Lucy Va,1527,5
108737448471399,Altavoz Web,Altavoz Web,1516,12
101740722540217,Todo Tláhuac,Todo Tláhuac,1494,16
110202035047513,Héctor Castillo,Hector Castillo Olivares,1464,4
101204342089098,Diana Karina Barreras,Diana Karina Barreras,1458,4
107886665569426,Ignacio Segura Morquecho,Ignacio Segura Morquecho,1448,6
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,1446,5
206415452736315,La Unión,La Unión de Morelos,1437,5
1527311874184683,Ismael Cabeza de Vaca,Ismael Cabeza de Vaca,1417,2
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,1416,33
192366194179807,León Municipio,León Municipio,1410,3
572887279531469,Román Alberto Cepeda,Román Alberto Cepeda,1386,10
105371694526107,Raymundo Ramírez Pompa Corrupción en Nuevo León,Raymundo Ramírez Pompa,1380,1
126053684120856,Gobierno del Estado de Oaxaca,Gobierno del Estado de Oaxaca,1371,12
115027021469288,Revista Transformación,Revista Transformación,1365,3
102341426216399,En Campaña Mx 2024,En Campaña Mx 2024,1344,2
345156559163874,Norma Mejía Lira,Redboxmex,1338,32
192680674189566,El Respetable,Bruno Agustin López Arguelles,1332,6
103614461742259,Rogelio Cota,Rogelio Enrique Cota Gutierrez,1328,1
109030278835032,Venta Directa,Javier Santes,1327,1
109774234096325,El Zenzontle,El Zenzontle,1296,1
110450098729831,Noticias Cuatro T Norte,Noticias Cuatro T,1277,2
156639921819,Gii360,Gii360,1252,8
1528235827246797,Yucatán al Momento,Yucatán Al Momento,1221,4
490426904446625,Lalo Gattás,Lalo Gattás,1211,4
170761873343298,Tecutli Gómez,Tecutli Gomez,1208,6
1044005875633479,Manuel Guerra Cavazos,Manuel Guerra Cavazos,1207,3
118242649792200,Noti Zoque,notizoque.com,1205,1
109092718607958,Carlos Escobar,Carlos Escobar,1203,6
112917681651045,mexicolectivo,mexicolectivo,1200,4
213693228664478,Cámara de Diputados - H. Congreso de la Unión,Camara de Diputados - H. congreso de la unión,1192,2
1621607258157280,Noticias - Sur de México,Noticias Sur,1184,2
110472458765003,Es Tiempo: Es Claudia,Redes Sociales,1178,1
112627505161171,Paty Tere,Tu Vecino Informa,1165,6
537537733094774,Wasapraka,Wasapraka,1162,1
112901823690886,Toño López Ruiz,Jose Antonio Lopez Ruiz,1159,3
106909841255869,Mario Dávila Delgado,Mario Alberto Dávila Delgado,1157,3
180425288675416,Manuel Rodríguez González,Manuel Rodríguez González,1155,3
136017836425540,Gobierno del Estado de Sonora,Gobierno del Estado de Sonora,1145,2
237316300021978,Erandi Bermúdez,Erandi Bermúdez,1144,2
100934207930403,Conversaciones,conversacionesmx.com,1143,17
112704675039587,Flash informativo,Flash informativo,1125,46
114182624983282,Nueva Prensa Puebla,Nueva Prensa Puebla,1111,4
119588441128670,Ferdando Lanota,Efecto Regio,1110,6
652818185335893,Notidiario Tuxtla,notidiariotuxtla.com,1107,1
109947015376438,Juntos Transformando Tabasco,Juntos Transformando Tabasco,1107,1
222035941230506,Movimiento Ciudadano Aguascalientes,Movimiento Ciudadano Aguascalientes,1097,7
102482418239090,Asociación Mexicana de productores del Vestido,Reynaldo Escamilla Rodriguez,1060,1
1431026463848662,Darío Benítez,Jorge Alberto Lopez Jimenez,1044,4
1871867919762004,En Morelos Es Margarita,En Morelos Es Margarita,1031,4
105609739229787,Diario Mensajero,Diario Mensajero,1027,2
102047299114046,DataClub.mx,Data Club,1021,1
189832718482833,Marcos Barajas Yescas,Marcos Daniel Barajas Yescas,1019,4
350508488860,Renán Barrera,Renán Barrera,1010,16
117808668000040,La Gaceta México,La Gaceta México,996,2
335598899895433,Luis Aguilar,Luis Aguilar,988,8
112550337051136,Elite Soccer,These ads ran without a disclaimer,982,1
115772288204906,Pluma Informada,Pluma Informada,976,2
100452504650093,Jesus Miguel Hernandez Medina,Jesús Miguel Hernández Medina,973,1
1834107960160586,Marco A. Mendoza Bustamante,Marco Antonio Mendoza Bustamante,965,4
1422169704755958,Alfredo Ramírez Bedolla,Alfredo Ramírez Bedolla,958,2
264060497093390,Shamir Fernández Hernández,Shamir Fernández Hernández,957,5
100242005506001,Medestetic México,Medestetic México,953,1
107442112378074,Madero Hoy,Madero Hoy,939,10
107652783975551,CS Medicina Estética,CS Medicina Estética,934,1
113421124123363,Informando 4Tamaulipas,Informando 4Tamaulipas,928,3
101632898013732,Instituto de Formación en Seguridad Pública del Estado,Adsproject Media,928,10
231602417391989,Janecarlo Lozano,Janecarlo Lozano,926,1
105056501630282,Yesica Zatarain,Yésica Rocio Zatarain Gonzalez,915,2
107793448707132,The Guardian Mexico,The Guardian Mexico,896,5
234134579963795,Víctor Torres López,Víctor López,886,1
100749602021887,Roberto Rodríguez Sosa,Roberto Rodríguez Sosa,875,4
226699804054458,Juan Carlos Barragán Vélez,Juan Carlos Barragan Velez,867,8
1048508588499422,Glen V. Zambrano,Glen V. Zambrano,861,5
520490721337603,88.5 Buenisiima Cuernavaca,88.5 Buenisiima Cuernavaca,861,4
113204251796086,Visión México Noticias,Visión México Noticias,859,11
148803438464663,MNoticias,MNoticias,854,3
618924621475292,La Bestia Grupera Morelos,La Bestia Grupera Morelos,853,4
106006482764390,Gobierno del Estado de Sinaloa,Gobierno del Estado de Sinaloa,852,2
893730880832707,CEDET,Jona Reyes Caballero,848,1
103959544551197,Dermoter - Capacitación en Medicina Estética y Antiedad,Manuel Enrique Bernal Illarza,846,16
101963782686297,El Cambio del Poder,El Cambio del Poder,845,3
822100507825923,Secretaría de Turismo de Baja California,Secretaría de Turismo de Baja California,845,3
102724752608138,Mexiquenses Unidos con Adán,Mexiquenses Unidos con Adán,839,2
111973401843632,Durango con Adán Augusto,Edgar Aidan Lopez Flores,833,4
112057583931467,Morena Campeche,Morena Campeche,830,4
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,823,2
1874397736161441,Manuel Gálvez,Luis Ernesto García Ruiz,817,4
124047777702377,Secretaría de Gobierno de Guanajuato,Secretaría de Gobierno de Guanajuato,816,5
171494803269262,Noticias México,euthenics,812,4
2059420467624770,El Tecolote Diario,El Tecolote Diario,803,1
100215376197287,Guerreros del voto,Guerreros del Voto,799,7
1327748667304965,Carlos Peña Ortiz,Carlos Peña Ortiz,797,8
103318515925385,Informe Regio,informe Regio,790,3
503029186533760,Osoigo México,Osoigo México,785,43
710439142491735,Aldo Ruiz,Tintorama Digital,778,7
351435668292872,Super98.1 Cuernavaca,Super98.1 Cuernavaca,777,4
101128435630238,Química y Formulación,Química y Formulación,773,18
189131335143204,"Soy Mexicano, Soy Derecho",Soy Mexicano Soy Derecho,757,7
660181064597929,Sr. Político,srpolitico.com,750,15
760338230775180,San Luis Ya Es Verde,San Luis Ya Es Verde,748,13
108801305563598,Noticias 4T,Noticias Cuatro T,747,2
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,740,4
107738917712607,ALA,Alexa Trujillo,739,6
195815320573612,elmomento.mx,elmomento.mx,736,3
108843925113701,Veracruz Ahora,Veracruz Ahora,731,3
103877238691174,Celaya Oro del Bajío,Elena Duran Jimenez,706,2
108589884335878,La Sociedad,La Sociedad,705,3
1613868898897076,Waldo Fernández González,Waldo Fernández González,700,13
102772291872480,Acá en el Sur,Acá en el Sur,697,2
116026754703659,CEDET Monterrey,CEDET Monterrey,695,1
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,690,5
386867534680369,Ernesto Prieto Ortega,Ernesto Prieto Ortega,690,8
101356262092275,Mario Llergo,Mario Llergo,687,2
104064828877495,Cuadrangular Noticias,Cuadrangular Noticias,681,37
110509207026148,De Chingadazo Morelos,De Chingadazo Morelos,674,2
1439738092756927,Juan Carlos Mezhua,Juan Carlos Mezhua Campos,669,5
105605635657911,Al día en Monterrey,Al día en Monterrey,666,5
105222757700821,Esto es México,estoesmexicomx.com,665,8
113844584874483,La voz de la Experiencia,La Voz de la Experiencia,647,2
105343929059924,La Silla Regia,La Silla Regia,643,3
105733512243982,Es Claudia Tamaulipas,Es Claudia Tamaulipas,640,8
1637462289838029,Diputadas y Diputados Morena,Diputadas y Diputados Morena,638,5
107756417778368,El León no es como lo pintan,Así la República,636,1
109474928114443,Actívate,José Ángel Soubervielle,627,2
299787683725681,Manuel Alfaro,Manuel Alfaro Lozano,624,1
283653271758441,24 Morelos,24 CDMX,623,16
1220823957937555,Frente Nacional x la Familia,Frente Nacional x la Familia,623,1
104427969110522,Jornada Regia,Jornada Regia,622,3
1585834374966452,Mirza Flores,Mirza Flores Gomez,622,6
384495964895391,Willy Ochoa,Eduardo Díaz,622,3
237408920004557,Martín Vivanco,Prescar,620,2
112398010205997,CEDET Santa Catarina,CEDET Santa Catarina,617,1
116216726453585,Rigoberto Ramos Ordoñez,Rigoberto Ramos Ordoñez,611,5
418039951683898,Hernán Salinas Wolberg,Hernán Salinas Wolberg,600,3
2000027216902843,Lalo Leal,Eduardo Leal Buenfil,600,2
149356031821584,Arena Pública,Arena Pública,598,1
148649368616330,Pepe Chedraui,Pepe Chedraui,591,6
1540267016299241,Gobierno de Atizapán de Zaragoza,Gobierno de Atizapán de Zaragoza,587,1
445454469207355,Soy Tamaulipas,Soy Tamaulipas,586,3
116437828394342,Phiten Mexico,Phiten Mexico,575,18
109850528799250,En Hidalgo Ahora Es Adán Augusto,Irma Rubio Paloma,572,1
101904945931759,CDMX Informada,CDMX Informada,570,1
102542454680516,Lupita Oyervides,Maria Oyervides Valdez,568,7
108596547197244,Omar Cervantes Rivera,Omar Cervantes Rivera,564,4
101179015404551,Andrea Gordillo,Andrea Gordillo,559,3
766097073421954,Diario Puntual México,Victoria Arleth Pineda Vilchis,557,6
100353769541167,Bazar Político,Jesus Reyes,543,2
111832245198282,Al Día en Ixtapaluca,Al Día en Ixtapaluca,534,2
235606900176440,Macronews,Macronews,534,11
203709812204,José Ramón Gómez Leal JR,Jose Ramon Gomez Leal,533,2
881256821943743,Armando Ayala Robles,COMUNICACIÓN DIGITAL,533,1
815584061873097,Jesús Valenciano,Jesús Valenciano,531,8
922911071175965,Noticias Tamaulipas,Noticias Tamaulipas,531,3
2050449605232628,Cuéntame Más,Cuéntame Más,515,1
120347841057506,Morelos en la 4Transformación,Morelos con la 4Transformacion,513,7
102931335827610,Fans de Jorge Romero - Georgemanía,Georgemanía,511,1
102066728517222,Jorge Magaña,Jorge Magaña,510,2
458859544909547,DICES,Ruben Alonso Soria Sanchez,508,8
842343932515010,SOS Observador Ciudadano,SOS Observador Ciudadano,504,1
463358453871269,JuanMa Munguía,JuanMa Munguía,500,4
316162282245753,Ovidio Peralta Suárez,Ovidio Peralta Suárez,500,1
961310490582166,FeliFer Macías,Felipe Macías,498,3
834235483357799,Municipio de Navojoa,Municipio de Navojoa,494,5
107732841148576,Esteban Abraham Macari,Esteban Abraham Macari,493,2
103117302702743,Antonio Dominguez Alderete,Antonio Dominguez Alderete,490,1
2307195646200863,Sin discriminación,Sin discriminación,485,1
1837572443152389,Ing. Isaac Pimentel Mejia,Sergio Samuel Chilero Salinas,482,1
100732580703775,El tiempo Yucatán,El tiempo Yucatán,478,1
621474078480950,Morelia es Morena,Morelia es Morena,478,1
106431455626604,Ya Es Noticia México,These ads ran without a disclaimer,476,1
381253882210486,Miguel B Treviño De Hoyos,Miguel Bernardo Treviño de Hoyos,474,5
285690871462237,Luz María Beristain Navarrete,Luz María Beristain Navarrete,470,22
809182605919586,ITM San Luis,These ads ran without a disclaimer,469,2
149334611927297,Benjamín Robles,Benjamín Robles,465,6
116683221399058,En la mira Puebla,En La Mira Puebla,464,2
584627115000239,Mexican News,The Mexican News,463,1
695396387180076,Jorge Bracamonte Hernandez,Jorge Orlando Bracamonte Hernandez,462,2
103386539455146,Con Marcelo Sí en Acapulco,Lorena Montserrath Ruiz Gatica,460,3
